Identifier, Size, 2P1, 2P2, 2P3, 2P4, 2P5
FFI16_RS24010, 205.3, , , , , 
FFI16_RS24015, 422.7, , , , , 
FFI16_RS24020, 574.0, , , , , 
FFI16_RS24025, 2065.0, 500:3:0.163934:0.163934;500:3:0.126761:0.204082, 400:3:0.230769:0.230769;400:3:0.155172:0.155172;400:3:0.157895:0.16129;800:3:0.157895:0.157895, 700:1:0.06:0.16129, , 
FFI16_RS24030, 188.0, , 700:1:0.0487805:0.142857, , , 
FFI16_RS24035, 188.0, , , , , 
FFI16_RS24040, 879.7, , 700:1:0.08:0.176471;700:3:0.2:0.205882;700:3:0.0909091:0.181818;400:3:0.075:0.181818, , , 
FFI16_RS24045, 1126.0, , , , , 
FFI16_RS24050, 1539.7, , , , , 
FFI16_RS24055, 1028.0, , , , , 
FFI16_RS24060, 997.3, , , , , 
FFI16_RS24065, 655.0, , , , , 
FFI16_RS24070, 968.3, , , , , 
FFI16_RS24075, 997.7, , , , , 
FFI16_RS24080, 298.0, , , , , 
FFI16_RS24085, 741.7, , , , , 
FFI16_RS24090, 1435.7, , , , , 
FFI16_RS24095, 1074.7, , , , , 
FFI16_RS24100, 363.7, , , , , 
FFI16_RS24105, 702.0, , , , , 
FFI16_RS24110, 813.7, , , , , 
FFI16_RS24115, 573.3, , , , , 
FFI16_RS24120, 511.7, , , , , 
FFI16_RS24125, 782.3, , , , , 
FFI16_RS24130, 762.7, , , , , 
FFI16_RS24135, 759.0, , , , , 
FFI16_RS24140, 1220.3, , , , , 
FFI16_RS24145, 671.3, , , , , 
FFI16_RS24150, 666.7, , , , , 
FFI16_RS24155, 1015.0, , , , , 
FFI16_RS24160, 1194.7, , , , , 
FFI16_RS24165, 634.3, , , , , 
FFI16_RS24170, 1707.0, , , , , 
FFI16_RS24175, 390.0, , , , , 
FFI16_RS24180, 741.0, , 700:1:0.0322581:0.113636, , , 
FFI16_RS24185, 1453.7, , , , , 
FFI16_RS24190, 555.7, , , , , 
FFI16_RS24195, 695.7, , , , , 
FFI16_RS24200, 345.0, , , , , 
FFI16_RS24205, 560.3, , 800:3:0.142857:0.142857, , , 
FFI16_RS24210, 668.7, , , , , 
FFI16_RS24215, 1062.3, , 700:3:0.205882:0.205882, , , 
FFI16_RS24220, 1509.0, , , , , 
FFI16_RS24225, 1185.0, , , , , 
FFI16_RS24230, 986.0, , , , , 
FFI16_RS24235, 768.3, , , , , 
FFI16_RS24240, 251.3, , , , , 
FFI16_RS24245, 925.0, , , , , 
FFI16_RS24250, 613.3, , , , , 
FFI16_RS24255, 764.0, , , , , 
FFI16_RS24260, 703.3, , , , , 
FFI16_RS24265, 1069.0, , , , , 
FFI16_RS24270, 176.7, , , , , 
FFI16_RS24275, 1465.7, , , , , 
FFI16_RS24280, 1454.0, , , , , 
FFI16_RS24290, 661.7, , , , , 
FFI16_RS24295, 863.3, , , , , 
FFI16_RS24300, 721.0, , 500:1:0.0571429:0.131579, , , 
FFI16_RS24305, 1067.0, , , 400:1:0.0350877:0.13253, , 
FFI16_RS24310, 660.7, , 500:1:0.0333333:0.133333, , , 
FFI16_RS24315, 846.3, , , , , 
FFI16_RS24320, 1397.0, , , , , 
FFI16_RS24325, 332.0, , , , , 
FFI16_RS24330, 355.3, , , , , 
FFI16_RS24335, 1679.3, , , , , 
FFI16_RS24340, 1090.3, , , , , 
FFI16_RS24345, 560.0, , , , , 
FFI16_RS24350, 541.0, , , , , 
FFI16_RS24355, 598.7, , , , , 
FFI16_RS24360, 839.0, , , , , 
FFI16_RS24365, 793.7, , , 400:1:0.027027:0.134615, , 
FFI16_RS24370, 869.7, , , , , 
FFI16_RS24375, 2305.0, , , , , 
FFI16_RS24380, 2150.7, , 500:1:0.0945946:0.140351, , , 
FFI16_RS24385, 1235.3, , , , , 
FFI16_RS24390, 2162.3, , , , , 
FFI16_RS24395, 569.3, , , , , 
FFI16_RS24400, 719.7, , , , , 
FFI16_RS24405, 1068.0, , , , , 
FFI16_RS24410, 546.0, , , , , 
FFI16_RS24415, 1599.0, , , , , 
FFI16_RS24420, 457.7, , , , , 
FFI16_RS24425, 1247.7, , , , , 
FFI16_RS24430, 3069.3, , , , , 
FFI16_RS24435, 1469.3, , , , , 
FFI16_RS24440, 218.0, , , , , 
FFI16_RS24445, 272.7, , , , , 
FFI16_RS24450, 1328.3, , , 400:1:0.0416667:0.130435, , 
FFI16_RS24455, 1383.0, , , , , 
FFI16_RS24460, 2562.7, , , , , 
FFI16_RS24465, 1172.3, , , , , 
FFI16_RS24470, 315.7, , , , , 
FFI16_RS24475, 325.3, , , , , 
FFI16_RS24480, 440.3, , , , , 
FFI16_RS24485, 272.0, , , , , 
FFI16_RS24490, 686.3, , , , , 
FFI16_RS24495, 643.0, , , , , 
FFI16_RS24500, 592.3, , , , , 
FFI16_RS24505, 188.7, , , , , 
FFI16_RS24510, 204.0, , , , , 
FFI16_RS24515, 399.3, , , , , 
FFI16_RS24520, 1245.3, , , , , 
FFI16_RS24525, 549.7, , , , , 
FFI16_RS24530, 714.7, , , , , 
FFI16_RS24535, 1137.3, , , , , 
FFI16_RS24540, 320.0, , , , , 
FFI16_RS24545, 524.0, , 700:1:0.0277778:0.125;800:3:0.2:0.2, , , 
FFI16_RS24550, 1709.7, , , , , 
FFI16_RS24555, 990.0, , , , , 
FFI16_RS24560, 568.3, , , , , 
FFI16_RS24565, 359.7, , , , , 
FFI16_RS24570, 878.3, , , , , 
FFI16_RS24575, 348.3, , , , , 
FFI16_RS24580, 544.7, , , , , 
FFI16_RS24585, 940.7, , , , , 
FFI16_RS24590, 350.0, , , , , 
FFI16_RS24595, 391.3, , , , , 
FFI16_RS24600, 781.7, , , , , 
FFI16_RS24605, 971.0, , , , , 
FFI16_RS24610, 903.0, , , , , 
FFI16_RS24615, 1087.3, , , , , 
FFI16_RS24620, 3401.3, , 400:1:0.0714286:0.164557;400:1:0.0357143:0.142857;400:1:0.0188679:0.140845, 300:3:0.0727273:0.171429;800:3:0.109091:0.138889;400:3:0.0535714:0.142857;400:1:0.0701754:0.2, , 
FFI16_RS24630, 1191.0, , , , , 
FFI16_RS24635, 938.3, , , , , 
FFI16_RS24640, 402.3, , , , , 
FFI16_RS24645, 1073.3, , 500:1:0:0.121212, , , 
FFI16_RS24650, 755.7, , , , , 
FFI16_RS24655, 413.0, , , , , 
FFI16_RS24660, 600.7, , , , , 
FFI16_RS24665, 1967.7, , , , , 
FFI16_RS24670, 1067.0, , 400:1:0.0930233:0.162162, 500:1:0.0689655:0.121951, , 
FFI16_RS24675, 279.3, , , , , 
FFI16_RS24680, 1766.0, , , , , 
FFI16_RS24685, 1424.7, , , , , 
FFI16_RS24690, 524.3, , , , , 
FFI16_RS24695, 158.0, , , , , 
FFI16_RS24700, 446.7, , , , , 
FFI16_RS24705, 1056.3, , , , , 
FFI16_RS24710, 382.0, , , , , 
FFI16_RS24715, 1397.0, , , , , 
FFI16_RS24720, 737.3, , 700:1:0.0416667:0.146341, , , 
FFI16_RS24725, 1372.0, , , , , 
FFI16_RS24730, 498.0, , , , , 
FFI16_RS24735, 779.0, , , , , 
FFI16_RS24740, 435.7, , , , , 
FFI16_RS24745, 310.7, , , , , 
FFI16_RS24750, 634.3, , , , , 
FFI16_RS24755, 468.7, , , , , 
FFI16_RS24760, 1217.3, , 500:3:0.115385:0.192308;400:3:0.115385:0.166667, 400:3:0.181818:0.185185, , 
FFI16_RS24765, 351.7, , , , , 
FFI16_RS24770, 259.7, , , , , 
FFI16_RS24775, 240.7, , , , , 
FFI16_RS24780, 306.0, , , , , 
FFI16_RS24785, 596.3, , , , , 
FFI16_RS24790, 514.7, , , , , 
FFI16_RS24795, 1549.7, , , 600:3:0.169492:0.169492, , 
FFI16_RS24800, 1551.0, , , , , 
FFI16_RS24805, 563.0, , , , , 
FFI16_RS24810, 824.7, , , , , 
FFI16_RS24815, 703.7, , , , , 
FFI16_RS24820, 707.0, , , , , 
FFI16_RS24825, 1918.0, , , , , 
FFI16_RS24830, 1399.0, , , , , 
FFI16_RS24835, 336.3, , , , , 
FFI16_RS24840, 814.7, , , , , 
FFI16_RS24845, 790.3, , 800:3:0.15:0.15, , , 
FFI16_RS24850, 797.3, , , , , 
FFI16_RS24855, 607.7, , , , , 
FFI16_RS24860, 919.0, , , , , 
FFI16_RS24865, 1186.7, , , , , 
FFI16_RS24870, 1176.7, , , , , 
FFI16_RS24875, 1238.0, , , 300:1:0.0206186:0.133333;300:3:0.121212:0.214286, , 
FFI16_RS24880, 623.7, , , , , 
FFI16_RS24885, 728.0, , 400:3:0.102041:0.235294, 600:1:0.0816327:0.176471;300:1:0.0769231:0.222222, , 
FFI16_RS24890, 794.0, , , , , 
FFI16_RS24895, 1211.7, , , , , 
FFI16_RS24900, 1365.0, , , , , 
FFI16_RS24905, 427.0, , , , , 
FFI16_RS24910, 657.0, 300:3:0.0882353:0.189873;300:3:0.15625:0.166667;300:3:0.147059:0.217949;300:3:0.242857:0.25641, 400:1:0.03125:0.132075;400:1:0.0909091:0.207547;400:3:0.155172:0.207407, 500:1:0.0704225:0.15942;600:3:0.0833333:0.133333;400:3:0.148148:0.263158;400:3:0.0701754:0.225, , 
FFI16_RS24915, 1048.0, , , , , 
FFI16_RS24920, 447.7, , 700:3:0.0769231:0.142857, , , 
FFI16_RS24925, 291.7, , , , , 
FFI16_RS24930, 857.3, , , , , 
FFI16_RS24935, 995.0, , , , , 
FFI16_RS24940, 2454.3, , , 400:1:0.0588235:0.150943;600:1:0.0666667:0.142857;300:1:0.109589:0.178571, , 
FFI16_RS24945, 1932.0, , , , , 
FFI16_RS24950, 443.3, , , , , 
FFI16_RS24955, 530.7, , , , , 
FFI16_RS24960, 1482.0, , , , , 
FFI16_RS24965, 1204.0, , , , , 
FFI16_RS24975, 1189.0, , , , , 
FFI16_RS24980, 286.3, , , , , 
FFI16_RS24985, 514.7, , , , , 
FFI16_RS24990, 922.3, , , , , 
FFI16_RS24995, 1091.0, , , , , 
FFI16_RS25005, 338.0, , , , , 
FFI16_RS25010, 346.0, , , , , 
FFI16_RS25015, 207.0, , 700:1:0:0.117647, , , 
FFI16_RS25020, 324.7, , , , , 
FFI16_RS25025, 193.3, , , , , 
FFI16_RS25030, 417.7, , , , , 
FFI16_RS25035, 1216.0, , , , , 
FFI16_RS25040, 1093.0, , , , , 
FFI16_RS25045, 1013.7, , , , , 
FFI16_RS25050, 595.0, , , , , 
FFI16_RS25055, 1049.0, , , , , 
FFI16_RS25060, 596.7, , , , , 
FFI16_RS25065, 587.0, , , , , 
FFI16_RS25070, 595.7, , , , , 
FFI16_RS25075, 192.3, , , , , 
FFI16_RS25080, 477.0, , , , , 
FFI16_RS25085, 556.0, , , , , 
FFI16_RS25090, 1364.0, , 400:3:0.113924:0.155844;400:3:0.102564:0.162162;400:3:0.1:0.164384;400:3:0.0864198:0.164384;400:3:0.125:0.158537;400:3:0.1125:0.139241, 400:3:0.091954:0.142857, , 
FFI16_RS25095, 1774.0, , , , , 
FFI16_RS25100, 805.0, , , , , 
FFI16_RS25105, 211.0, , , , , 
FFI16_RS25110, 177.0, , , , , 
FFI16_RS25115, 620.7, , 500:1:0.0384615:0.12, , , 
FFI16_RS25120, 1311.0, , , , , 
FFI16_RS25125, 858.3, , , , , 
FFI16_RS25130, 758.0, , , , , 
FFI16_RS25135, 389.7, , , , , 
FFI16_RS25140, 215.0, , , , , 
FFI16_RS25145, 1171.7, , , , , 
FFI16_RS25150, 690.7, , , , , 
FFI16_RS25155, 600.0, , , , , 
FFI16_RS25160, 591.3, , , , , 
FFI16_RS25165, 546.3, , , , , 
FFI16_RS25170, 879.0, , , , , 
FFI16_RS25175, 783.3, , , , , 
FFI16_RS25180, 752.0, , , , , 
FFI16_RS25185, 283.0, , , , , 
FFI16_RS25190, 177.0, , , , , 
FFI16_RS25195, 1107.0, , , , , 
FFI16_RS25205, 844.0, , , , , 
FFI16_RS25210, 212.7, , , , , 
FFI16_RS25215, 734.0, , , , , 
FFI16_RS25220, 2431.0, , , , , 
FFI16_RS25225, 1681.0, , , , , 
FFI16_RS25230, 320.3, , , , , 
FFI16_RS25235, 486.3, , , , , 
FFI16_RS25240, 694.0, , , , , 
FFI16_RS25245, 526.0, , , , , 
FFI16_RS25250, 265.7, , , , , 
FFI16_RS25255, 256.3, , , , , 
FFI16_RS25260, 1108.0, , , , , 
FFI16_RS25265, 1059.3, , , , , 
FFI16_RS25270, 1695.0, , , , , 
FFI16_RS25275, 264.7, , 400:1:0:0.131579, , , 
FFI16_RS25280, 931.3, , , , , 
FFI16_RS25285, 2279.3, , , , , 
FFI16_RS25290, 876.7, , , , , 
FFI16_RS25295, 463.3, , , , , 
FFI16_RS25300, 1408.0, , , , , 
FFI16_RS25305, 1028.7, , , , , 
FFI16_RS25310, 370.0, , , , , 
FFI16_RS25315, 623.3, , , , , 
FFI16_RS25320, 513.7, , , , , 
FFI16_RS25325, 514.7, , , , , 
FFI16_RS25330, 440.7, , , , , 
FFI16_RS25335, 740.7, , , , , 
FFI16_RS25340, 1800.7, , , , , 
FFI16_RS25345, 452.7, , , , , 
FFI16_RS25350, 349.3, , , , , 
FFI16_RS25355, 1557.7, , , , , 
FFI16_RS25360, 850.0, , , , , 
FFI16_RS25365, 378.7, , 600:3:0.181818:0.181818;400:1:0.0952381:0.2, 400:1:0.05:0.157895, , 
FFI16_RS25370, 723.3, , , , , 
FFI16_RS25375, 1263.3, , , , , 
FFI16_RS25380, 777.7, , , , , 
FFI16_RS25385, 619.0, , , , , 
FFI16_RS25395, 404.3, , , , , 
FFI16_RS25400, 617.0, , , , , 
FFI16_RS25405, 372.0, , , , , 
FFI16_RS25410, 675.7, , , , , 
FFI16_RS25415, 111.0, , , , , 
FFI16_RS25420, 1106.0, , , , , 
FFI16_RS25425, 660.0, , , , , 
FFI16_RS25430, 1860.7, , , , , 
FFI16_RS25435, 290.3, , , , , 
FFI16_RS25440, 1310.7, , , , , 
FFI16_RS25445, 831.0, , , , , 
FFI16_RS25450, 593.7, , , , , 
FFI16_RS25455, 604.0, , , , , 
FFI16_RS25460, 642.3, , , , , 
FFI16_RS25465, 879.0, , 800:3:0.133333:0.133333, 400:1:0.03125:0.162162;400:1:0.030303:0.138889;400:1:0.0147059:0.142857, , 
FFI16_RS25470, 1083.7, , , , , 
FFI16_RS25475, 1607.3, , , , , 
FFI16_RS25480, 791.0, , , , , 
FFI16_RS25485, 806.7, , , , , 
FFI16_RS25490, 703.3, , , , , 
FFI16_RS25495, 497.3, , , , , 
FFI16_RS25500, 570.7, , , , , 
FFI16_RS25505, 685.7, , , , , 
FFI16_RS25510, 1032.3, , , , , 
FFI16_RS25515, 922.0, , , , , 
FFI16_RS25520, 1041.3, , , , , 
FFI16_RS25525, 719.7, , , , , 
FFI16_RS25530, 832.7, , , , , 
FFI16_RS25535, 466.3, , , , , 
FFI16_RS25540, 2954.0, , , , , 
FFI16_RS25545, 579.0, , , , , 
FFI16_RS25550, 1727.0, , , , , 
FFI16_RS25555, 2302.7, , , , , 
FFI16_RS25560, 790.3, , , , , 
FFI16_RS25565, 908.0, , , , , 
FFI16_RS25570, 892.7, , , , , 
FFI16_RS25575, 646.3, , , , , 
FFI16_RS25580, 594.0, , , , , 
FFI16_RS25585, 502.7, , , , , 
FFI16_RS25590, 604.0, , , , , 
FFI16_RS25595, 699.0, , , , , 
FFI16_RS25600, 744.7, , , , , 
FFI16_RS25605, 537.7, , , , , 
FFI16_RS25610, 307.7, , , , , 
FFI16_RS25615, 598.3, , , , , 
FFI16_RS25620, 711.0, , 500:1:0.0555556:0.127273, , , 
FFI16_RS25625, 738.0, , , , , 
FFI16_RS25630, 888.7, , , , , 
FFI16_RS25635, 1776.7, , , , , 
FFI16_RS25640, 779.3, , , , , 
FFI16_RS25645, 1331.7, , , , , 
FFI16_RS25650, 776.0, , , , , 
FFI16_RS25655, 781.7, , , , , 
FFI16_RS25660, 842.7, , , , , 
FFI16_RS25665, 1267.0, , , , , 
FFI16_RS25670, 609.0, , , , , 
FFI16_RS25675, 333.7, , , , , 
FFI16_RS25680, 918.3, , , , , 
FFI16_RS25685, 763.3, , , , , 
FFI16_RS25690, 314.3, , , , , 
FFI16_RS25695, 604.7, , , , , 
FFI16_RS25700, 396.0, , 500:1:0.046875:0.125, , , 
FFI16_RS25705, 745.7, , , , , 
FFI16_RS25710, 677.3, , , , , 
FFI16_RS25715, 712.7, , , , , 
FFI16_RS25720, 823.3, , 400:1:0.0869565:0.16;700:3:0.105263:0.138889, 500:1:0.0645161:0.136364, , 
FFI16_RS25725, 241.0, , , , , 
FFI16_RS25730, 1539.0, , , , , 
FFI16_RS25735, 976.0, , , , , 
FFI16_RS25740, 865.3, , , , , 
FFI16_RS25745, 1003.7, , , , , 
FFI16_RS25750, 1070.7, , , , , 
FFI16_RS25755, 1190.3, , , , , 
FFI16_RS25760, 178.0, , , , , 
FFI16_RS25765, 449.3, , , , , 
FFI16_RS25770, 478.0, , , , , 
FFI16_RS25775, 1321.7, , , , , 
FFI16_RS25780, 1560.0, , , , , 
FFI16_RS25785, 1043.7, , , , , 
FFI16_RS25790, 482.3, , , , , 
FFI16_RS25795, 295.0, , , 400:3:0.246154:0.246154;700:3:0.169231:0.169231;300:3:0.179104:0.230769;300:3:0.134328:0.208333;300:3:0.084507:0.185185;300:1:0.028169:0.222222;300:3:0.144928:0.184211;300:3:0.115942:0.16;300:3:0.166667:0.166667, , 
FFI16_RS25800, 612.3, , 500:1:0.020202:0.140625, , , 
FFI16_RS25805, 559.3, , , , , 
FFI16_RS25810, 459.7, , , , , 
FFI16_RS25820, 1997.3, , , , , 
FFI16_RS25825, 292.7, , , , , 
FFI16_RS25835, 644.7, , , , , 
FFI16_RS25840, 357.3, , , , , 
FFI16_RS25845, 230.7, , , , , 
FFI16_RS25850, 644.3, , , , , 
FFI16_RS25855, 652.3, 500:1:0.028169:0.163265, , , , 
FFI16_RS25865, 480.7, , , , , 
FFI16_RS25870, 319.7, , , 400:1:0.047619:0.137931, , 
FFI16_RS25875, 652.3, , , , , 
FFI16_RS25880, 319.7, , , , , 
FFI16_RS25885, 7712.7, , , 800:3:0.125:0.125, , 
FFI16_RS25890, 1370.7, , , , , 
FFI16_RS25895, 366.7, , , , , 
FFI16_RS25900, 1015.7, , , , , 
FFI16_RS25905, 1493.0, , 500:1:0.125:0.2, , , 
FFI16_RS25910, 1937.7, , 400:3:0.0888889:0.175;700:1:0:0.147059, 400:3:0.148936:0.166667, , 
FFI16_RS25915, 1234.3, , , , , 
FFI16_RS25920, 564.0, , , , , 
FFI16_RS25925, 1057.3, , , , , 
FFI16_RS25930, 667.3, , , , , 
FFI16_RS25935, 164.7, , , , , 
FFI16_RS25940, 1573.3, , , , , 
FFI16_RS25945, 410.0, , , , , 
FFI16_RS25950, 225.3, , , , , 
FFI16_RS25955, 1329.0, , , 400:1:0.047619:0.166667, , 
FFI16_RS25960, 1738.3, , , , , 
FFI16_RS25965, 533.7, , , , , 
FFI16_RS25970, 1900.0, , , , , 
FFI16_RS25975, 709.0, , , , , 
FFI16_RS25980, 449.3, , , , , 
FFI16_RS25985, 1061.3, , , , , 
FFI16_RS25990, 807.7, , , 400:1:0:0.210526, , 
FFI16_RS25995, 1272.3, , , , , 
FFI16_RS26000, 746.3, , , , , 
FFI16_RS26005, 576.0, , , , , 
FFI16_RS26010, 666.3, , , , , 
FFI16_RS26015, 669.7, , , , , 
FFI16_RS26020, 773.0, , , , , 
FFI16_RS26025, 1019.3, , , 300:1:0.00952381:0.147059, , 
FFI16_RS26030, 1666.0, , , , , 
FFI16_RS26035, 1107.7, , , , , 
FFI16_RS26040, 13887.3, , , 400:1:0.030303:0.157895;400:3:0.147541:0.194444;400:1:0.0111111:0.163265;300:3:0.155556:0.2, , 
FFI16_RS26045, 360.0, , , , , 
FFI16_RS26050, 1466.7, , , , , 
FFI16_RS26055, 624.7, , , 600:3:0.09375:0.140845, , 
FFI16_RS26060, 644.3, , , , , 
FFI16_RS26065, 692.0, , , , , 
FFI16_RS26070, 728.3, , , , , 
FFI16_RS26075, 2540.0, , , , , 
FFI16_RS26080, 369.7, , , 400:1:0.0266667:0.146667, , 
FFI16_RS26085, 1520.3, , , , , 
FFI16_RS26090, 491.3, , , , , 
FFI16_RS26095, 740.0, , , , , 
FFI16_RS26100, 2000.3, , , , , 
FFI16_RS26105, 217.0, , , , , 
FFI16_RS26110, 217.0, , , , , 
FFI16_RS26115, 3017.0, , , , , 
FFI16_RS26120, 99.0, , , , , 
FFI16_RS26125, 165.0, , , , , 
FFI16_RS26130, 1639.0, , , , , 
FFI16_RS26140, 929.3, , , , , 
FFI16_RS26145, 986.0, , , , , 
FFI16_RS26150, 743.7, , , , , 
FFI16_RS26155, 938.7, , , , , 
FFI16_RS26160, 253.0, , , , , 
FFI16_RS26165, 1072.7, , , , , 
FFI16_RS26170, 1231.0, , , , , 
FFI16_RS26175, 266.0, , , , , 
FFI16_RS26180, 244.3, , , , , 
FFI16_RS26185, 337.7, , , , , 
FFI16_RS26190, 332.3, , 700:1:0.027027:0.117647, 400:1:0.0652174:0.142857, , 
FFI16_RS26195, 276.0, , , , , 
FFI16_RS26200, 1492.3, , , , , 
FFI16_RS26205, 1079.7, , , , , 
FFI16_RS26210, 645.3, , , 400:1:0.0344828:0.129032, , 
FFI16_RS26215, 1332.3, , , , , 
FFI16_RS26220, 1109.0, , , , , 
FFI16_RS26225, 849.0, , , , , 
FFI16_RS26230, 909.0, , , , , 
FFI16_RS26235, 589.0, , , , , 
FFI16_RS26240, 715.0, , , , , 
FFI16_RS26245, 459.3, , , , , 
FFI16_RS26250, 1041.3, , , 400:1:0.0833333:0.2, , 
FFI16_RS26255, 1130.7, , 500:1:0.0540541:0.130435, , , 
FFI16_RS26260, 356.0, , , , , 
FFI16_RS26265, 213.0, , , 300:3:0.122807:0.3, , 
FFI16_RS26270, 321.3, , , , , 
FFI16_RS26275, 1117.0, , , , , 
FFI16_RS26280, 1361.0, , , , , 
FFI16_RS26285, 665.3, , , , , 
FFI16_RS26290, 1559.0, , , , , 
FFI16_RS26295, 672.3, , , , , 
FFI16_RS26300, 593.7, , , , , 
FFI16_RS26310, 572.0, , , , , 
FFI16_RS26315, 594.0, , , , , 
FFI16_RS26320, 2163.0, , , 700:1:0:0.12, , 
FFI16_RS26325, 222.7, , , , , 
FFI16_RS26330, 772.0, , , , , 
FFI16_RS26335, 762.0, , , , , 
FFI16_RS26340, 369.0, , , , , 
FFI16_RS26345, 590.3, , , , , 
FFI16_RS26350, 557.7, , , , , 
FFI16_RS26355, 578.3, , , , , 
FFI16_RS26360, 1701.3, , , , , 
FFI16_RS26365, 853.0, , , , , 
FFI16_RS26370, 491.3, , , , , 
FFI16_RS26375, 629.7, , , , , 
FFI16_RS26380, 159.0, , , , , 
FFI16_RS26385, 290.7, , , , , 
FFI16_RS26390, 478.3, , , , , 
FFI16_RS26395, 691.3, 500:3:0.0957447:0.148649, , 700:1:0.0465116:0.14;400:3:0.0813953:0.133333, , 
FFI16_RS26400, 825.3, , , , , 
FFI16_RS26405, 430.3, , , , , 
FFI16_RS26410, 593.0, , , , , 
FFI16_RS26415, 152.3, , , , , 
FFI16_RS26420, 713.0, , , , , 
FFI16_RS26425, 523.3, , , 300:1:0.0666667:0.133333, , 
FFI16_RS26430, 1266.3, , , , , 
FFI16_RS26435, 946.3, , , , , 
FFI16_RS26440, 596.3, , , , , 
FFI16_RS26445, 1270.7, , , 400:1:0.0117647:0.163265, , 
FFI16_RS26450, 655.3, , , , , 
FFI16_RS26455, 868.3, , , , , 
FFI16_RS26460, 958.0, , , , , 
FFI16_RS26465, 1320.3, , , , , 
FFI16_RS26470, 667.0, , , , , 
FFI16_RS26475, 628.7, , , , , 
FFI16_RS26480, 206.0, , , , , 
FFI16_RS26485, 1622.0, , , , , 
FFI16_RS26490, 411.0, , , , , 
FFI16_RS26495, 507.0, , , , , 
FFI16_RS26500, 872.3, , , , , 
FFI16_RS26505, 365.0, , , , , 
FFI16_RS26510, 284.7, , , , , 
FFI16_RS26520, 433.3, , , , , 
FFI16_RS26525, 849.0, , , , , 
FFI16_RS26530, 274.3, , , , , 
FFI16_RS26535, 263.0, , , , , 
FFI16_RS26540, 304.7, , , 400:1:0.0487805:0.137255, , 
FFI16_RS26545, 764.3, , , , , 
FFI16_RS26550, 960.0, , , , , 
FFI16_RS26555, 602.0, , , , , 
FFI16_RS26560, 433.7, , , , , 
FFI16_RS26565, 1095.7, , 400:1:0.0465116:0.191176;500:1:0.0571429:0.148148;500:1:0.0512821:0.178571;500:1:0.075:0.206897;500:1:0.025:0.147059, 600:3:0.163265:0.163265;400:1:0.1:0.16129, , 
FFI16_RS26570, 910.0, , , , , 
FFI16_RS26575, 465.0, , , , , 
FFI16_RS26580, 824.7, , , , , 
FFI16_RS26585, 273.3, , , , , 
FFI16_RS26590, 811.0, , , , , 
FFI16_RS26595, 1177.3, , , , , 
FFI16_RS26600, 732.3, , , , , 
FFI16_RS26610, 1257.7, , , , , 
FFI16_RS26615, 608.3, , , , , 
FFI16_RS26620, 793.0, , , , , 
FFI16_RS26625, 788.7, , 400:1:0.021978:0.139241;500:1:0:0.166667, , , 
FFI16_RS26630, 475.0, , , , , 
FFI16_RS26635, 896.3, , , , , 
FFI16_RS26640, 680.7, , , , , 
FFI16_RS26645, 427.3, , , , , 
FFI16_RS26650, 779.7, , , , , 
FFI16_RS26655, 974.0, , , , , 
FFI16_RS26660, 1060.3, , 400:3:0.105263:0.151515;700:1:0.0545455:0.125, , , 
FFI16_RS26665, 283.7, , , , , 
FFI16_RS26670, 704.0, , , , , 
FFI16_RS26675, 499.0, , , , , 
FFI16_RS26680, 730.3, , , , , 
FFI16_RS26685, 1542.0, , , 500:1:0.0217391:0.133333, , 
FFI16_RS26690, 409.7, , , , , 
FFI16_RS26695, 668.3, , , , , 
FFI16_RS26700, 1741.7, , , , , 
FFI16_RS26705, 766.7, , , , , 
FFI16_RS26710, 645.3, , , , , 
FFI16_RS26715, 1829.3, , , , , 
FFI16_RS26720, 864.3, , , , , 
FFI16_RS26725, 878.3, , , , , 
FFI16_RS26730, 1251.3, , , , , 
FFI16_RS26735, 200.0, , , , , 
FFI16_RS26740, 318.0, , , , , 
FFI16_RS26745, 182.0, , , , , 
FFI16_RS26750, 1291.7, , , , , 
FFI16_RS26755, 1110.7, , , , , 
FFI16_RS26760, 1904.3, , , , , 
FFI16_RS26765, 715.0, , , , , 
FFI16_RS26770, 494.7, , , , , 
FFI16_RS26775, 1537.0, , , , , 
FFI16_RS26780, 489.7, , , , , 
FFI16_RS26785, 623.0, , , , , 
FFI16_RS26790, 664.7, , , , , 
FFI16_RS26795, 403.3, , , , , 
FFI16_RS26800, 675.7, , , , , 
FFI16_RS26805, 288.7, , , , , 
FFI16_RS26810, 416.0, , , , , 
FFI16_RS26815, 419.3, , , , , 
FFI16_RS26820, 1187.3, , , , , 
FFI16_RS26825, 717.3, , , , , 
FFI16_RS26830, 1067.3, , , , , 
FFI16_RS26835, 361.3, , , , , 
FFI16_RS26840, 1127.3, , , , , 
FFI16_RS26845, 678.3, , , , , 
FFI16_RS26850, 1383.3, , , , , 
FFI16_RS26855, 856.7, , , , , 
FFI16_RS26860, 1697.0, , , 300:3:0.203822:0.214286;300:3:0.203822:0.270677, , 
FFI16_RS26865, 4409.0, , , , , 
FFI16_RS26870, 719.0, , , , , 
FFI16_RS26875, 474.3, , , , , 
FFI16_RS26880, 340.3, , , , , 
FFI16_RS26885, 992.7, , , , , 
FFI16_RS26890, 1325.0, , , , , 
FFI16_RS26895, 580.3, , , , , 
FFI16_RS26900, 1527.0, , , , , 
FFI16_RS26905, 746.7, , , , , 
