Identifier, Size, 0F1, 0F2, 0F3, 0F4, 0F5
FFJ24_RS19630, 840.0, , , , , 
FFJ24_RS19635, 3509.0, 700:2:0.973333:0.983051, , , , 
FFJ24_RS19640, 1269.3, , , , , 
FFJ24_RS19645, 1569.7, , , , 400:1:0:0.413793, 500:1:0:0.288889
FFJ24_RS19650, 816.7, , , , , 
FFJ24_RS19655, 2485.3, , , , , 
FFJ24_RS19660, 1153.0, 400:2:0.99:0.99, , , 300:2:0.928571:0.928571;600:3:0.0625:0.166667, 
FFJ24_RS19665, 1187.7, , , , , 
FFJ24_RS19670, 976.7, , , , , 
FFJ24_RS19675, 731.7, , , , , 
FFJ24_RS19680, 861.3, , , , , 
FFJ24_RS19685, 890.0, , , , , 
FFJ24_RS19690, 910.0, , , , , 
FFJ24_RS19695, 734.7, , , , , 
FFJ24_RS19700, 819.7, , , , , 
FFJ24_RS19705, 691.3, , , , , 
FFJ24_RS19710, 515.0, , , , , 
FFJ24_RS19715, 889.0, , , , , 
FFJ24_RS19720, 503.3, , , , , 
FFJ24_RS19725, 1003.3, , , , , 
FFJ24_RS19730, 740.0, , , , , 
FFJ24_RS19735, 1222.3, , , , , 
FFJ24_RS19740, 1900.3, , , , , 
FFJ24_RS19745, 724.3, , , , , 
FFJ24_RS19750, 685.7, , , , , 500:1:0:0.15625
FFJ24_RS19755, 1450.7, , , , , 
FFJ24_RS19760, 756.7, , , , , 
FFJ24_RS19765, 739.3, , , , , 
FFJ24_RS19770, 779.0, , , , , 
FFJ24_RS19775, 645.0, , , , , 
FFJ24_RS19780, 1100.7, , , , , 
FFJ24_RS19785, 597.0, , , , , 
FFJ24_RS19790, 921.0, , , , , 
FFJ24_RS19795, 783.3, , , , , 
FFJ24_RS19800, 766.3, , , , , 
FFJ24_RS19805, 716.7, , 200:3:0.695312:0.847826, , , 
FFJ24_RS19810, 874.3, , , , , 
FFJ24_RS19815, 852.7, , , , , 
FFJ24_RS19820, 851.0, , 300:3:0.924658:0.924658, , 300:1:0:0.147059, 
FFJ24_RS19825, 980.0, , , , 600:1:0:0.357143, 
FFJ24_RS19830, 700.0, , , , , 
FFJ24_RS19835, 984.3, , , , , 
FFJ24_RS19840, 661.7, , , , , 
FFJ24_RS19845, 1063.7, , , , , 
FFJ24_RS19850, 963.7, , , , 600:1:0.0151515:0.136364;600:3:0.0833333:0.125, 
FFJ24_RS19855, 1982.7, , , , , 
FFJ24_RS19860, 985.7, , , , , 
FFJ24_RS19865, 632.3, , 500:1:0:0.2, , , 
FFJ24_RS19870, 935.7, , , , , 
FFJ24_RS19875, 826.3, , , , , 
FFJ24_RS19880, 1214.7, , , , , 
FFJ24_RS19885, 735.3, , , , , 
FFJ24_RS19890, 716.7, , , , , 
FFJ24_RS19895, 799.3, , , , , 
FFJ24_RS19900, 714.3, , , , , 
FFJ24_RS19905, 876.3, , , , , 
FFJ24_RS19910, 1028.7, , , , , 
FFJ24_RS19915, 649.0, , , , , 
FFJ24_RS19920, 956.3, , , , , 
FFJ24_RS19925, 978.3, , , , , 
FFJ24_RS19930, 1001.7, , , , , 
FFJ24_RS19935, 1113.3, , , , , 
FFJ24_RS19940, 916.3, , , , , 
FFJ24_RS19945, 1688.3, , , , , 
FFJ24_RS19950, 631.7, , , , , 
FFJ24_RS19955, 480.0, , , , , 
FFJ24_RS19960, 2837.7, , , , , 
FFJ24_RS19965, 715.0, , , , , 
FFJ24_RS19970, 1671.3, , , , , 
FFJ24_RS19975, 833.7, , , , , 
FFJ24_RS19980, 393.0, , , , , 
FFJ24_RS19985, 251.7, , , , , 
FFJ24_RS19990, 1081.3, , , , , 
FFJ24_RS19995, 741.3, , , , , 
FFJ24_RS20000, 669.0, , , , , 
FFJ24_RS20005, 429.0, , , , , 
FFJ24_RS20010, 933.0, , , , , 
FFJ24_RS20015, 455.7, 300:2:0.978495:0.978495, , , , 
FFJ24_RS20020, 708.3, , , , , 
FFJ24_RS20025, 472.0, , , , , 
FFJ24_RS20030, 1728.7, , , , , 
FFJ24_RS20035, 451.7, , , , , 
FFJ24_RS20040, 1022.0, , , , , 
FFJ24_RS20045, 658.0, , , , , 
FFJ24_RS20050, 874.0, , , , , 
FFJ24_RS20055, 808.0, , , , , 
FFJ24_RS20060, 790.0, , , , , 
FFJ24_RS20065, 2077.7, , , , , 
FFJ24_RS20070, 883.3, , , , , 
FFJ24_RS20075, 469.7, , , , , 
FFJ24_RS20080, 742.0, , , , , 
FFJ24_RS20085, 732.7, , , , 500:3:0.633333:0.633333, 
FFJ24_RS20090, 401.7, , , , , 
FFJ24_RS20095, 305.3, , , , , 
FFJ24_RS20100, 204.3, , , , , 
FFJ24_RS20105, 1094.7, , , , , 
FFJ24_RS20110, 1698.0, , , , , 
FFJ24_RS20115, 1011.3, , , , , 
FFJ24_RS20120, 1900.0, , , , , 
FFJ24_RS20125, 559.0, , , , , 
FFJ24_RS20130, 506.7, , , , , 
FFJ24_RS20135, 1117.7, , , , , 
FFJ24_RS20140, 606.0, , , , , 
FFJ24_RS20145, 396.3, , , , , 
FFJ24_RS20150, 655.3, , , , , 
FFJ24_RS20155, 629.3, , , , , 
FFJ24_RS20160, 428.0, , , , , 
FFJ24_RS20165, 509.0, , , , , 
FFJ24_RS20170, 1093.0, 300:2:0.944444:0.981818, , , , 
FFJ24_RS20175, 510.3, , , , , 
FFJ24_RS20180, 620.7, , , , , 
FFJ24_RS20185, 417.3, , , , , 
FFJ24_RS20190, 819.7, , , , , 
FFJ24_RS20195, 465.3, , , , 400:1:0:0.157895, 300:1:0.0793651:0.222222
FFJ24_RS20200, 2138.0, , , , , 
FFJ24_RS20205, 779.7, , , , , 
FFJ24_RS20210, 753.7, , , , , 
FFJ24_RS20215, 575.3, , , , , 
FFJ24_RS20220, 1822.7, , 600:1:0.0196078:0.16129, , , 
FFJ24_RS20225, 829.3, , , , , 
FFJ24_RS20230, 1627.7, , , , , 
FFJ24_RS20235, 244.7, , , , , 
FFJ24_RS20240, 191.0, , , , , 
FFJ24_RS20245, 965.3, , , , , 
FFJ24_RS20250, 541.7, , , , , 
FFJ24_RS20255, 896.3, , , , , 
FFJ24_RS20260, 1320.7, , , , , 
FFJ24_RS20265, 1508.3, , , , , 
FFJ24_RS20270, 392.7, , , , , 
FFJ24_RS20275, 543.0, , , , , 
FFJ24_RS20280, 1052.7, , , , , 
FFJ24_RS20285, 766.0, , , , 100:2:0.982143:0.985401, 
FFJ24_RS20290, 264.0, , , , , 
FFJ24_RS20295, 583.7, , , , , 
FFJ24_RS20300, 907.3, , , , , 
FFJ24_RS20305, 354.7, , , , , 
FFJ24_RS20310, 2300.3, , , , 600:1:0.0149254:0.130435, 
FFJ24_RS20315, 609.7, , , , , 
FFJ24_RS20320, 534.7, , , , , 
FFJ24_RS20325, 441.0, , , , , 
FFJ24_RS20330, 527.0, , , , , 
FFJ24_RS20335, 403.0, , , , , 
FFJ24_RS20340, 345.3, , , , , 
FFJ24_RS20345, 263.0, , , , , 
FFJ24_RS20350, 619.0, , , , , 
FFJ24_RS20355, 748.0, , , , , 
FFJ24_RS20360, 983.0, , , , , 
FFJ24_RS20365, 840.3, , , , , 
FFJ24_RS20370, 224.3, , , , , 
FFJ24_RS20375, 466.3, , , , , 
FFJ24_RS20380, 581.3, 300:2:0.941176:0.941176, , , , 
FFJ24_RS20385, 470.7, , , , , 
FFJ24_RS20390, 368.3, , , , , 
FFJ24_RS20395, 1251.3, , , , , 
FFJ24_RS20400, 1119.3, , , , , 
FFJ24_RS20405, 1401.7, 700:1:0.0625:0.130435;400:3:0.103448:0.190476, 800:3:0.16:0.16, , 700:3:0.142857:0.171053;700:3:0.1875:0.1875;700:3:0.214286:0.214286, 
FFJ24_RS20410, 304.0, , , , , 
FFJ24_RS20415, 1064.0, 300:1:0:0.214286, , , , 
FFJ24_RS20420, 552.3, , , , , 
FFJ24_RS20425, 547.3, , , , , 
FFJ24_RS20430, 661.3, , , , , 
FFJ24_RS20435, 663.7, , , , , 
FFJ24_RS20440, 1240.0, , , , , 
FFJ24_RS20445, 466.0, , , , , 
FFJ24_RS20450, 2083.0, , , , , 
FFJ24_RS20455, 1217.7, , , , , 
FFJ24_RS20460, 596.3, , , , , 
FFJ24_RS20465, 559.0, , , , , 
FFJ24_RS20470, 445.3, , , , , 
FFJ24_RS20475, 1033.0, , 200:1:0.0782609:0.243243;200:1:0.0606061:0.272727, , 700:1:0.0357143:0.147059, 300:1:0.0526316:0.151515
FFJ24_RS20480, 888.7, , , , , 
FFJ24_RS20485, 2567.7, , , , , 
FFJ24_RS20490, 1420.7, , , , , 
FFJ24_RS20495, 1199.3, , , , , 
FFJ24_RS20500, 882.0, , , , 300:1:0.0277778:0.196078, 
FFJ24_RS20505, 584.3, , , , , 
FFJ24_RS20510, 1367.7, , , , , 
FFJ24_RS20515, 1149.0, , , , , 
FFJ24_RS20520, 520.3, , , , , 
FFJ24_RS20525, 920.0, 300:1:0:0.176471, , , , 
FFJ24_RS20530, 1225.0, , , , , 
FFJ24_RS20535, 1291.3, , , , , 
FFJ24_RS20540, 1289.7, , , , , 
FFJ24_RS20545, 904.3, , , , , 
FFJ24_RS20550, 1529.0, , , , 600:1:0.0357143:0.125, 
FFJ24_RS20555, 1409.0, , , , , 
FFJ24_RS20560, 857.7, , , , , 
FFJ24_RS20565, 1396.7, , , , 600:1:0:0.230769, 
FFJ24_RS20570, 635.0, , , , , 
FFJ24_RS20575, 205.7, , , , , 
FFJ24_RS20580, 1274.7, , , , , 
FFJ24_RS20585, 758.0, , , , , 
FFJ24_RS20590, 497.0, , , , , 
FFJ24_RS20595, 1079.3, , , , , 
FFJ24_RS20600, 422.7, , , , , 
FFJ24_RS20605, 553.0, , , , , 
FFJ24_RS20610, 495.3, , , , , 
FFJ24_RS20615, 520.3, , , , , 
FFJ24_RS20620, 591.0, , , , , 
FFJ24_RS20625, 605.7, , , , , 
FFJ24_RS20630, 473.0, , , , , 
FFJ24_RS20635, 261.7, , , , , 
FFJ24_RS20640, 677.3, , , , , 
FFJ24_RS20645, 837.7, , , , , 
FFJ24_RS20650, 701.7, , , , , 
FFJ24_RS20655, 587.7, , , , , 
FFJ24_RS20660, 938.3, , , , , 
FFJ24_RS20665, 738.0, , , , , 
FFJ24_RS20670, 1156.3, , , , , 
FFJ24_RS20675, 397.0, , , , , 
FFJ24_RS20680, 502.0, , , , , 
FFJ24_RS20685, 1070.7, , , , , 
FFJ24_RS20690, 592.0, , , , , 
FFJ24_RS20695, 1967.0, , , , , 
FFJ24_RS20700, 521.0, , , , , 
FFJ24_RS20705, 341.7, , , , , 
FFJ24_RS20710, 2319.3, , , , , 
FFJ24_RS20715, 1129.0, , , , , 
FFJ24_RS20720, 987.0, , , , , 
FFJ24_RS20725, 283.7, , , , , 
FFJ24_RS20730, 260.7, , , , , 
FFJ24_RS20735, 879.7, , , , , 
FFJ24_RS20740, 910.0, , , , , 
FFJ24_RS20745, 888.7, , , , , 
FFJ24_RS20750, 491.7, , , , , 
FFJ24_RS20755, 1389.7, , , , , 
FFJ24_RS20760, 627.0, , , , , 
FFJ24_RS20765, 997.7, , , , 500:3:0.733333:0.752066, 
FFJ24_RS20770, 368.3, , , , , 
FFJ24_RS20775, 717.3, , , , , 
FFJ24_RS20780, 1875.7, , , , , 
FFJ24_RS20785, 554.0, , , , , 
FFJ24_RS20790, 602.3, , , , , 
FFJ24_RS20795, 1067.3, , , , , 
FFJ24_RS20800, 1350.7, , , , , 
FFJ24_RS20805, 216.3, , , , , 
FFJ24_RS20810, 1536.0, , , , , 
FFJ24_RS20815, 490.0, , , , , 
FFJ24_RS20820, 488.3, , , , , 
FFJ24_RS20825, 603.7, , , , , 
FFJ24_RS20830, 879.7, , , , , 
FFJ24_RS20835, 807.7, , , , , 
FFJ24_RS20840, 253.3, , , , , 
FFJ24_RS20845, 2094.3, 700:3:0.126761:0.175439;700:3:0.112676:0.175439, , , , 700:3:0.0673077:0.119048;700:3:0.0891089:0.144578;700:3:0.0877193:0.136364
FFJ24_RS20850, 955.7, , , , , 
FFJ24_RS20855, 299.0, , , , , 
FFJ24_RS20860, 2509.3, , , , , 
FFJ24_RS20865, 533.7, , , , , 
FFJ24_RS20870, 598.3, , , , , 
FFJ24_RS20875, 997.3, , , , , 
FFJ24_RS20880, 1709.0, , , , , 
FFJ24_RS20885, 792.3, , , , , 
FFJ24_RS20890, 1079.7, , , , 600:1:0:0.181818, 
FFJ24_RS20895, 273.7, , , , , 
FFJ24_RS20900, 1314.7, , , , , 
FFJ24_RS20905, 539.0, , , , , 
FFJ24_RS20910, 953.0, , , , , 
FFJ24_RS20915, 290.0, , , , , 
FFJ24_RS20920, 231.7, , , , , 
FFJ24_RS20925, 309.3, , , , , 
FFJ24_RS20930, 1111.3, , , , , 
FFJ24_RS20935, 686.7, , , , , 
FFJ24_RS20940, 228.0, , , , , 
FFJ24_RS20945, 409.0, , , , , 
FFJ24_RS20950, 555.3, , , , , 
FFJ24_RS20955, 527.0, , , , , 
FFJ24_RS20960, 470.0, , , , , 
FFJ24_RS20965, 1010.3, , , , , 
FFJ24_RS20970, 3075.0, , , , , 
FFJ24_RS20975, 1317.7, , , , , 
FFJ24_RS20980, 291.0, 300:1:0.0285714:0.230769, , , , 
FFJ24_RS20985, 1320.0, , , , , 
FFJ24_RS20990, 1007.3, , , , , 
FFJ24_RS20995, 575.0, , , , , 
FFJ24_RS21000, 1319.3, , , , , 
FFJ24_RS21005, 1271.3, , , , , 
FFJ24_RS21010, 2744.3, , 200:1:0.0344828:0.298246, , 800:3:0.2:0.2, 
FFJ24_RS21015, 453.7, , , , , 
FFJ24_RS21020, 454.7, , , , , 
FFJ24_RS21025, 516.3, , , , , 
FFJ24_RS21030, 600.7, , , , , 
FFJ24_RS21035, 528.3, , , , , 
FFJ24_RS21040, 320.7, , , , 300:1:0.025:0.178571, 
FFJ24_RS21045, 173.0, , , , , 
FFJ24_RS21050, 663.0, 300:1:0.0246914:0.214286, , , , 
FFJ24_RS21055, 1705.0, , , , , 
FFJ24_RS21060, 714.3, , , , , 
FFJ24_RS21065, 315.3, , , , , 
FFJ24_RS21070, 340.7, , , , , 
FFJ24_RS21075, 1159.7, , 200:3:0.0460829:0.346154, , , 
FFJ24_RS21080, 2513.7, , 300:3:0.0503597:0.298507;200:2:0.990476:1;300:3:0.0359712:0.304878, , , 
FFJ24_RS21085, 1122.0, , 400:3:0.0204082:0.196078, , , 
FFJ24_RS21090, 2521.0, , 300:1:0:0.293103, , 600:1:0.0681818:0.138889, 
FFJ24_RS21095, 191.3, , , , , 
FFJ24_RS21100, 1151.0, 100:2:0.944444:0.963415, , , , 
FFJ24_RS21105, 2589.3, , 200:2:0.986755:1, , 200:2:0.909091:0.957627, 200:2:1:1
FFJ24_RS21110, 413.7, , , , , 
FFJ24_RS21115, 490.7, , , , , 
FFJ24_RS21120, 1156.0, , , , , 
FFJ24_RS21125, 2560.0, 300:1:0.0113636:0.125, , , , 
FFJ24_RS21130, 1125.3, , , , , 
FFJ24_RS21135, 2596.3, , 200:3:0.819048:0.940299, , , 
FFJ24_RS21140, 2057.0, , , , , 
FFJ24_RS21145, 1024.0, , , , , 
FFJ24_RS21150, 380.7, , , , , 
FFJ24_RS21155, 400.7, , , , , 
FFJ24_RS21160, 1194.0, , , , , 
FFJ24_RS21165, 1009.3, , , , , 
FFJ24_RS21170, 427.3, , , , , 
FFJ24_RS21175, 509.7, , , , , 
FFJ24_RS21180, 618.7, , , , , 
FFJ24_RS21185, 768.3, , , , , 
FFJ24_RS21190, 640.7, , , , , 
FFJ24_RS21195, 268.0, , , , , 
FFJ24_RS21200, 905.7, , , , , 
FFJ24_RS21205, 680.3, , , , , 
FFJ24_RS21210, 787.0, , , , , 
FFJ24_RS21215, 2023.7, , , , 200:2:0.92:1, 
FFJ24_RS21220, 1152.3, , , , , 
FFJ24_RS21230, 1260.7, , , , , 
FFJ24_RS21235, 564.7, , , , , 
FFJ24_RS21240, 378.7, , , , , 
FFJ24_RS21245, 666.7, , , , , 
FFJ24_RS21250, 1222.3, , , , , 
FFJ24_RS21255, 385.7, , , , , 
FFJ24_RS21260, 591.0, , , , , 
FFJ24_RS21265, 5004.0, , , , , 
FFJ24_RS21270, 226.7, , , , , 
FFJ24_RS21275, 2292.7, , , , , 
FFJ24_RS21280, 443.3, , , , , 
FFJ24_RS21285, 735.0, 700:3:0.0853659:0.121212;700:3:0.135417:0.142857, 400:3:0.112676:0.230769;300:3:0.0933333:0.196078;200:3:0.137725:0.271186, , 700:3:0.183673:0.183673;200:3:0.123077:0.210526, 
FFJ24_RS21290, 765.3, , , , , 
FFJ24_RS21295, 1549.0, , , , , 500:1:0.0428571:0.214286
FFJ24_RS21300, 741.3, , , , , 
FFJ24_RS21305, 931.7, , , , , 
FFJ24_RS21310, 2509.0, , , , , 
FFJ24_RS21315, 1256.7, , , , , 
FFJ24_RS21325, 986.3, , , , , 
FFJ24_RS21330, 524.7, , , , , 
FFJ24_RS21335, 650.3, , , , , 
FFJ24_RS21340, 332.3, , , , , 
FFJ24_RS21345, 302.0, , , , , 
FFJ24_RS21350, 522.7, , , , , 
FFJ24_RS21355, 1078.7, , , , , 
FFJ24_RS21360, 579.0, , , , , 
FFJ24_RS21365, 881.0, , , , , 
FFJ24_RS21370, 691.3, , , , , 
FFJ24_RS21375, 846.3, , , , , 
FFJ24_RS21380, 174.3, , , , , 
FFJ24_RS21385, 845.0, 300:1:0.0138889:0.477273, , , , 
FFJ24_RS21390, 1779.0, , , , , 
FFJ24_RS21395, 1178.7, , , , , 
FFJ24_RS21400, 774.3, , , , 300:1:0:0.471429, 
FFJ24_RS21405, 863.7, , , , , 
FFJ24_RS21410, 286.3, , , , , 
FFJ24_RS21415, 415.7, , , , , 
FFJ24_RS21420, 408.0, , , , , 
FFJ24_RS21425, 905.7, , , , , 
FFJ24_RS21430, 2060.0, 300:1:0.0204082:0.2, , , , 
FFJ24_RS21435, 565.3, , , , , 
FFJ24_RS21440, 1168.0, , , , , 
FFJ24_RS21445, 2774.0, , , , 700:1:0:0.169492, 700:3:0.135135:0.138462
FFJ24_RS21450, 982.0, , , , , 
FFJ24_RS21455, 556.0, , , , , 
FFJ24_RS21460, 272.3, , , , , 
FFJ24_RS21465, 220.7, , , , , 
FFJ24_RS21470, 770.0, , , , , 
FFJ24_RS21475, 852.3, , , , , 
FFJ24_RS21480, 527.0, , , , , 
FFJ24_RS21485, 759.7, , , , , 
FFJ24_RS21490, 886.7, , , , , 
FFJ24_RS21495, 543.7, 100:2:0.944954:0.95122, , , , 
FFJ24_RS21500, 287.7, , , , , 
FFJ24_RS21505, 253.7, , , , , 
FFJ24_RS21510, 237.7, , , , , 
FFJ24_RS21515, 266.7, , , , , 
FFJ24_RS21520, 230.3, , , , , 
FFJ24_RS21525, 1879.7, , , , , 
FFJ24_RS21530, 510.3, , , , , 
FFJ24_RS21535, 499.7, , , , , 
FFJ24_RS21540, 511.0, , , , , 
FFJ24_RS21545, 182.0, , , , , 
FFJ24_RS21550, 972.0, , , , , 
FFJ24_RS21555, 487.7, , , , , 
FFJ24_RS21560, 293.7, , , , , 
FFJ24_RS21565, 922.7, , , , , 
FFJ24_RS21570, 634.7, , , , , 
FFJ24_RS21575, 1557.0, 800:3:0.131868:0.131868, , , , 
FFJ24_RS21580, 361.3, , , , , 
FFJ24_RS21585, 359.7, , , , , 
FFJ24_RS21590, 615.3, , , , , 
FFJ24_RS21595, 251.0, , , , , 
FFJ24_RS21600, 669.3, , , , , 
FFJ24_RS21605, 167.7, , , , , 
FFJ24_RS21610, 675.3, , , , , 
FFJ24_RS21615, 409.3, , , , , 
FFJ24_RS21620, 509.3, , , , , 
FFJ24_RS21625, 235.7, , , , , 
FFJ24_RS21630, 409.7, , , , , 
FFJ24_RS21640, 674.3, 400:1:0.027027:0.129032, 300:3:0.103093:0.3;300:3:0.11828:0.25;400:1:0.0526316:0.166667;600:1:0.0421053:0.147059;300:3:0.0752688:0.210526, , 300:1:0.0666667:0.255814, 
FFJ24_RS21645, 541.0, , , , , 
FFJ24_RS21650, 530.3, , , , , 
FFJ24_RS21655, 396.0, , , , , 
FFJ24_RS21660, 558.3, , , , , 
FFJ24_RS21665, 618.0, , , , 500:1:0.0892857:0.176471, 
FFJ24_RS21670, 302.7, , , , , 
FFJ24_RS21675, 282.3, , , , , 
FFJ24_RS21680, 1185.3, , , , , 
FFJ24_RS21685, 1070.7, , , , , 
FFJ24_RS21690, 932.0, , , , , 
FFJ24_RS21695, 1804.0, , , , , 600:1:0.039604:0.110236
FFJ24_RS21700, 455.0, , , , , 
FFJ24_RS21705, 1004.7, , , , , 
FFJ24_RS21710, 553.3, , , , , 
FFJ24_RS21715, 529.3, , , , , 
FFJ24_RS21720, 553.3, , , , , 
FFJ24_RS21725, 228.7, , , , , 
FFJ24_RS21730, 932.0, , , , , 
FFJ24_RS21735, 1731.0, , 300:3:0.1:0.263158, , , 
FFJ24_RS21740, 527.3, , , , , 
FFJ24_RS21745, 568.3, , , , , 
FFJ24_RS21750, 987.7, , , , , 
FFJ24_RS21755, 374.0, , , , , 
FFJ24_RS21760, 628.0, , , , , 
FFJ24_RS21765, 444.0, , , , , 
FFJ24_RS21770, 522.7, , , , , 
FFJ24_RS21775, 533.7, , , , , 
FFJ24_RS21780, 465.0, , , , , 
FFJ24_RS21785, 349.3, , , , , 
FFJ24_RS21790, 766.0, , , , , 
FFJ24_RS21795, 1396.7, , , , , 
FFJ24_RS21800, 362.0, , , , , 
FFJ24_RS21805, 662.7, , , , , 
FFJ24_RS21810, 298.0, , , , , 
FFJ24_RS21815, 1613.3, , , , 600:1:0:0.15, 
FFJ24_RS21820, 581.7, , , , , 
FFJ24_RS21825, 664.0, , , , , 
FFJ24_RS21830, 885.7, 200:3:0.0909091:0.205128, 300:3:0.0530303:0.463415, , , 
FFJ24_RS21835, 1541.0, , , , , 
FFJ24_RS21840, 514.0, , , , , 
FFJ24_RS21845, 924.0, , , , , 
FFJ24_RS21850, 1273.3, , , , , 
FFJ24_RS21855, 593.0, , , , , 
FFJ24_RS21860, 964.3, , , , , 
FFJ24_RS21865, 312.0, , , , , 
FFJ24_RS21870, 343.7, , , , , 
FFJ24_RS21875, 2731.0, , , , , 
FFJ24_RS21880, 999.7, , , , , 
FFJ24_RS21885, 179.3, , , , , 
FFJ24_RS21890, 677.7, , , , 800:3:0.142857:0.142857, 
FFJ24_RS21895, 2209.0, , , , , 
FFJ24_RS21900, 1943.0, , , , 700:3:0.133333:0.133333, 
FFJ24_RS21905, 406.7, , , , , 
FFJ24_RS21910, 583.0, , , , , 
FFJ24_RS21915, 674.7, , , , , 
FFJ24_RS21920, 174.7, , , , , 
FFJ24_RS21925, 752.0, , , , , 
FFJ24_RS21930, 794.0, , , , , 
FFJ24_RS21935, 339.7, , , , , 
FFJ24_RS21940, 628.0, , , , , 
FFJ24_RS21945, 896.7, , , , , 
FFJ24_RS21950, 765.3, , , , , 
FFJ24_RS21955, 1113.0, , , , , 
FFJ24_RS21960, 922.3, , , , , 
FFJ24_RS21965, 1023.0, , , , , 
FFJ24_RS21970, 895.0, , , , , 
FFJ24_RS21975, 1349.0, , , , , 
FFJ24_RS21980, 500.0, , , , , 
FFJ24_RS21985, 1394.0, 700:3:0.184466:0.184466;700:3:0.168317:0.173469;700:3:0.177083:0.183673;700:3:0.159574:0.164948;700:3:0.206522:0.206522, 700:3:0.111888:0.136364;700:3:0.101449:0.125;700:3:0.119403:0.139535, , 700:3:0.163636:0.163636;700:3:0.181818:0.181818;700:3:0.218182:0.218182;700:3:0.218182:0.218182;700:3:0.169811:0.169811;700:3:0.192308:0.192308;700:3:0.211538:0.211538;700:3:0.211538:0.211538;700:3:0.227273:0.227273, 700:3:0.17757:0.17757;700:3:0.180952:0.180952;700:3:0.142857:0.142857
FFJ24_RS21990, 1570.3, , , , , 
FFJ24_RS21995, 1581.3, , , , , 
FFJ24_RS22000, 454.3, , , , , 
FFJ24_RS22005, 2770.3, , 600:3:0.850877:0.850877;500:1:0.0454545:0.15, , , 
FFJ24_RS22010, 1302.3, , , , , 
FFJ24_RS22015, 1972.3, , , , , 
FFJ24_RS22020, 546.0, , 500:1:0.0379747:0.137931, , , 
FFJ24_RS22025, 248.3, , , , , 
FFJ24_RS22030, 471.0, , , , , 
FFJ24_RS22035, 298.3, , , , , 
FFJ24_RS22040, 783.7, , , , , 
FFJ24_RS22045, 381.7, , , , , 
FFJ24_RS22050, 602.0, , , , , 
FFJ24_RS22055, 1030.7, , , , , 
FFJ24_RS22060, 815.0, , , , , 
FFJ24_RS22065, 1200.0, , , , , 
FFJ24_RS22070, 2151.7, , , , , 
FFJ24_RS22075, 196.0, , , , , 
FFJ24_RS22080, 259.3, , , , , 
FFJ24_RS22085, 605.3, , , , , 
FFJ24_RS22090, 1894.3, , , , , 
FFJ24_RS22095, 1033.0, , , , , 
FFJ24_RS22100, 1140.0, , , , , 
FFJ24_RS22105, 518.0, , , , , 
FFJ24_RS22110, 379.7, , , , , 
FFJ24_RS22115, 670.0, , , , , 
FFJ24_RS22120, 741.0, , , , , 
FFJ24_RS22125, 552.0, , , , , 
FFJ24_RS22130, 446.7, , , , , 
FFJ24_RS22135, 415.7, , , , , 
FFJ24_RS22140, 639.3, , , , , 
FFJ24_RS22145, 518.3, , , , , 
FFJ24_RS22150, 416.3, , , , , 
FFJ24_RS22155, 556.7, , , , , 
FFJ24_RS22160, 718.0, , , , , 
FFJ24_RS22165, 1059.0, , , , , 
FFJ24_RS22170, 756.0, , , , , 
FFJ24_RS22175, 546.0, , , , , 
FFJ24_RS22180, 545.7, , , , , 
FFJ24_RS22185, 543.3, , , , , 
FFJ24_RS22190, 488.3, , , , , 
FFJ24_RS22195, 422.3, , , , , 
FFJ24_RS22200, 611.0, , , , , 
FFJ24_RS22205, 1111.7, , , , , 
FFJ24_RS22210, 928.0, , , , , 
FFJ24_RS22215, 974.0, , , , , 
FFJ24_RS22220, 1356.7, , , , , 
FFJ24_RS22225, 433.7, , , , , 
FFJ24_RS22230, 1024.3, , , , , 
FFJ24_RS22235, 641.0, , , , , 
FFJ24_RS22240, 429.7, , , , , 
FFJ24_RS22245, 815.3, , , , , 
FFJ24_RS22250, 1095.7, 400:1:0.0707071:0.14;300:1:0.0918367:0.25;400:1:0.0410959:0.121212, , , , 300:1:0.021978:0.157895
FFJ24_RS22255, 990.0, , , , , 
FFJ24_RS22260, 2053.7, , , , , 
FFJ24_RS22270, 837.3, , , , , 
FFJ24_RS22275, 252.7, , , , , 
FFJ24_RS22280, 498.7, , , , , 
FFJ24_RS22285, 384.0, , , , , 
FFJ24_RS22290, 558.3, 300:1:0.0103093:0.130435, , , , 
FFJ24_RS22295, 318.7, , , , , 
FFJ24_RS22300, 548.3, 300:1:0:0.136364, , , , 
FFJ24_RS22305, 379.3, , , , , 
FFJ24_RS22310, 884.0, , , , , 
FFJ24_RS22315, 331.0, , , , , 
FFJ24_RS22320, 393.3, , , , , 
FFJ24_RS22325, 1039.7, , , , 500:3:0.787879:0.821429, 
FFJ24_RS22330, 1293.3, , , , , 
FFJ24_RS22335, 764.3, , , , , 
FFJ24_RS22340, 1006.3, , , , , 
FFJ24_RS22345, 2814.0, , , , , 
FFJ24_RS22350, 311.7, , , , , 
FFJ24_RS22355, 653.3, , , , , 
FFJ24_RS22360, 445.7, , , , , 
FFJ24_RS22365, 309.3, , , , , 
FFJ24_RS22370, 754.0, , , , , 
FFJ24_RS22375, 489.7, , , , , 
FFJ24_RS22380, 1484.7, , , , , 
FFJ24_RS22385, 1510.7, , , , , 
FFJ24_RS22390, 1210.0, , , , , 
FFJ24_RS22395, 1050.3, , , , , 
FFJ24_RS22400, 469.3, , , , , 
