Identifier, Size, 1B1, 1B2, 1B3, 1B4, 1B5
B4U62_RS09315, 1805.3, , , , , 
B4U62_RS09320, 256.0, , , , , 
B4U62_RS09325, 943.0, , , , , 
B4U62_RS09330, 986.0, , , , , 
B4U62_RS09335, 600.3, , , , , 
B4U62_RS09340, 621.0, , , , , 
B4U62_RS09345, 11836.7, , , , , 
B4U62_RS09350, 10591.0, , , , , 
B4U62_RS09355, 10014.0, , , , , 
B4U62_RS09360, 12904.3, 400:3:0.119342, , , , 
B4U62_RS09365, 6006.7, , , 400:1:0.0178571, , 
B4U62_RS09370, 1077.3, , 300:1:0.0468085;300:1:0.047619, , , 
B4U62_RS09375, 362.3, 500:3:0.149606;500:3:0.190476;400:3:0.16;500:3:0.146341;800:3:0.147541;400:3:0.131148;400:3:0.119048;500:3:0.114754;400:3:0.147541;400:3:0.172414, 400:3:0.0909091, 400:3:0.123967, , 
B4U62_RS09380, 754.0, , , , , 
B4U62_RS09385, 1139.0, , , , , 
B4U62_RS09390, 661.3, , , , , 
B4U62_RS09395, 422.7, , , , , 
B4U62_RS09400, 297.0, , , , , 
B4U62_RS09405, 355.0, , , , , 
B4U62_RS09410, 298.7, , , , , 
B4U62_RS09415, 323.0, , , , , 
B4U62_RS09420, 838.3, , , , , 
B4U62_RS09425, 215.7, , , , , 
B4U62_RS09430, 318.0, , , , , 
B4U62_RS09435, 270.0, , , , , 
B4U62_RS09440, 408.7, , , , , 
B4U62_RS09445, 1640.0, , , , , 
B4U62_RS09450, 812.0, , , , , 
B4U62_RS09455, 539.0, , , , , 
B4U62_RS09460, 703.7, , , , , 
B4U62_RS09465, 284.0, , , , , 
B4U62_RS09470, 821.3, , , , , 
B4U62_RS09475, 1076.7, , , , , 
B4U62_RS09480, 1003.0, , , , , 
B4U62_RS09485, 425.0, , , , , 
B4U62_RS09490, 1106.7, , , , , 
B4U62_RS09495, 322.3, , , , , 
B4U62_RS09500, 377.7, , , , , 
B4U62_RS09505, 299.0, , , , , 
B4U62_RS09510, 454.0, , , , , 
B4U62_RS09515, 706.0, , , , , 
B4U62_RS09520, 521.3, , , , , 
B4U62_RS09525, 628.3, 400:3:0.192308, 800:1:0.0416667;200:3:0.12426;700:3:0.0857143, , 300:3:0.107143, 
B4U62_RS09530, 376.7, , , , , 
B4U62_RS09535, 256.7, , , , , 
B4U62_RS09540, 235.7, , , , , 
B4U62_RS09545, 483.0, , , , , 
B4U62_RS09550, 1178.3, , , , , 
B4U62_RS09555, 1305.0, , , , , 
B4U62_RS09560, 1027.7, , , , , 
B4U62_RS09565, 1159.3, , , , , 
B4U62_RS09570, 1275.0, , , , , 
B4U62_RS09580, 603.7, , , , , 
B4U62_RS09585, 1178.0, , , , , 
B4U62_RS09590, 1057.0, , , , , 
B4U62_RS09595, 475.7, , , , , 
B4U62_RS09600, 374.0, , , , , 
B4U62_RS09605, 308.7, , , , , 
B4U62_RS09610, 780.0, , , , , 
B4U62_RS09615, 281.0, , , , , 
B4U62_RS09620, 676.3, , , , , 
B4U62_RS09625, 395.3, , , , , 
B4U62_RS09630, 258.7, , , , , 
B4U62_RS09635, 232.3, , , , , 
B4U62_RS09640, 342.7, , , , , 
B4U62_RS09645, 427.3, , , , , 
B4U62_RS09650, 147.7, , , , , 
B4U62_RS09655, 187.7, , , , , 
B4U62_RS09660, 1312.0, , , , , 
B4U62_RS09665, 868.3, , , , , 
B4U62_RS09670, 946.3, , , , , 
B4U62_RS09675, 731.3, , , , , 
B4U62_RS09680, 490.3, , , , , 
B4U62_RS09685, 1268.7, , , , , 
B4U62_RS09690, 327.7, , , , , 
B4U62_RS09695, 697.3, , , , , 
B4U62_RS09700, 539.0, , , , , 
B4U62_RS09705, 362.7, , , , , 
B4U62_RS09715, 598.3, , , , , 
B4U62_RS09720, 302.7, , , , , 
B4U62_RS09725, 530.3, , , , , 
B4U62_RS09730, 249.3, , , , , 
B4U62_RS09735, 1642.7, , , , , 
B4U62_RS09740, 466.0, , , , , 
B4U62_RS09745, 263.3, , , , , 
B4U62_RS09750, 241.3, , , , , 
B4U62_RS09755, 647.3, , , , , 
B4U62_RS09760, 371.7, , , , , 
B4U62_RS09765, 463.7, , , , , 
B4U62_RS09770, 448.0, , , , , 
B4U62_RS09775, 396.3, , , , , 
B4U62_RS09780, 145.3, , , , , 
B4U62_RS09785, 217.0, , , , , 
B4U62_RS09790, 2202.3, , , , , 
B4U62_RS09795, 478.3, , 500:1:0.0325203, , , 
B4U62_RS09800, 184.0, , , , , 
B4U62_RS09805, 182.3, , , , , 
B4U62_RS09810, 241.3, , , , , 
B4U62_RS09815, 416.3, , 500:1:0.0423729, , , 
B4U62_RS09820, 253.0, , , , , 
B4U62_RS09825, 315.7, , , , , 
B4U62_RS09830, 575.7, , , , , 
B4U62_RS09835, 385.0, , , , , 
B4U62_RS09840, 1628.3, , , , , 
B4U62_RS09845, 1891.0, , , , , 
B4U62_RS09850, 384.7, , , , , 
B4U62_RS09855, 1174.0, , , , , 
B4U62_RS09860, 1282.7, , , , , 
B4U62_RS09865, 281.7, , , , , 
B4U62_RS09870, 1100.0, , , , , 
B4U62_RS09875, 1211.3, , , , , 
B4U62_RS09880, 255.3, , , , , 
B4U62_RS09885, 450.0, , , , , 
B4U62_RS09890, 694.7, , , , , 
B4U62_RS09895, 531.0, , , , , 
B4U62_RS09900, 1051.7, , , , , 
B4U62_RS09905, 1234.0, , , , , 
B4U62_RS09910, 649.3, , , , , 
B4U62_RS09915, 732.7, , , , , 
B4U62_RS09920, 191.3, , , , , 
B4U62_RS09925, 1074.3, , , , , 
B4U62_RS09930, 1357.7, , , , , 
B4U62_RS09935, 1003.7, , 500:1:0.012987, , , 
B4U62_RS09940, 246.0, , , , , 
B4U62_RS09945, 1309.0, , , , , 
B4U62_RS09950, 418.7, , , , , 
B4U62_RS09955, 3058.3, , , , , 
B4U62_RS09960, 8595.0, , , , , 
B4U62_RS09965, 6052.3, 400:1:0.0380435, 500:1:0.0429448;500:1:0.0280899, , , 
B4U62_RS09970, 6115.0, , , , , 
B4U62_RS09975, 6172.0, , , , , 
B4U62_RS09980, 1210.0, , , , , 
B4U62_RS09985, 882.0, , , , , 
B4U62_RS09990, 1224.0, , , , , 
B4U62_RS09995, 528.7, 600:1:0.0136986, , , , 
B4U62_RS10000, 125.0, , , , , 
B4U62_RS10005, 530.3, , , , , 
B4U62_RS10010, 287.3, , , , , 
B4U62_RS10015, 1452.7, , , , , 
B4U62_RS10020, 792.0, , , , , 
B4U62_RS10025, 792.7, , , , , 
B4U62_RS10030, 1189.0, , , , , 
B4U62_RS10035, 3718.7, , , , , 
B4U62_RS10040, 747.3, , 800:3:0.0727273, , , 
B4U62_RS10045, 890.0, 800:1:0.016129, , , , 
B4U62_RS10050, 812.3, , , , , 
B4U62_RS10055, 403.7, , , , , 
B4U62_RS10060, 680.7, , , , , 
B4U62_RS10065, 290.3, , , , , 
B4U62_RS10070, 668.7, , , , , 
B4U62_RS10075, 457.3, , , , , 
B4U62_RS10080, 1091.0, , , , , 
B4U62_RS10085, 1177.3, , , , , 
B4U62_RS10090, 923.3, , , , , 
B4U62_RS10095, 1639.7, , , , , 
B4U62_RS10100, 301.3, , , , , 
B4U62_RS10105, 418.3, , , 300:3:0.0526316, , 
B4U62_RS10110, 101.3, , , , , 
B4U62_RS10115, 281.7, , , , , 
B4U62_RS10120, 1465.7, , , , , 
B4U62_RS10125, 1254.0, , , , , 
B4U62_RS10130, 659.0, , , , , 
B4U62_RS10135, 661.0, , , , , 
B4U62_RS10140, 886.3, , , , , 
B4U62_RS10145, 645.3, , , , , 
B4U62_RS10150, 349.3, , , , , 
B4U62_RS10155, 1029.3, , , , , 
B4U62_RS10160, 412.0, , , , , 
B4U62_RS10165, 710.7, , , , , 
B4U62_RS10170, 394.0, , , , , 
B4U62_RS10175, 261.3, , , , , 
B4U62_RS10180, 506.0, , , , , 
B4U62_RS10185, 810.0, , , , , 
B4U62_RS10190, 477.0, , , , , 
B4U62_RS10195, 210.7, , , , , 
B4U62_RS10200, 722.7, , , , , 
B4U62_RS10205, 806.3, , , , , 
B4U62_RS10210, 688.7, , , , , 
B4U62_RS10215, 453.7, , , , , 
B4U62_RS10220, 611.7, , , , , 
B4U62_RS10225, 810.7, , , , , 
B4U62_RS10230, 358.0, , , , , 
B4U62_RS10235, 267.3, , , , , 
B4U62_RS10240, 206.7, , , , , 
B4U62_RS10245, 2183.0, , , , , 
B4U62_RS10250, 598.7, , , , , 
B4U62_RS10260, 293.3, , , , , 
B4U62_RS10265, 339.0, , , , , 
B4U62_RS10270, 395.3, , , , , 
B4U62_RS10275, 401.7, , , , , 
B4U62_RS10280, 625.0, , , , , 
B4U62_RS10285, 799.3, , , , , 
B4U62_RS10290, 240.3, , , , , 
B4U62_RS10295, 219.7, , , , , 
B4U62_RS10300, 465.0, , , , , 
B4U62_RS10305, 225.0, , , , , 
B4U62_RS10310, 229.0, , , , , 
B4U62_RS10315, 910.7, , , , , 
B4U62_RS10320, 89.0, , , , , 
B4U62_RS10330, 338.7, , , , , 
B4U62_RS10335, 373.3, , , , , 
B4U62_RS10340, 3036.3, , , , , 
B4U62_RS10345, 340.7, , , , , 
B4U62_RS10350, 784.7, , , 500:1:0, , 
B4U62_RS10355, 376.3, , , , , 
B4U62_RS10360, 1554.7, , , , , 
B4U62_RS10365, 546.3, , , , , 
B4U62_RS10370, 1144.0, , , , , 
B4U62_RS10375, 1969.7, , , , , 
B4U62_RS10380, 327.7, , , , , 
B4U62_RS10385, 585.3, , , , , 
B4U62_RS10390, 662.0, , , , , 
B4U62_RS10395, 471.7, , , , , 
B4U62_RS10400, 636.0, , , , , 
B4U62_RS10405, 434.0, , , , , 
B4U62_RS10410, 851.0, , , , , 
B4U62_RS10415, 521.0, , , , , 
B4U62_RS10420, 360.7, , , , , 
B4U62_RS10425, 631.3, , , , , 
B4U62_RS10430, 538.3, , , , , 
B4U62_RS10435, 722.3, , , , , 
B4U62_RS10440, 473.0, , , , , 
B4U62_RS10445, 826.3, , , , , 
B4U62_RS10450, 926.3, , , , , 
B4U62_RS10455, 975.0, , , , , 
B4U62_RS10460, 489.0, , , , , 
B4U62_RS10465, 803.3, , , , , 
B4U62_RS10470, 1501.7, , , , , 
B4U62_RS10475, 202.0, , , , , 
B4U62_RS10480, 189.7, , , , , 
B4U62_RS10485, 624.0, , , , , 
B4U62_RS10490, 469.0, , , , , 
B4U62_RS10495, 344.0, , , , , 
B4U62_RS10500, 179.0, , , , , 
B4U62_RS10505, 424.0, , , , , 
B4U62_RS10510, 212.0, , , , , 
B4U62_RS10515, 184.0, , , , , 
B4U62_RS10520, 377.3, , , , , 
B4U62_RS10525, 267.0, 400:1:0, , , 700:1:0, 
B4U62_RS10530, 1250.3, , , , , 
B4U62_RS10535, 1575.0, , , , , 
B4U62_RS10540, 666.7, , , , , 
B4U62_RS10545, 1182.0, , , , , 
B4U62_RS10550, 831.7, , , , , 
B4U62_RS10555, 1018.0, , , , , 
B4U62_RS10560, 2325.3, , , , , 
B4U62_RS10565, 1525.3, , , , , 
B4U62_RS10570, 797.7, , , , , 
B4U62_RS10575, 562.3, , , , , 
B4U62_RS10580, 1080.0, , , , , 
B4U62_RS10585, 1079.0, , , , , 
B4U62_RS10590, 592.3, , , , , 
B4U62_RS10595, 1139.0, , , , , 
B4U62_RS10600, 678.3, , , , , 
B4U62_RS10605, 553.0, , , , , 
B4U62_RS10610, 282.3, , , , , 
B4U62_RS10615, 297.3, , , , , 
B4U62_RS10620, 818.3, , , , , 
B4U62_RS10625, 382.3, , , , , 
B4U62_RS10630, 262.7, , , , , 
B4U62_RS10635, 1180.0, , , , , 
B4U62_RS10640, 410.3, , , , , 
B4U62_RS10645, 373.0, , , , , 
B4U62_RS10650, 504.7, , , , , 
B4U62_RS10655, 495.3, , , , , 
B4U62_RS10660, 824.3, , , , , 
B4U62_RS10665, 238.0, , , , , 
B4U62_RS10670, 1127.7, , , , , 
B4U62_RS10675, 1222.7, , , , , 
B4U62_RS10680, 600.7, , , , , 
B4U62_RS10685, 278.3, , , , , 
B4U62_RS10690, 736.7, , , , , 
B4U62_RS10695, 667.3, , , , , 
B4U62_RS10700, 201.3, , , , , 
B4U62_RS10705, 310.7, , , , , 
B4U62_RS10710, 578.7, , , , , 
B4U62_RS10715, 244.0, , , , , 
B4U62_RS10720, 134.7, , , , , 
B4U62_RS10725, 595.3, , , , , 
B4U62_RS10730, 154.7, , , , , 
B4U62_RS10735, 190.0, , , , , 
B4U62_RS10740, 218.3, , , , , 
B4U62_RS10745, 1138.0, , , , , 
B4U62_RS10750, 659.0, , , , , 
B4U62_RS10755, 1024.3, , , , , 
B4U62_RS10760, 523.0, , , , , 
B4U62_RS10765, 532.3, , , , 700:1:0, 
B4U62_RS10770, 1057.3, , , , , 
B4U62_RS10780, 615.3, , , , , 
B4U62_RS10785, 1087.3, , , , , 
B4U62_RS10790, 350.0, , , , , 
B4U62_RS10795, 411.7, , , , , 
B4U62_RS10800, 760.0, , , , , 
B4U62_RS10805, 1011.3, , , , , 
B4U62_RS10810, 433.7, , , , , 
B4U62_RS10815, 144.0, , , , , 
B4U62_RS10820, 547.7, , , , , 
B4U62_RS10825, 196.0, , , , , 
B4U62_RS10830, 231.3, , , , , 
B4U62_RS10835, 236.3, , , , , 
B4U62_RS10840, 299.3, , , , , 
B4U62_RS10845, 155.3, , , , , 
B4U62_RS10850, 280.7, , , , , 
B4U62_RS10855, 91.7, , , , , 
B4U62_RS10860, 149.0, , , , , 
B4U62_RS10865, 142.7, , , , , 
B4U62_RS10870, 195.3, , , , , 
B4U62_RS10875, 764.0, , , , , 
B4U62_RS10880, 187.7, , , , , 
B4U62_RS10885, 387.3, , , , , 
B4U62_RS10890, 381.7, , , , , 
B4U62_RS10895, 238.3, , , , , 
B4U62_RS10900, 233.0, , , , , 
B4U62_RS10905, 244.3, , , , , 
B4U62_RS10910, 460.0, , , , , 
B4U62_RS10915, 383.7, , , , , 
B4U62_RS10920, 294.3, , , , , 
B4U62_RS10930, 527.0, , , , , 
B4U62_RS10940, 2158.7, , , , , 
B4U62_RS10945, 547.3, , , , , 
B4U62_RS10950, 319.3, , , , , 
B4U62_RS10955, 374.0, , , , , 
B4U62_RS10960, 192.3, , , , , 
B4U62_RS10965, 175.7, , , , , 
B4U62_RS10970, 142.7, , , , , 
B4U62_RS10975, 446.0, , , , , 
B4U62_RS10980, 342.7, , , , , 
B4U62_RS10985, 116.0, , , , , 
B4U62_RS10990, 302.3, , , , , 
B4U62_RS10995, 354.0, , , , , 
B4U62_RS11000, 477.3, , , , , 
B4U62_RS11005, 247.3, , , , , 
B4U62_RS11010, 121.0, , , , , 
B4U62_RS11015, 233.3, , , , , 
B4U62_RS11020, 161.0, , , , , 
B4U62_RS11025, 220.0, , , , , 
B4U62_RS11030, 301.7, , , , , 
B4U62_RS11035, 218.7, , , , , 
B4U62_RS11040, 1112.0, , , , , 
B4U62_RS11045, 131.3, , , , , 
B4U62_RS11050, 433.7, , , , , 
B4U62_RS11055, 400.7, , , , , 
B4U62_RS11060, 123.3, , , , , 
B4U62_RS11065, 201.7, , , , , 
B4U62_RS11070, 193.0, , , , , 
B4U62_RS11075, 223.3, , , , , 
B4U62_RS11080, 619.7, , , , , 
B4U62_RS11085, 3165.7, , , , , 
B4U62_RS11090, 1400.7, , , , , 
B4U62_RS11095, 926.7, , , , , 
B4U62_RS11100, 1243.7, , , , , 
B4U62_RS11105, 418.7, , , , , 
B4U62_RS11110, 871.0, , , , , 
B4U62_RS11115, 761.3, , , , , 
B4U62_RS11120, 398.0, , , , , 
B4U62_RS11125, 332.7, , , , , 
B4U62_RS11130, 368.0, , , , , 
B4U62_RS11135, 327.7, , , , , 
B4U62_RS11140, 1401.7, , , , , 
B4U62_RS11145, 762.3, , , , , 
B4U62_RS11150, 370.3, , , , , 
B4U62_RS11155, 243.7, 600:1:0.0165289, , , , 
B4U62_RS11160, 538.0, 400:1:0, , , , 
B4U62_RS11165, 709.3, , , , , 
B4U62_RS11170, 427.7, , , , , 
B4U62_RS11175, 189.0, , , , , 
B4U62_RS11180, 279.0, , , , , 
B4U62_RS11185, 286.3, , , , , 
B4U62_RS11190, 340.3, , , , , 
B4U62_RS11195, 305.7, , , , , 
B4U62_RS11200, 277.3, , , , , 
B4U62_RS11205, 325.7, , , , , 
B4U62_RS11210, 582.7, , , , , 
B4U62_RS11215, 182.3, , , , , 
B4U62_RS11220, 599.7, , , , , 
B4U62_RS11225, 208.7, , , , , 
B4U62_RS11230, 441.0, , , , , 
B4U62_RS11235, 256.0, , , , , 
B4U62_RS11240, 174.7, , , , , 
B4U62_RS11245, 183.3, , , , , 
B4U62_RS11250, 658.0, , , , , 
B4U62_RS11255, 338.0, , , , , 
B4U62_RS11260, 271.3, , , , , 
B4U62_RS11265, 286.7, , , , , 
B4U62_RS11270, 173.7, , , , , 
B4U62_RS11275, 224.7, , , , , 
B4U62_RS11280, 320.0, , , , , 
B4U62_RS11285, 358.7, , , , , 
B4U62_RS11290, 260.0, , , , , 
B4U62_RS11295, 234.7, , , , , 
B4U62_RS11300, 282.7, , , , , 
B4U62_RS11305, 262.7, , , , , 
B4U62_RS11310, 813.7, , , , , 
B4U62_RS11315, 1217.3, , , , , 
B4U62_RS11320, 857.7, , , , , 
B4U62_RS11325, 212.3, , , , , 
B4U62_RS11330, 265.0, , , , , 
B4U62_RS11335, 265.0, , , , , 
B4U62_RS11340, 117.3, , , , , 
B4U62_RS11345, 1043.0, , , , , 
B4U62_RS11350, 335.3, , , , , 
B4U62_RS11355, 460.0, , , , , 
B4U62_RS11360, 464.3, , , , , 
B4U62_RS11365, 113.7, , , , , 
B4U62_RS11370, 177.3, , , , , 
B4U62_RS11375, 278.0, , , , , 
B4U62_RS11380, 149.7, , , , , 
B4U62_RS11385, 277.7, , , , , 
B4U62_RS11390, 379.7, , , , , 
B4U62_RS11395, 1184.0, , , , , 
B4U62_RS11400, 283.0, , , , , 
B4U62_RS11405, 1174.7, , , , , 
B4U62_RS11410, 507.0, 800:1:0.0142857, , 900:3:0.170455, , 
B4U62_RS11415, 1076.7, , , , , 
B4U62_RS11420, 196.3, , , , , 
B4U62_RS11425, 221.7, , , , , 
B4U62_RS11430, 240.7, , , , , 
B4U62_RS11435, 601.0, , , , , 
B4U62_RS11440, 360.7, , , , , 
B4U62_RS11445, 259.3, , , , , 
B4U62_RS11450, 2079.0, , , , , 
B4U62_RS11455, 316.3, , , , , 
B4U62_RS11460, 256.7, , , , , 
B4U62_RS11465, 989.7, , , , , 
B4U62_RS11470, 436.0, , , , , 
B4U62_RS11475, 499.3, , , , , 
B4U62_RS11480, 846.3, , , , , 
B4U62_RS11485, 1405.0, , , , , 
B4U62_RS11490, 1223.0, , , , , 
B4U62_RS11495, 1177.0, , , , , 
B4U62_RS11500, 437.3, , , , , 
B4U62_RS11505, 824.3, , , , , 
B4U62_RS11510, 411.3, , , , , 
B4U62_RS11515, 332.3, , , , , 
B4U62_RS11520, 198.3, , , , , 
B4U62_RS11525, 498.3, , , , , 
B4U62_RS11530, 399.3, , , , , 
B4U62_RS11535, 571.3, , , , , 
B4U62_RS11540, 663.3, , , , , 
B4U62_RS11545, 482.0, , , , , 
B4U62_RS11550, 181.0, , , , , 
B4U62_RS11555, 337.7, , , , , 
B4U62_RS11560, 960.7, , , , , 
B4U62_RS11565, 285.3, , , , , 
B4U62_RS11570, 149.3, , , , , 
B4U62_RS11575, 456.0, , , , , 
B4U62_RS11580, 314.7, , , , , 
B4U62_RS11585, 811.7, , , , , 
B4U62_RS11590, 364.0, , , , , 
B4U62_RS11595, 581.0, , , , , 
B4U62_RS11600, 247.3, , , , , 
B4U62_RS11605, 455.7, , , , , 
B4U62_RS11610, 621.3, , , , , 
B4U62_RS11615, 5451.0, 600:3:0.144068, , , , 
B4U62_RS11620, 654.0, , , , , 
B4U62_RS11625, 2075.0, , , , , 
B4U62_RS11630, 659.3, , , , , 
B4U62_RS11635, 1544.7, , , , , 
B4U62_RS11640, 769.3, , , , , 
B4U62_RS11645, 168.0, , , , , 
B4U62_RS11650, 869.3, , , , , 
B4U62_RS11655, 262.0, , , , , 
B4U62_RS11660, 223.7, , , , , 
B4U62_RS11665, 369.7, , , , , 
B4U62_RS11670, 1037.7, , , , , 
B4U62_RS11675, 336.0, , , , , 
B4U62_RS11680, 1775.0, , , , , 
B4U62_RS11685, 234.0, , , , , 
B4U62_RS11690, 365.3, , , , , 
B4U62_RS11695, 997.3, , , , , 
B4U62_RS11700, 366.7, , , , , 
B4U62_RS11705, 341.7, , , , , 
B4U62_RS11710, 291.3, , , , , 
B4U62_RS11715, 482.7, , , , , 
B4U62_RS11720, 472.3, , , , , 
B4U62_RS11725, 525.7, , , , , 
B4U62_RS11730, 407.7, , , , , 
B4U62_RS11735, 1485.7, , , , , 
B4U62_RS11740, 475.7, , , , , 
B4U62_RS11745, 198.0, , , , , 
B4U62_RS11750, 966.7, 600:1:0.102041, , , , 
B4U62_RS11755, 800.0, , , , , 
B4U62_RS11760, 399.0, , , , , 
B4U62_RS11765, 748.7, , , , , 
B4U62_RS11770, 518.3, , , , , 
B4U62_RS11775, 676.0, , , , , 
B4U62_RS11780, 1412.7, , , , , 
B4U62_RS11785, 514.0, , , , , 
B4U62_RS11790, 345.7, , , , , 
B4U62_RS11795, 522.0, 600:1:0.0275229, , , , 
B4U62_RS11800, 369.3, , , , , 
B4U62_RS11805, 1139.0, , , , , 
B4U62_RS11810, 169.3, , , , , 
B4U62_RS11815, 463.7, , , , , 
B4U62_RS11820, 693.0, , , , , 
B4U62_RS11825, 556.3, , , , , 
B4U62_RS11830, 287.3, , , , , 
B4U62_RS11835, 1109.0, , , , , 
B4U62_RS11840, 876.7, , , , , 
B4U62_RS11845, 511.3, , , , , 
B4U62_RS11850, 503.7, , , , , 
B4U62_RS11855, 398.3, , , , , 
B4U62_RS11860, 702.0, , , , , 
B4U62_RS11865, 450.7, , , , , 
B4U62_RS11870, 577.3, , , , , 
B4U62_RS11875, 656.7, , , , , 
B4U62_RS11880, 453.7, , , , , 
B4U62_RS11885, 1429.7, , , , , 
B4U62_RS11890, 964.0, , , , , 
B4U62_RS11895, 512.3, , , , , 
B4U62_RS11900, 485.3, , , , , 
B4U62_RS11905, 822.0, , , , , 
B4U62_RS11910, 1001.7, , , , , 
B4U62_RS11915, 174.7, , , , , 
B4U62_RS11920, 249.7, , , , , 
B4U62_RS11925, 265.3, , , , , 
B4U62_RS11930, 146.7, , , , , 
B4U62_RS11935, 615.3, , , , , 
B4U62_RS11940, 529.3, , , , , 
B4U62_RS11945, 308.3, , , , , 
B4U62_RS11950, 142.0, , , , , 
B4U62_RS11955, 800.0, , , , , 
B4U62_RS11960, 186.0, , , , , 
B4U62_RS11965, 277.7, , , , , 
B4U62_RS11970, 2953.0, , 300:1:0.00609756, , , 
B4U62_RS11975, 144.0, , , , , 
B4U62_RS11980, 412.0, , , , , 
B4U62_RS11985, 934.3, , , , , 
B4U62_RS11990, 1071.0, , , , , 
B4U62_RS11995, 553.7, , , , , 
B4U62_RS12000, 1298.0, , , , , 
B4U62_RS12005, 835.3, , , , , 
B4U62_RS12010, 466.0, , , , , 
B4U62_RS12015, 803.7, 600:1:0.0265487, , , , 
B4U62_RS12020, 915.0, , , , , 
B4U62_RS12025, 752.0, , , , , 
B4U62_RS12030, 583.0, 400:3:0.104167;400:1:0.0526316, , , , 
B4U62_RS12035, 1630.3, , , , , 
B4U62_RS12040, 255.3, , , , , 
B4U62_RS12045, 185.7, , , , , 
B4U62_RS12050, 1017.0, , , , , 
B4U62_RS12055, 446.0, , , , , 
B4U62_RS12060, 316.7, , , , , 
B4U62_RS12065, 499.7, , , , , 
B4U62_RS12070, 263.7, , , , , 
B4U62_RS12075, 1003.7, , , , , 
B4U62_RS12080, 1888.0, 400:1:0.0569106, , , , 
B4U62_RS12085, 510.0, , , , , 
B4U62_RS12090, 371.3, , , , , 
B4U62_RS12095, 390.0, , , , , 
B4U62_RS12100, 243.0, 600:1:0.0140845, , 500:1:0, , 
B4U62_RS12105, 350.7, , , , , 
B4U62_RS12110, 295.3, , , , , 
B4U62_RS12115, 180.0, , , , , 
B4U62_RS12120, 798.3, 600:1:0.02, , , , 
B4U62_RS12125, 494.7, , , , , 
B4U62_RS12130, 2165.0, , , , , 
B4U62_RS12135, 390.7, , , , , 
B4U62_RS12140, 530.3, , , , , 
B4U62_RS12145, 646.0, , , , , 
B4U62_RS12150, 1132.3, , , 600:1:0.0196078, , 
B4U62_RS12155, 975.7, , , , , 
B4U62_RS12160, 407.3, , , , , 
B4U62_RS12165, 240.7, , , , , 
B4U62_RS12170, 2326.7, , , , , 
B4U62_RS12175, 311.3, , , , , 
B4U62_RS12180, 689.7, , , , , 
B4U62_RS12185, 772.7, , , , , 
B4U62_RS12190, 774.3, , , , , 
B4U62_RS12195, 932.7, , , , , 
B4U62_RS12200, 912.0, , , , , 
B4U62_RS12205, 563.7, , , , , 
B4U62_RS12210, 334.7, , , , , 
B4U62_RS12215, 663.0, , , , , 
B4U62_RS12220, 368.7, , , , , 
B4U62_RS12225, 712.7, , , , , 
B4U62_RS12230, 698.0, , , , , 
B4U62_RS12235, 551.0, , , , , 
B4U62_RS12240, 639.7, , , , , 
B4U62_RS12245, 543.3, , , , , 
B4U62_RS12250, 495.7, , , , , 
B4U62_RS12255, 408.7, , , , , 
B4U62_RS12260, 494.7, , , , , 
B4U62_RS12265, 1119.7, , , , , 
B4U62_RS12270, 1033.3, , , , , 
B4U62_RS12275, 940.0, , , , , 
B4U62_RS12280, 869.7, , , , , 
B4U62_RS12285, 638.0, , , , , 
B4U62_RS12290, 950.7, , , , , 
B4U62_RS12295, 497.7, , , , , 
B4U62_RS12300, 709.7, , , , , 
B4U62_RS12310, 1338.7, , , , , 
B4U62_RS12315, 315.0, , , , , 
B4U62_RS12320, 861.3, , , , , 
B4U62_RS12325, 1000.3, , , , , 
B4U62_RS12330, 712.7, , , , , 
B4U62_RS12335, 460.0, , , , , 
B4U62_RS12340, 839.7, , , , , 
B4U62_RS12345, 511.0, , , , , 
B4U62_RS12350, 705.3, , , , , 
B4U62_RS12355, 205.3, , , , , 
B4U62_RS12360, 564.7, , , , , 
B4U62_RS12365, 332.3, , , , , 
B4U62_RS12370, 1272.3, , , , , 
B4U62_RS12375, 604.0, , , , , 
B4U62_RS12380, 268.3, , , , , 
B4U62_RS12385, 853.3, , , , , 
B4U62_RS12390, 1152.0, 400:1:0.0107527, , , , 
B4U62_RS12395, 159.0, , , , , 
B4U62_RS12400, 709.0, , 700:1:0.0847458, , 800:3:0.0759494, 
B4U62_RS12405, 556.0, , , , , 
B4U62_RS12410, 106.0, , , , , 
B4U62_RS12415, 845.3, , 400:1:0.0227273, , , 
B4U62_RS12420, 1034.0, 400:3:0.484127, , , , 
B4U62_RS12425, 616.3, , , , , 
B4U62_RS12430, 191.0, , , , , 
B4U62_RS12435, 614.0, , , , , 
B4U62_RS12440, 1121.7, , , , , 
B4U62_RS12445, 818.7, , , , , 
B4U62_RS12450, 629.0, 600:3:0.120253;400:3:0.216;400:3:0.223881;700:3:0.185841;400:3:0.20354, 300:1:0.0289855;200:3:0.0993789;300:1:0.0397351;300:1:0.0413793;200:1:0.0629371;800:3:0.084507;300:1:0.0738255;200:3:0.0933333, , , 
B4U62_RS12455, 882.0, 400:3:0.107692;400:3:0.153846, 400:3:0.0465116;400:1:0.0507246;200:3:0.12;400:3:0.0723684;400:3:0.0592105, , , 
B4U62_RS12460, 1114.3, , , , , 
B4U62_RS12465, 568.7, , , , , 
B4U62_RS12470, 711.3, , , , , 
B4U62_RS12475, 413.3, , , , , 
B4U62_RS12480, 574.0, , , , , 
