Position, Gene, Allele, Annotation, Test statistic, P-value, Deletion index, Fold reduction, Deletion P-value, Duplication index, Fold increase, Duplication pvalue, Passed?, AC:100, DP:100, AC:200, DP:200, AC:300, DP:300, AC:400, DP:400, AC:600, DP:600, AC:700, DP:700
5164290, FFI16_RS23720, G->C, missense, -0.204362472359, 0.3684, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 134.0, 0.0, 68.0, 4.0, 129.0, 19.0, 109.0, 4.0, 107.0, 18.0, 139.0
5168378, FFI16_RS23725, A->C, synonymous, 0.557105437118, 0.1027, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 150.0, 0.0, 54.0, 0.0, 138.0, 1.0, 140.0, 8.0, 116.0, 2.0, 160.0
5168404, FFI16_RS23725, A->C, missense, -5.260468349, 0.3718, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 152.0, 0.0, 53.0, 2.0, 153.0, 0.0, 155.0, 5.0, 120.0, 2.0, 176.0
5168454, FFI16_RS23725, G->T, synonymous, -2.01797014844, 0.2143, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 159.0, 0.0, 47.0, 0.0, 144.0, 2.0, 122.0, 2.0, 108.0, 1.0, 175.0
5172446, FFI16_RS23740, A->C, missense, -3.55850527669, 0.4067, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 163.0, 0.0, 30.0, 0.0, 158.0, 0.0, 148.0, 2.0, 110.0, 2.0, 142.0
5172466, FFI16_RS23740, C->A, missense, -3.26369468179, 0.3874, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 171.0, 0.0, 35.0, 2.0, 161.0, 3.0, 146.0, 0.0, 131.0, 1.0, 156.0
5192010, intergenic, G->C, noncoding, 0.182145245101, 0.3175, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 62.0, 0.0, 31.0, 0.0, 69.0, 5.0, 19.0, 4.0, 49.0, 7.0, 68.0
5192016, intergenic, A->C, noncoding, 1.16924931232, 0.023, 7, 1, 1, 1, 1, 1, PASS, 0.0, 64.0, 0.0, 33.0, 0.0, 67.0, 4.0, 16.0, 2.0, 48.0, 11.0, 68.0
5192020, intergenic, T->A, noncoding, 0.565953193053, 0.2022, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 59.0, 0.0, 30.0, 0.0, 65.0, 3.0, 16.0, 4.0, 45.0, 6.0, 65.0
5192028, intergenic, C->A, noncoding, 0.510086521913, 0.1287, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 52.0, 0.0, 31.0, 1.0, 63.0, 3.0, 14.0, 3.0, 48.0, 3.0, 63.0
5192787, FFI16_RS23800, A->C, missense, 0.0566974904519, 0.2651, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 100.0, 0.0, 43.0, 2.0, 82.0, 2.0, 65.0, 3.0, 74.0, 10.0, 69.0
5200024, FFI16_RS23840, T->G, missense, -0.239452012195, 0.3884, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 94.0, 0.0, 22.0, 1.0, 75.0, 1.0, 70.0, 4.0, 79.0, 9.0, 59.0
5201551, FFI16_RS23845, G->T, missense, 0.257501802549, 0.2407, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 113.0, 0.0, 45.0, 3.0, 116.0, 7.0, 97.0, 20.0, 89.0, 9.0, 78.0
5201552, FFI16_RS23845, G->T, synonymous, 0.389225944218, 0.1597, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 112.0, 0.0, 45.0, 0.0, 117.0, 3.0, 99.0, 16.0, 89.0, 5.0, 78.0
5201560, FFI16_RS23845, G->T, missense, 0.0863907540425, 0.3489, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 111.0, 0.0, 42.0, 3.0, 117.0, 10.0, 96.0, 25.0, 87.0, 12.0, 78.0
5201574, FFI16_RS23845, A->T, nonsense, -0.621638199957, 0.4058, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 117.0, 0.0, 35.0, 2.0, 123.0, 0.0, 95.0, 16.0, 83.0, 2.0, 77.0
5205741, intergenic, C->A, noncoding, -0.892608226224, 0.3864, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 72.0, 1.0, 16.0, 8.0, 50.0, 0.0, 39.0, 3.0, 88.0, 5.0, 58.0
5207041, intergenic, A->T, noncoding, 0.105729932371, 0.326, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 61.0, 0.0, 17.0, 0.0, 34.0, 0.0, 18.0, 4.0, 58.0, 12.0, 67.0
5208120, intergenic, A->C, noncoding, 0.441022661544, 0.1448, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 101.0, 1.0, 41.0, 2.0, 84.0, 8.0, 30.0, 7.0, 98.0, 11.0, 84.0
5208124, intergenic, A->G, noncoding, -1.22650987599, 0.3896, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 103.0, 0.0, 43.0, 1.0, 88.0, 10.0, 28.0, 2.0, 94.0, 2.0, 75.0
5208127, intergenic, T->G, noncoding, -3.28448194921, 0.4022, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 103.0, 0.0, 45.0, 3.0, 89.0, 5.0, 29.0, 1.0, 95.0, 3.0, 74.0
5208130, intergenic, C->G, noncoding, -0.843485433672, 0.3996, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 106.0, 0.0, 46.0, 4.0, 89.0, 10.0, 29.0, 1.0, 96.0, 7.0, 73.0
5208131, intergenic, T->G, noncoding, -0.00302017515331, 0.3683, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 107.0, 0.0, 46.0, 1.0, 89.0, 7.0, 29.0, 5.0, 96.0, 4.0, 73.0
5208132, intergenic, C->A, noncoding, 0.257560375101, 0.2905, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 103.0, 0.0, 45.0, 2.0, 90.0, 5.0, 29.0, 8.0, 96.0, 8.0, 73.0
5208132, intergenic, C->G, noncoding, -0.644838113391, 0.3893, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 103.0, 0.0, 45.0, 1.0, 90.0, 4.0, 29.0, 2.0, 96.0, 6.0, 73.0
5208135, intergenic, T->A, noncoding, -1.40908441797, 0.4038, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 99.0, 0.0, 44.0, 1.0, 87.0, 9.0, 28.0, 2.0, 93.0, 4.0, 70.0
5208135, intergenic, T->G, noncoding, 0.503919093197, 0.2031, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 99.0, 1.0, 44.0, 2.0, 87.0, 5.0, 28.0, 13.0, 93.0, 15.0, 70.0
5208136, intergenic, C->A, noncoding, 0.31242511555, 0.2056, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 99.0, 0.0, 43.0, 3.0, 88.0, 5.0, 28.0, 6.0, 93.0, 6.0, 69.0
5208137, intergenic, G->C, noncoding, -0.244415471494, 0.3946, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 99.0, 0.0, 40.0, 0.0, 90.0, 8.0, 27.0, 5.0, 93.0, 4.0, 69.0
5208140, intergenic, A->C, noncoding, 0.257909086699, 0.242, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 99.0, 0.0, 40.0, 4.0, 93.0, 6.0, 28.0, 8.0, 95.0, 7.0, 74.0
5208144, intergenic, C->A, noncoding, -4.60256410256, 0.4061, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 102.0, 0.0, 39.0, 2.0, 95.0, 5.0, 30.0, 3.0, 95.0, 0.0, 75.0
5208150, intergenic, T->A, noncoding, -0.401056066736, 0.3877, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 100.0, 0.0, 40.0, 6.0, 96.0, 11.0, 30.0, 4.0, 95.0, 6.0, 76.0
5208151, intergenic, C->A, noncoding, 0.17919108978, 0.2323, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 100.0, 0.0, 40.0, 5.0, 96.0, 10.0, 30.0, 8.0, 96.0, 8.0, 77.0
5208157, FFI16_RS23890, C->A, missense, 0.164785854222, 0.3224, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 107.0, 0.0, 42.0, 8.0, 97.0, 8.0, 37.0, 8.0, 103.0, 11.0, 83.0
5208163, FFI16_RS23890, T->A, missense, -3.52871106597, 0.4043, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 109.0, 0.0, 41.0, 3.0, 99.0, 5.0, 40.0, 0.0, 103.0, 2.0, 84.0
5208173, FFI16_RS23890, G->C, missense, -1.00153005187, 0.3977, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 115.0, 0.0, 42.0, 4.0, 103.0, 7.0, 48.0, 1.0, 112.0, 5.0, 100.0
5226251, FFI16_RS23975, A->C, missense, 0.294363311307, 0.3694, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 104.0, 0.0, 36.0, 0.0, 63.0, 8.0, 45.0, 5.0, 61.0, 8.0, 61.0
5226268, FFI16_RS23975, A->T, missense, 0.329457669702, 0.3243, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 105.0, 0.0, 44.0, 0.0, 60.0, 8.0, 51.0, 6.0, 70.0, 6.0, 72.0
5226272, FFI16_RS23975, T->G, missense, 0.460280029872, 0.3039, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 105.0, 0.0, 44.0, 0.0, 63.0, 10.0, 52.0, 8.0, 70.0, 8.0, 73.0
5226279, FFI16_RS23975, C->A, missense, 0.178172426435, 0.3876, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 110.0, 0.0, 44.0, 0.0, 69.0, 11.0, 55.0, 6.0, 68.0, 9.0, 75.0
5226284, FFI16_RS23975, A->T, missense, 0.55666545217, 0.1458, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 121.0, 0.0, 47.0, 1.0, 67.0, 8.0, 53.0, 2.0, 66.0, 6.0, 77.0
5226287, FFI16_RS23975, T->G, missense, 0.496674671937, 0.1518, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 123.0, 0.0, 49.0, 1.0, 67.0, 9.0, 54.0, 5.0, 75.0, 3.0, 81.0
5226291, FFI16_RS23975, C->G, synonymous, -0.380771942283, 0.3844, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 123.0, 0.0, 49.0, 0.0, 68.0, 8.0, 56.0, 3.0, 80.0, 4.0, 82.0
5226295, FFI16_RS23975, T->G, missense, -0.0585234587677, 0.3908, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 123.0, 0.0, 50.0, 1.0, 67.0, 3.0, 58.0, 12.0, 78.0, 4.0, 84.0
5226299, FFI16_RS23975, A->T, missense, 0.348120385948, 0.1999, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 126.0, 0.0, 51.0, 2.0, 69.0, 12.0, 59.0, 5.0, 80.0, 8.0, 87.0
5226305, FFI16_RS23975, G->T, missense, 0.26031128852, 0.2958, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 131.0, 0.0, 51.0, 3.0, 68.0, 19.0, 57.0, 14.0, 82.0, 17.0, 95.0
5226308, FFI16_RS23975, A->C, missense, -0.0508537218031, 0.3673, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 131.0, 0.0, 52.0, 3.0, 67.0, 10.0, 57.0, 4.0, 84.0, 13.0, 95.0
5235565, FFI16_RS24005, G->T, missense, -1.46844970048, 0.3884, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 106.0, 0.0, 46.0, 1.0, 107.0, 8.0, 43.0, 3.0, 72.0, 1.0, 81.0
5240650, FFI16_RS24025, G->C, missense, 1.03529631838, 0.0924, 7, 1, 1, 1, 1, 1, PASS, 0.0, 106.0, 0.0, 35.0, 1.0, 101.0, 3.0, 79.0, 7.0, 48.0, 10.0, 61.0
5240653, FFI16_RS24025, G->T, missense, 0.720042235162, 0.1028, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 107.0, 2.0, 36.0, 1.0, 102.0, 2.0, 82.0, 7.0, 48.0, 6.0, 64.0
5240656, FFI16_RS24025, C->A, missense, 0.904119866775, 0.0926, 7, 1, 1, 1, 1, 1, PASS, 1.0, 111.0, 0.0, 40.0, 1.0, 102.0, 3.0, 87.0, 10.0, 49.0, 9.0, 71.0
5241803, FFI16_RS24040, G->T, synonymous, -1.22634083358, 0.4011, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 134.0, 1.0, 42.0, 0.0, 107.0, 2.0, 93.0, 8.0, 54.0, 2.0, 70.0
5244370, FFI16_RS24050, A->C, missense, -0.562439920143, 0.3858, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 98.0, 0.0, 44.0, 3.0, 79.0, 0.0, 102.0, 10.0, 70.0, 5.0, 112.0
5260458, intergenic, G->T, noncoding, 0.690981343441, 0.1635, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 68.0, 0.0, 20.0, 0.0, 56.0, 2.0, 12.0, 10.0, 69.0, 5.0, 65.0
5260467, intergenic, C->A, noncoding, 0.88613503524, 0.1226, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 67.0, 0.0, 22.0, 0.0, 59.0, 3.0, 16.0, 4.0, 70.0, 10.0, 72.0
5275884, FFI16_RS24185, C->A, missense, -0.0409991850326, 0.3732, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 96.0, 0.0, 17.0, 1.0, 102.0, 1.0, 100.0, 19.0, 93.0, 9.0, 128.0
5280686, FFI16_RS24210, C->A, synonymous, -0.254029057213, 0.3816, 7, 1, 1, 1, 1, 1, FAIL, 10.0, 117.0, 0.0, 50.0, 9.0, 131.0, 33.0, 128.0, 5.0, 99.0, 16.0, 144.0
5293997, FFI16_RS24265, T->A, missense, -0.454400681423, 0.3902, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 131.0, 0.0, 37.0, 5.0, 137.0, 17.0, 81.0, 4.0, 116.0, 8.0, 128.0
5294004, FFI16_RS24265, T->G, missense, 0.00916422369807, 0.38, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 134.0, 0.0, 35.0, 6.0, 134.0, 17.0, 80.0, 9.0, 117.0, 12.0, 130.0
5294043, FFI16_RS24265, C->A, missense, -0.920138406867, 0.3815, 7, 1, 1, 1, 1, 1, FAIL, 8.0, 114.0, 1.0, 40.0, 4.0, 131.0, 17.0, 88.0, 1.0, 100.0, 7.0, 123.0
5294048, FFI16_RS24265, C->A, missense, -0.99481450593, 0.3929, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 119.0, 1.0, 41.0, 2.0, 128.0, 12.0, 84.0, 1.0, 100.0, 4.0, 125.0
5309527, FFI16_RS24335, A->C, synonymous, 0.991670923515, 0.1186, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 121.0, 0.0, 38.0, 1.0, 107.0, 4.0, 153.0, 9.0, 50.0, 7.0, 65.0
5310017, intergenic, C->A, noncoding, -0.197408390655, 0.3821, 7, 1, 1, 1, 1, 1, FAIL, 9.0, 125.0, 0.0, 51.0, 6.0, 114.0, 22.0, 79.0, 9.0, 140.0, 18.0, 171.0
5321295, FFI16_RS24380, G->T, missense, -3.39426197139, 0.4209, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 147.0, 0.0, 57.0, 0.0, 118.0, 0.0, 86.0, 2.0, 90.0, 0.0, 117.0
5321298, FFI16_RS24380, T->G, missense, -1.16342841238, 0.4218, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 144.0, 0.0, 56.0, 2.0, 118.0, 0.0, 84.0, 6.0, 91.0, 0.0, 115.0
5322171, FFI16_RS24380, G->T, missense, -6.04557961319, 0.4338, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 150.0, 0.0, 46.0, 2.0, 121.0, 2.0, 104.0, 0.0, 95.0, 3.0, 110.0
5322265, FFI16_RS24380, C->A, missense, -1.97906887212, 0.4231, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 156.0, 0.0, 43.0, 0.0, 109.0, 1.0, 115.0, 3.0, 96.0, 2.0, 131.0
5329848, FFI16_RS24405, A->C, synonymous, -2.96152257692, 0.3656, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 164.0, 0.0, 48.0, 0.0, 134.0, 2.0, 137.0, 1.0, 115.0, 2.0, 159.0
5376676, intergenic, C->A, noncoding, -0.272449651365, 0.3763, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 57.0, 0.0, 18.0, 0.0, 50.0, 6.0, 28.0, 4.0, 77.0, 11.0, 107.0
5376688, intergenic, C->A, noncoding, -0.771040578909, 0.3739, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 56.0, 0.0, 20.0, 0.0, 53.0, 5.0, 33.0, 4.0, 76.0, 5.0, 111.0
5381900, FFI16_RS24620, C->A, missense, 0.303454116328, 0.2895, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 96.0, 0.0, 42.0, 0.0, 109.0, 5.0, 74.0, 13.0, 78.0, 8.0, 75.0
5385154, FFI16_RS24635, C->A, missense, -3.00770761519, 0.4037, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 123.0, 0.0, 59.0, 0.0, 158.0, 0.0, 110.0, 2.0, 105.0, 2.0, 134.0
5399854, FFI16_RS24695, G->C, synonymous, -0.375261046131, 0.3703, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 68.0, 0.0, 43.0, 3.0, 42.0, 5.0, 28.0, 1.0, 19.0, 3.0, 24.0
5399857, FFI16_RS24695, A->C, synonymous, 0.509771548902, 0.1567, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 68.0, 0.0, 40.0, 3.0, 43.0, 4.0, 28.0, 2.0, 19.0, 4.0, 22.0
5407003, FFI16_RS24725, G->T, missense, -0.696962256718, 0.4061, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 123.0, 0.0, 63.0, 5.0, 132.0, 11.0, 73.0, 2.0, 90.0, 3.0, 101.0
5407012, FFI16_RS24730, G->T, noncoding, -0.45409547314, 0.4013, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 128.0, 0.0, 65.0, 3.0, 123.0, 11.0, 72.0, 4.0, 92.0, 2.0, 100.0
5407017, FFI16_RS24730, G->T, noncoding, -1.40082183089, 0.3909, 7, 1, 1, 1, 1, 1, FAIL, 8.0, 133.0, 0.0, 70.0, 9.0, 125.0, 13.0, 68.0, 3.0, 99.0, 7.0, 102.0
5410412, FFI16_RS24750, A->C, synonymous, -3.23729097141, 0.4121, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 135.0, 0.0, 52.0, 4.0, 124.0, 2.0, 147.0, 0.0, 108.0, 2.0, 135.0
5412345, FFI16_RS24760, T->G, missense, -3.07593227445, 0.4183, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 128.0, 0.0, 39.0, 0.0, 117.0, 0.0, 109.0, 2.0, 97.0, 3.0, 120.0
5412366, FFI16_RS24760, A->C, missense, -3.21889778917, 0.4135, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 151.0, 0.0, 40.0, 0.0, 125.0, 1.0, 143.0, 2.0, 128.0, 1.0, 144.0
5417801, intergenic, G->T, noncoding, 0.529124934257, 0.151, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 90.0, 0.0, 39.0, 1.0, 89.0, 5.0, 46.0, 13.0, 78.0, 4.0, 71.0
5417806, intergenic, A->C, noncoding, 0.153528599238, 0.3477, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 87.0, 0.0, 39.0, 2.0, 91.0, 7.0, 43.0, 6.0, 79.0, 8.0, 61.0
5426112, FFI16_RS24825, A->C, missense, -0.950514578159, 0.4195, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 127.0, 1.0, 43.0, 1.0, 94.0, 11.0, 55.0, 3.0, 104.0, 3.0, 90.0
5426116, FFI16_RS24825, T->G, missense, -0.433035918842, 0.3863, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 124.0, 1.0, 39.0, 1.0, 94.0, 16.0, 60.0, 6.0, 106.0, 9.0, 95.0
5426126, FFI16_RS24825, T->G, missense, 0.295472924331, 0.2263, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 133.0, 1.0, 42.0, 2.0, 91.0, 13.0, 63.0, 14.0, 108.0, 7.0, 92.0
5426130, FFI16_RS24825, T->G, missense, 0.286610032423, 0.23, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 136.0, 1.0, 42.0, 2.0, 93.0, 14.0, 63.0, 13.0, 112.0, 6.0, 94.0
5426136, FFI16_RS24825, C->G, missense, -0.249596926482, 0.4137, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 135.0, 0.0, 40.0, 1.0, 89.0, 7.0, 55.0, 3.0, 104.0, 2.0, 93.0
5440571, FFI16_RS24885, G->C, noncoding, 0.0565287749855, 0.3754, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 108.0, 0.0, 39.0, 0.0, 83.0, 17.0, 62.0, 6.0, 55.0, 13.0, 98.0
5440581, FFI16_RS24885, T->A, noncoding, -0.235442484105, 0.3883, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 107.0, 0.0, 39.0, 0.0, 83.0, 11.0, 59.0, 4.0, 56.0, 7.0, 90.0
5440587, FFI16_RS24885, T->G, noncoding, -0.127001944099, 0.3962, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 107.0, 0.0, 35.0, 0.0, 84.0, 9.0, 56.0, 3.0, 51.0, 5.0, 85.0
5443760, FFI16_RS24900, A->C, synonymous, -4.32886702672, 0.4022, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 109.0, 0.0, 44.0, 1.0, 110.0, 0.0, 119.0, 3.0, 99.0, 2.0, 106.0
5443779, FFI16_RS24900, A->C, missense, -1.31566348112, 0.3939, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 109.0, 0.0, 42.0, 0.0, 102.0, 0.0, 105.0, 5.0, 95.0, 2.0, 107.0
5443781, FFI16_RS24900, A->C, synonymous, -4.2756675938, 0.3999, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 111.0, 0.0, 42.0, 1.0, 102.0, 0.0, 108.0, 3.0, 97.0, 2.0, 109.0
5446644, FFI16_RS24910, G->T, noncoding, 1.22493363819, 0.0685, 7, 1, 1, 1, 1, 1, PASS, 0.0, 129.0, 0.0, 75.0, 0.0, 146.0, 4.0, 45.0, 15.0, 79.0, 6.0, 68.0
5446649, FFI16_RS24910, T->A, noncoding, 1.1768428651, 0.0814, 7, 1, 1, 1, 1, 1, PASS, 0.0, 119.0, 0.0, 63.0, 0.0, 135.0, 6.0, 46.0, 13.0, 78.0, 10.0, 64.0
5446651, FFI16_RS24910, C->A, noncoding, 0.776589296202, 0.147, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 122.0, 0.0, 63.0, 0.0, 137.0, 3.0, 46.0, 14.0, 79.0, 11.0, 67.0
5446655, FFI16_RS24910, T->A, noncoding, 1.09292649249, 0.0772, 7, 1, 1, 1, 1, 1, PASS, 0.0, 110.0, 0.0, 60.0, 0.0, 131.0, 7.0, 44.0, 17.0, 78.0, 10.0, 68.0
5446660, FFI16_RS24910, A->C, noncoding, 0.994483549939, 0.0772, 7, 1, 1, 1, 1, 1, PASS, 2.0, 114.0, 0.0, 68.0, 2.0, 147.0, 7.0, 45.0, 20.0, 78.0, 17.0, 70.0
5460462, FFI16_RS24960, T->A, synonymous, -4.05623990603, 0.413, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 146.0, 0.0, 73.0, 0.0, 142.0, 4.0, 104.0, 1.0, 81.0, 3.0, 114.0
5464089, intergenic, C->A, noncoding, -0.721023133317, 0.3877, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 130.0, 0.0, 51.0, 6.0, 112.0, 6.0, 37.0, 3.0, 93.0, 6.0, 116.0
5464090, intergenic, G->C, noncoding, -0.924283113465, 0.4047, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 129.0, 0.0, 52.0, 3.0, 111.0, 5.0, 37.0, 2.0, 92.0, 4.0, 116.0
5464100, intergenic, T->A, noncoding, -0.0751387776697, 0.3905, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 126.0, 0.0, 53.0, 9.0, 114.0, 8.0, 45.0, 2.0, 91.0, 8.0, 119.0
5464122, intergenic, G->T, noncoding, 0.182501441387, 0.3085, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 123.0, 0.0, 60.0, 3.0, 110.0, 9.0, 48.0, 6.0, 93.0, 10.0, 112.0
5464727, FFI16_RS24985, C->T, noncoding, -1.21145265899, 0.3668, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 29.0, 5.0, 14.0, 0.0, 16.0, 5.0, 33.0, 0.0, 18.0, 4.0, 42.0
5464730, FFI16_RS24985, A->G, noncoding, -1.25743461218, 0.3737, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 26.0, 5.0, 14.0, 0.0, 17.0, 5.0, 27.0, 0.0, 19.0, 4.0, 38.0
5468275, intergenic, G->T, noncoding, -0.302225127816, 0.3867, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 122.0, 0.0, 50.0, 3.0, 106.0, 22.0, 112.0, 4.0, 107.0, 7.0, 134.0
5468325, intergenic, C->A, noncoding, -0.897059479171, 0.4041, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 119.0, 0.0, 48.0, 4.0, 93.0, 13.0, 78.0, 2.0, 91.0, 6.0, 105.0
5468612, intergenic, C->A, noncoding, 0.51788086008, 0.1526, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 115.0, 0.0, 52.0, 2.0, 129.0, 2.0, 94.0, 14.0, 68.0, 12.0, 107.0
5468631, intergenic, T->G, noncoding, 0.0106116664939, 0.2878, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 121.0, 0.0, 48.0, 1.0, 121.0, 2.0, 104.0, 7.0, 55.0, 4.0, 108.0
5468633, intergenic, C->A, noncoding, 0.634935158556, 0.1289, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 127.0, 0.0, 50.0, 3.0, 121.0, 3.0, 99.0, 9.0, 53.0, 14.0, 111.0
5468643, intergenic, A->C, noncoding, 0.826352824882, 0.1088, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 123.0, 0.0, 47.0, 2.0, 118.0, 3.0, 99.0, 8.0, 50.0, 12.0, 117.0
5468649, intergenic, T->G, noncoding, 0.788970359601, 0.1451, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 122.0, 0.0, 47.0, 2.0, 115.0, 1.0, 98.0, 10.0, 51.0, 12.0, 115.0
5468690, intergenic, C->A, noncoding, -1.71053701671, 0.4094, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 133.0, 0.0, 42.0, 0.0, 114.0, 2.0, 122.0, 9.0, 56.0, 3.0, 132.0
5468783, intergenic, C->A, noncoding, 0.170247208022, 0.2242, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 122.0, 0.0, 44.0, 3.0, 126.0, 3.0, 90.0, 10.0, 67.0, 6.0, 99.0
5475705, FFI16_RS25050, A->C, synonymous, 0.179765697804, 0.3136, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 83.0, 0.0, 41.0, 6.0, 88.0, 10.0, 48.0, 11.0, 115.0, 13.0, 125.0
5475707, FFI16_RS25050, G->C, synonymous, -0.19873876145, 0.3711, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 83.0, 0.0, 42.0, 1.0, 88.0, 8.0, 48.0, 5.0, 117.0, 11.0, 124.0
5475710, FFI16_RS25050, A->C, synonymous, -0.263279666407, 0.3618, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 82.0, 0.0, 43.0, 3.0, 88.0, 11.0, 48.0, 5.0, 118.0, 18.0, 121.0
5475723, FFI16_RS25050, A->C, missense, -0.272111343088, 0.3768, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 83.0, 0.0, 45.0, 3.0, 88.0, 10.0, 48.0, 4.0, 115.0, 13.0, 127.0
