Identifier, Size, 0P1, 0P2, 0P3, 0P4, 0P5
FFI16_RS24830, 1443.3, , , , , 
FFI16_RS24835, 329.0, , , , , 
FFI16_RS24840, 845.3, , , 300:1:0.0344828:0.136364, , 
FFI16_RS24845, 799.3, , , , , 
FFI16_RS24850, 820.3, , , , , 
FFI16_RS24855, 620.3, , , , , 
FFI16_RS24860, 922.3, , , , , 
FFI16_RS24865, 1162.7, , 400:1:0.0576923:0.375, , , 300:1:0.0416667:0.25
FFI16_RS24870, 1168.3, , , , , 100:3:0.107784:0.219512
FFI16_RS24875, 1251.7, , 500:1:0.0178571:0.142857, 300:1:0:0.25;300:1:0.0208333:0.214286, 600:1:0.0537634:0.3125, 300:1:0.0652174:0.205882;600:1:0.0434783:0.178571
FFI16_RS24880, 627.0, 800:3:0.15625:0.15625, , , , 400:3:0.458647:0.55
FFI16_RS24885, 702.0, , 400:1:0.0588235:0.133333, 500:3:0.0943396:0.210526;300:1:0.02:0.272727;500:1:0.0425532:0.266667;700:3:0.138889:0.166667, , 400:1:0.0361446:0.178571;100:3:0.182927:0.310345;200:1:0.0714286:0.170732;300:1:0.0823529:0.166667;200:3:0.0843373:0.25;400:1:0.0357143:0.210526
FFI16_RS24890, 814.3, , , 500:1:0.0714286:0.153846, , 
FFI16_RS24895, 1172.7, , 500:3:0.145631:0.176471, , , 
FFI16_RS24900, 1408.0, , , , , 
FFI16_RS24905, 432.0, , , , , 
FFI16_RS24910, 667.7, 400:3:0.25:0.263158;800:3:0.166667:0.2, 400:3:0.108333:0.2;400:3:0.151261:0.166667;400:3:0.154545:0.24;400:3:0.157895:0.190476;300:3:0.183486:0.347826;400:3:0.125:0.217391;400:3:0.185841:0.3, 300:1:0.0909091:0.214286;400:1:0.0888889:0.153846;300:3:0.106383:0.214286;300:3:0.186047:0.25;300:3:0.111111:0.25, , 700:1:0.0731707:0.147059;300:1:0.0588235:0.147059;300:3:0.136364:0.230769;300:3:0.151163:0.25;500:1:0.037037:0.166667;300:3:0.0864198:0.230769;300:3:0.134146:0.230769;300:3:0.146667:0.37037;500:1:0.0909091:0.214286;300:3:0.171053:0.428571
FFI16_RS24915, 1048.0, , 500:1:0:0.16129, , , 
FFI16_RS24920, 473.3, , , , , 
FFI16_RS24925, 298.3, , , , , 
FFI16_RS24930, 870.7, , , , , 
FFI16_RS24935, 1010.7, 800:3:0.115385:0.115385, , , , 
FFI16_RS24940, 2340.3, , 300:3:0.0940171:0.166667, 500:1:0.0444444:0.147059;500:1:0.0666667:0.153846;300:1:0.0869565:0.230769;400:1:0.0652174:0.156863, 300:3:0.125:0.222222;600:1:0.0444444:0.178571;600:3:0.0344828:0.130435;600:1:0.0227273:0.130435, 300:3:0.147368:0.193548
FFI16_RS24945, 1975.7, 300:1:0.0681818:0.2, , 600:1:0.0178571:0.125, , 
FFI16_RS24950, 443.3, , , , , 
FFI16_RS24955, 530.7, , , , , 
FFI16_RS24960, 1490.0, , , , , 
FFI16_RS24965, 1226.7, 300:1:0.0322581:0.131148, , , 700:3:0.103448:0.153846, 
FFI16_RS24975, 1189.0, , , , , 
FFI16_RS24980, 283.3, , 500:1:0.0215827:0.121212, 300:3:0.14:0.2, , 500:3:0.117647:0.173913;500:3:0.122302:0.177778;300:1:0.0652174:0.208333
FFI16_RS24985, 514.7, , , , , 700:3:0.34:0.575758
FFI16_RS24990, 922.3, 500:3:0.489796:0.738095, , , , 
FFI16_RS24995, 1091.0, , , , , 
FFI16_RS25005, 334.7, , , , , 
FFI16_RS25010, 346.0, , , , , 
FFI16_RS25015, 207.0, , , , , 
FFI16_RS25020, 323.3, , , , , 
FFI16_RS25025, 198.7, , , , , 
FFI16_RS25030, 410.7, , , , , 
FFI16_RS25035, 1216.0, , , , , 
FFI16_RS25040, 1093.0, 600:3:0.105263:0.181818, , , , 600:1:0.0980392:0.172414
FFI16_RS25045, 1013.7, , , , , 300:1:0.0396825:0.148148
FFI16_RS25050, 595.0, , , 300:3:0.113924:0.3, , 
FFI16_RS25055, 1049.0, , , , , 200:3:0.330709:0.360656
FFI16_RS25060, 602.3, , , , , 
FFI16_RS25065, 591.7, , , , , 
FFI16_RS25070, 597.0, , , , , 
FFI16_RS25075, 206.3, , , , , 
FFI16_RS25080, 495.3, , , , , 
FFI16_RS25085, 554.7, , , , , 
FFI16_RS25090, 1343.3, , , , , 
FFI16_RS25095, 1774.0, , , , , 
FFI16_RS25100, 805.0, , , , , 
FFI16_RS25105, 211.0, , , , , 
FFI16_RS25110, 177.0, , , , , 
FFI16_RS25115, 620.7, , , , , 
FFI16_RS25120, 1296.3, , , , , 100:3:0.552381:0.728571
FFI16_RS25125, 790.0, , , , , 
FFI16_RS25130, 758.0, 800:3:0.222222:0.222222, , , , 700:3:0.0909091:0.190476
FFI16_RS25135, 389.7, , , , , 
FFI16_RS25140, 210.7, , , , , 
FFI16_RS25145, 1136.3, , , , , 
FFI16_RS25150, 690.7, 700:3:0.419355:0.419355, , , , 
FFI16_RS25155, 600.0, , , , , 
FFI16_RS25160, 591.3, , , , , 
FFI16_RS25165, 546.3, , , 500:3:0.301205:0.482759, , 
FFI16_RS25170, 879.0, , , , 300:3:0.40404:0.947368, 
FFI16_RS25175, 786.7, , , , , 
FFI16_RS25180, 757.7, , , , , 
FFI16_RS25185, 283.0, , , , , 
FFI16_RS25190, 177.0, , , , , 
FFI16_RS25195, 1107.0, , , , , 
FFI16_RS25205, 844.0, , , 200:3:0.30137:0.444444, , 
FFI16_RS25210, 212.7, , , , , 
FFI16_RS25215, 734.0, , , , , 
FFI16_RS25220, 2431.0, , 600:3:0.415385:0.415385, , , 500:1:0.019802:0.142857
FFI16_RS25225, 1690.3, , , , , 300:3:0.366667:0.567568
FFI16_RS25230, 320.3, , , , , 200:1:0.0408163:0.269231
FFI16_RS25235, 455.7, , , , , 
FFI16_RS25240, 694.0, , , , , 
FFI16_RS25245, 528.0, , , , , 200:3:0.234234:0.333333
FFI16_RS25250, 266.7, , , , , 600:3:0.151261:0.151261
FFI16_RS25255, 256.3, , , , , 
FFI16_RS25260, 1064.0, , 300:3:0.360825:0.409836, , , 
FFI16_RS25265, 1093.0, , , , , 
FFI16_RS25270, 1695.0, , , , 600:3:0.116667:0.153846;600:3:0.0655738:0.307692, 
FFI16_RS25275, 269.0, , , , 600:3:0.0566038:0.6;600:1:0.0377358:0.8;600:1:0.0612245:1;600:1:0.0408163:0.8;600:3:0.0612245:0.8;600:1:0.0612245:1, 
FFI16_RS25280, 950.3, , , , , 
FFI16_RS25285, 2303.7, , , , , 600:3:0.414634:0.672131
FFI16_RS25290, 876.7, , , , , 
FFI16_RS25295, 463.3, , 500:1:0.0772947:0.194444, , , 
FFI16_RS25300, 1408.0, , 500:1:0.0282486:0.133333;500:1:0.0722892:0.15625, 300:1:0.0421053:0.285714;300:1:0.0117647:0.157895, , 
FFI16_RS25305, 1028.7, , , , , 
FFI16_RS25310, 370.0, , , , , 
FFI16_RS25315, 631.0, 400:3:0.126984:0.229885, 300:1:0.0260417:0.2;300:1:0.0540541:0.22, 600:3:0.08:0.1875, , 100:1:0.0863309:0.207547
FFI16_RS25320, 513.3, , , , , 
FFI16_RS25325, 514.7, , , , , 
FFI16_RS25330, 439.0, , , , , 
FFI16_RS25335, 740.7, , 500:3:0.0615385:0.153846, , , 
FFI16_RS25340, 1800.7, 600:3:0.577778:0.577778;700:3:0.129032:0.129032;700:3:0.133333:0.133333;700:3:0.125:0.125;700:3:0.121212:0.121212;700:3:0.129032:0.129032, 600:3:0.404762:0.404762, , , 
FFI16_RS25345, 452.7, , , , 600:3:0.0505051:0.214286, 
FFI16_RS25350, 356.0, , , , , 
FFI16_RS25355, 1589.7, , , , , 
FFI16_RS25360, 850.0, , , , , 
FFI16_RS25365, 378.7, 700:3:0.173913:0.173913;800:3:0.181818:0.181818;300:1:0.130435:0.190476;800:3:0.148148:0.148148, 800:3:0.123077:0.222222, , 300:1:0.0833333:0.15, 
FFI16_RS25370, 723.3, , , , , 
FFI16_RS25375, 1275.7, , , , , 
FFI16_RS25380, 787.0, , , , , 
FFI16_RS25385, 619.0, , , 600:3:0.346939:0.727273, , 
FFI16_RS25395, 416.7, , , 600:3:0.1875:0.25, , 500:3:0.43662:0.772727
FFI16_RS25400, 617.0, , , , , 
FFI16_RS25405, 372.0, , , , , 
FFI16_RS25410, 675.7, , , , , 
FFI16_RS25415, 110.3, , , , , 
FFI16_RS25420, 1091.7, , , 300:1:0.0677966:0.142857, , 
FFI16_RS25425, 659.7, , , , , 
FFI16_RS25430, 1860.7, , , , , 
FFI16_RS25435, 290.3, , , , , 
FFI16_RS25440, 1310.7, , , , , 
FFI16_RS25445, 831.0, , , , , 
FFI16_RS25450, 593.7, , , , , 
FFI16_RS25455, 604.0, , , , , 
FFI16_RS25460, 642.3, , , , , 
FFI16_RS25465, 886.0, 800:3:0.133333:0.133333, , 300:1:0.0714286:0.214286;300:1:0:0.1875;300:1:0:0.176471, 600:1:0.0309278:0.1875, 
FFI16_RS25470, 1128.7, , 400:3:0.0717703:0.470588, 300:1:0.0106383:0.12;500:3:0.371429:0.5, 600:1:0.0434783:0.25, 400:3:0.544643:0.72549;600:3:0.136752:0.136752
FFI16_RS25475, 1614.0, , , , , 
FFI16_RS25480, 795.3, , , , , 
FFI16_RS25485, 806.7, , , 500:3:0.303571:0.451613, , 
FFI16_RS25490, 703.3, , , , , 
FFI16_RS25495, 497.3, , , , , 
FFI16_RS25500, 570.7, , , , 300:3:0.444444:0.830189, 
FFI16_RS25505, 685.7, , , , , 
FFI16_RS25510, 1032.3, , , , , 
FFI16_RS25515, 922.0, , , , , 
FFI16_RS25520, 1041.3, , , , , 
FFI16_RS25525, 719.7, , , , , 
FFI16_RS25530, 832.7, , , , , 
FFI16_RS25535, 466.3, , , , , 
FFI16_RS25540, 2954.0, , , , , 
FFI16_RS25545, 579.0, , , , , 
FFI16_RS25550, 1748.0, , , , , 
FFI16_RS25555, 2308.0, 800:3:0.153846:0.153846, 500:1:0.0147059:0.15, 700:3:0.106383:0.166667;500:1:0.115385:0.2, 600:3:0.0892857:0.230769, 
FFI16_RS25560, 795.7, , , , , 
FFI16_RS25565, 907.0, , , , 600:1:0.027027:0.136364, 
FFI16_RS25570, 892.7, , 500:1:0.0206186:0.125, , , 
FFI16_RS25575, 653.3, , , , , 
FFI16_RS25580, 594.3, , , , , 
FFI16_RS25585, 486.0, , , 700:3:0.1:0.133333, 700:3:0.130435:0.130435;700:3:0.130435:0.130435, 700:1:0.0434783:0.135135
FFI16_RS25590, 571.7, , , , , 
FFI16_RS25595, 691.0, , , , , 
FFI16_RS25600, 741.7, , , , , 
FFI16_RS25605, 543.7, , , , 600:1:0.0483871:0.137931, 
FFI16_RS25610, 303.3, , , , , 
FFI16_RS25615, 587.3, , 100:3:0.0995475:0.258065, , 600:1:0.057971:0.153846, 
FFI16_RS25620, 710.0, 800:3:0.18:0.18, , , , 
FFI16_RS25625, 743.3, , , , , 
FFI16_RS25630, 888.7, , , , , 
FFI16_RS25635, 1828.7, , , , , 
FFI16_RS25640, 779.3, , , , , 
FFI16_RS25645, 1331.7, , , , , 
FFI16_RS25650, 786.3, , , , , 
FFI16_RS25655, 781.7, , , , , 
FFI16_RS25660, 862.0, , , , , 
FFI16_RS25665, 1267.0, 600:3:0.0892857:0.188119, , , , 500:3:0.18254:0.18254
FFI16_RS25670, 609.0, , , , , 
FFI16_RS25675, 333.7, , , , , 
FFI16_RS25680, 929.3, , , , , 
FFI16_RS25685, 763.3, , , , , 
FFI16_RS25690, 311.3, , , , , 
FFI16_RS25695, 602.7, , , , , 
FFI16_RS25700, 396.0, , , , , 
FFI16_RS25705, 754.0, , , , , 
FFI16_RS25710, 659.7, , , , , 
FFI16_RS25715, 675.3, , , , , 
FFI16_RS25720, 846.7, 800:3:0.142857:0.142857;800:3:0.142857:0.142857;700:1:0:0.142857;700:3:0.125:0.125, 300:1:0.0625:0.266667;300:1:0.0416667:0.222222, 500:3:0.272727:0.28125, , 300:1:0.153846:0.32;300:1:0.0833333:0.32;200:1:0.0625:0.28125;300:1:0.0555556:0.290323;300:1:0.0555556:0.225806;300:1:0.0555556:0.193548;300:3:0.419355:0.571429
FFI16_RS25725, 243.0, , , , , 
FFI16_RS25730, 1560.7, , , , , 600:3:0.399015:0.601626
FFI16_RS25735, 976.0, , , , , 
FFI16_RS25740, 865.3, , , 100:3:0.0930233:0.230769;600:3:0.0731707:0.181818, , 
FFI16_RS25745, 995.3, , , , , 
FFI16_RS25750, 1062.0, , , 300:1:0.0322581:0.15, , 
FFI16_RS25755, 1196.0, , , , 400:3:0.47619:0.714286, 
FFI16_RS25760, 178.0, , , , , 
FFI16_RS25765, 440.7, , , , , 
FFI16_RS25770, 489.0, , , , , 
FFI16_RS25775, 1319.0, , , , , 
FFI16_RS25780, 1560.0, , , , , 
FFI16_RS25785, 1043.7, , , , , 
FFI16_RS25790, 483.3, , , , , 
FFI16_RS25795, 308.0, 500:3:0.117647:0.216216;300:3:0.211538:0.246575, 700:3:0.130435:0.184211, 700:3:0.152542:0.152542;700:3:0.0833333:0.142857;100:3:0.118644:0.272727;100:3:0.0983607:0.2, , 300:3:0.08:0.24;100:3:0.1:0.294118;300:3:0.138614:0.294118;100:3:0.0761905:0.382353;400:1:0.0373832:0.205882;600:1:0.0458716:0.142857;300:3:0.0917431:0.2;100:3:0.0803571:0.324324;100:3:0.146789:0.25;300:3:0.0803571:0.189189;200:3:0.0940171:0.230769;600:3:0.0956522:0.179487;100:3:0.147826:0.217391;300:3:0.0878378:0.195652
FFI16_RS25800, 612.7, , , , , 
FFI16_RS25805, 559.3, , , , , 
FFI16_RS25810, 459.7, , , , , 
FFI16_RS25820, 2034.7, , , , , 
FFI16_RS25825, 292.7, , , , , 400:3:0.410596:0.693878
FFI16_RS25835, 642.0, , , , , 
FFI16_RS25840, 346.3, , , , , 
FFI16_RS25845, 222.0, , , , , 
FFI16_RS25850, 642.7, , , , , 
FFI16_RS25855, 654.7, , , , , 
FFI16_RS25865, 466.7, , , , , 
FFI16_RS25870, 317.0, 400:1:0.0363636:0.166667, , , , 600:1:0.034188:0.146341
FFI16_RS25875, 654.7, , 600:3:0.266667:0.4, , , 
FFI16_RS25880, 312.0, , , , , 
FFI16_RS25885, 7829.0, 700:3:0.16129:0.16129, , 200:3:0.315217:0.333333;500:1:0.0588235:0.136364, 600:3:0.0526316:0.130435;600:3:0.0847458:0.151515, 
FFI16_RS25890, 1425.0, , 200:1:0.031746:0.174825, , , 
FFI16_RS25895, 366.7, , , , , 
FFI16_RS25900, 1020.3, , , 100:1:0.056338:0.307692, 600:3:0.0810811:0.142857, 
FFI16_RS25905, 1536.3, 700:3:0.117647:0.117647, , , , 
FFI16_RS25910, 1975.3, 700:3:0.111111:0.127273, , , , 
FFI16_RS25915, 1239.0, , 500:1:0.0490196:0.173913, , , 
FFI16_RS25920, 573.3, , , , , 
FFI16_RS25925, 1072.3, 800:3:0.142857:0.142857, , , , 
FFI16_RS25930, 671.0, , , , , 
FFI16_RS25935, 152.0, , , , , 
FFI16_RS25940, 1553.0, , , , , 
FFI16_RS25945, 412.7, , , , , 
FFI16_RS25950, 223.0, , , , , 
FFI16_RS25955, 1312.7, , , , 600:1:0:0.135135;700:3:0.133333:0.133333, 
FFI16_RS25960, 1738.3, , , , , 
FFI16_RS25965, 533.7, , , , , 
FFI16_RS25970, 1956.3, , , , , 
FFI16_RS25975, 715.3, , , , , 
FFI16_RS25980, 456.7, 800:3:0.153846:0.153846, , , , 
FFI16_RS25985, 1096.0, 500:3:0.511111:0.815217, , , , 
FFI16_RS25990, 801.7, , , , , 
FFI16_RS25995, 1232.3, , , , , 
FFI16_RS26000, 743.3, , , , , 
FFI16_RS26005, 584.0, , , , , 
FFI16_RS26010, 638.0, , , , , 
FFI16_RS26015, 662.3, , , , , 
FFI16_RS26020, 780.3, , 300:3:0.0754717:0.196078, 300:1:0.0104167:0.130435, , 100:1:0.0692308:0.324324
FFI16_RS26025, 1033.7, 800:3:0.147059:0.147059, , , , 300:1:0.0520833:0.151515
FFI16_RS26030, 1644.0, , , , 600:1:0.0285714:0.272727, 
FFI16_RS26035, 1142.7, 700:3:0.178571:0.178571, , , , 500:1:0.0393701:0.176471
FFI16_RS26040, 13887.3, 800:3:0.170732:0.170732, 300:1:0.0680272:0.2, 200:3:0.444444:0.545455;500:1:0.0615385:0.285714;700:3:0.123077:0.123077, 400:3:0.634615:0.634615;600:3:0.0373832:0.214286;600:1:0.0357143:0.214286;300:3:0.452381:0.810458, 500:1:0.0344828:0.155556;700:3:0.136842:0.234375;100:1:0.016129:0.202899;400:3:0.545455:0.759259;600:3:0.136:0.136
FFI16_RS26045, 360.0, , , , , 
FFI16_RS26050, 1493.0, , , , , 
FFI16_RS26055, 632.7, , , , , 
FFI16_RS26060, 644.3, , , , , 500:3:0.440299:0.588785
FFI16_RS26065, 692.0, , 600:3:0.0615385:0.308824, , , 
FFI16_RS26070, 728.3, , , , , 
FFI16_RS26075, 2540.0, , , 600:3:0.480769:0.480769, , 
FFI16_RS26080, 369.7, , , 300:1:0.031746:0.210526, 700:3:0.139535:0.139535, 
FFI16_RS26085, 1532.0, , , 500:3:0.346939:0.36, , 
FFI16_RS26090, 491.3, , , , , 
FFI16_RS26095, 740.0, , , 600:3:0.0961538:0.1875, , 
FFI16_RS26100, 2000.3, , 300:3:0.630952:0.833333, , 500:3:0.521739:0.521739, 
FFI16_RS26105, 217.0, 800:3:0.130435:0.130435, 500:1:0.0373832:0.2;500:1:0.00840336:0.25;600:1:0:0.121951;300:1:0.025:0.269231;500:1:0.00826446:0.142857;500:1:0.0243902:0.195122;500:1:0.0366972:0.16, 300:1:0.0689655:0.166667, 300:1:0:0.285714;300:1:0:0.166667, 400:1:0.027027:0.219512;500:1:0.0140845:0.282051;500:1:0.025641:0.153846;500:1:0.0123457:0.179487;500:1:0:0.208333;500:1:0.0246914:0.139535
FFI16_RS26110, 217.0, , , , , 
FFI16_RS26115, 3017.0, , , , , 
FFI16_RS26120, 99.0, , , , , 
FFI16_RS26125, 165.0, , , , , 
FFI16_RS26130, 1639.0, , , , , 
FFI16_RS26140, 925.7, , , , 600:1:0.0131579:0.136364;600:1:0.0131579:0.136364, 
FFI16_RS26145, 1007.0, , , , , 
FFI16_RS26150, 743.7, , , , , 
FFI16_RS26155, 938.7, , 600:1:0.0141844:0.473684, , , 
FFI16_RS26160, 253.0, , , 200:3:0.39759:0.5, , 
FFI16_RS26165, 1072.7, , , , , 
FFI16_RS26170, 1231.0, , , , , 
FFI16_RS26175, 266.0, , , , , 
FFI16_RS26180, 244.3, , , , , 
FFI16_RS26185, 337.7, , , , , 
FFI16_RS26190, 332.3, , , , , 
FFI16_RS26195, 276.0, , , , , 
FFI16_RS26200, 1492.3, , , , , 
FFI16_RS26205, 1079.7, , 500:1:0.017341:0.111111, , , 
FFI16_RS26210, 645.3, , 300:3:0.470588:0.753846, , , 
FFI16_RS26215, 1332.3, , , , , 
FFI16_RS26220, 1109.0, , , , , 400:3:0.430233:0.592105
FFI16_RS26225, 849.0, , , , , 
FFI16_RS26230, 909.0, , , , , 
FFI16_RS26235, 589.0, , , 600:3:0.358491:0.358491, , 
FFI16_RS26240, 715.0, , , 500:3:0.0689655:0.3, , 
FFI16_RS26245, 459.3, , , , , 
FFI16_RS26250, 1006.0, , , , , 
FFI16_RS26255, 1098.3, , , , , 
FFI16_RS26260, 369.3, 300:1:0.0967742:0.222222;400:1:0.0322581:0.178571, , 300:1:0.0416667:0.272727, 500:3:0.155556:0.16, 500:1:0.0657895:0.166667;600:1:0.0337079:0.153846;300:1:0.0659341:0.25641;300:1:0.0333333:0.146341;300:1:0.0967742:0.2;300:1:0.0425532:0.179487
FFI16_RS26265, 199.7, 400:3:0.133333:0.285714, , 200:3:0.0888889:0.3, , 100:3:0.15534:0.342105
FFI16_RS26270, 327.0, , , , , 
FFI16_RS26275, 1117.0, , , , , 
FFI16_RS26280, 1361.0, , 400:3:0.463576:0.536232, , , 
FFI16_RS26285, 681.3, , , , , 
FFI16_RS26290, 1563.3, , , , 600:1:0.0416667:0.214286, 
FFI16_RS26295, 669.0, , , , , 
FFI16_RS26300, 591.7, 800:3:0.130435:0.130435, , , , 
FFI16_RS26310, 583.7, , , , , 
FFI16_RS26315, 594.0, , , , , 
FFI16_RS26320, 2187.7, , 700:1:0.0222222:0.116279, 300:1:0.0126582:0.157895, , 
FFI16_RS26325, 222.7, , , 500:1:0.025641:0.214286, , 
FFI16_RS26330, 772.0, , , , , 
FFI16_RS26335, 758.0, , , , , 
FFI16_RS26340, 369.0, , , , , 
FFI16_RS26345, 590.3, , , , , 
FFI16_RS26350, 557.7, , , , , 
FFI16_RS26355, 578.3, , , , , 
FFI16_RS26360, 1741.3, , 200:2:0.934211:0.984615, , 600:3:0.0833333:0.214286, 
FFI16_RS26365, 853.0, , , , , 
FFI16_RS26370, 491.3, , , , , 
FFI16_RS26375, 629.7, , , , , 
FFI16_RS26380, 159.0, , , , , 
FFI16_RS26385, 292.3, , , , , 
FFI16_RS26390, 483.0, , , , , 
FFI16_RS26395, 661.7, 800:3:0.137255:0.137255, 700:3:0.0612245:0.117647;700:3:0.0769231:0.142857, 700:3:0.15:0.15, 600:3:0.0508475:0.176471, 700:3:0.102273:0.142857
FFI16_RS26400, 794.7, , , , , 
FFI16_RS26405, 447.3, , , , , 
FFI16_RS26410, 593.7, , , , , 
FFI16_RS26415, 152.3, , , , , 
FFI16_RS26420, 719.3, , , , , 
FFI16_RS26425, 525.3, , , , , 
FFI16_RS26430, 1273.0, , , , , 
FFI16_RS26435, 971.7, , , , , 
FFI16_RS26440, 596.3, , 300:3:0.363636:0.477273, , , 
FFI16_RS26445, 1214.7, , , , , 
FFI16_RS26450, 668.3, , , , , 
FFI16_RS26455, 879.3, , , , 600:1:0.0151515:0.333333, 
FFI16_RS26460, 1012.0, , , , , 
FFI16_RS26465, 1379.3, 800:3:0.125:0.125, , , , 
FFI16_RS26470, 684.3, , , , , 
FFI16_RS26475, 628.7, , , , , 600:1:0.0448718:0.157143
FFI16_RS26480, 218.7, , , , , 100:3:0.577586:0.84
FFI16_RS26485, 1668.0, , , , , 
FFI16_RS26490, 411.0, , , , , 
FFI16_RS26495, 507.0, , , , , 
FFI16_RS26500, 905.3, , , , , 
FFI16_RS26505, 365.0, , , , , 
FFI16_RS26510, 290.0, , , , , 
FFI16_RS26520, 427.3, , , , , 
FFI16_RS26525, 849.0, , , , , 
FFI16_RS26530, 276.7, , , , , 
FFI16_RS26535, 271.3, , , , , 
FFI16_RS26540, 304.7, , , , , 
FFI16_RS26545, 769.0, 800:3:0.133333:0.133333, , 500:3:0.115385:0.222222;300:1:0.0243902:0.25;300:1:0.02:0.266667, , 600:1:0.0359712:0.163265
FFI16_RS26550, 960.0, , , , , 600:3:0.106061:0.142857
FFI16_RS26555, 602.0, , 600:3:0.37415:0.37415, , , 
FFI16_RS26560, 433.7, , , , , 
FFI16_RS26565, 1066.7, 800:3:0.190476:0.190476;800:3:0.117647:0.157895;800:3:0.222222:0.222222, 300:3:0.10101:0.222222;500:1:0.0465116:0.142857;400:1:0.0588235:0.135135;700:1:0.046875:0.142857;700:1:0.0307692:0.151515;400:1:0.056338:0.153846, 300:3:0.117647:0.333333;700:3:0.129032:0.2, 700:3:0.2:0.2, 200:3:0.1375:0.21875;600:1:0.025974:0.25;600:1:0.0882353:0.238095
FFI16_RS26570, 928.0, , 300:3:0.450331:0.55, , , 
FFI16_RS26575, 461.0, , , , , 300:3:0.23125:0.333333
FFI16_RS26580, 824.3, , , , 600:1:0.0375:0.176471, 
FFI16_RS26585, 286.0, , , , , 
FFI16_RS26590, 828.7, , , , , 
FFI16_RS26595, 1177.3, , , , , 
FFI16_RS26600, 732.3, , , , , 
FFI16_RS26610, 1257.7, , , , , 
FFI16_RS26615, 616.0, , , , , 
FFI16_RS26620, 817.7, , , , , 
FFI16_RS26625, 788.7, 700:3:0.111111:0.111111;700:3:0.162791:0.162791, , , , 
FFI16_RS26630, 475.7, , , , , 
FFI16_RS26635, 884.3, , , , , 
FFI16_RS26640, 672.0, , , , , 
FFI16_RS26645, 427.3, , , , , 
FFI16_RS26650, 779.7, , , , , 
FFI16_RS26655, 974.0, , 600:3:0.378788:0.378788, , , 
FFI16_RS26660, 1060.3, 800:3:0.125:0.125;800:3:0.130435:0.130435, , , , 
FFI16_RS26665, 283.7, , , , , 
FFI16_RS26670, 718.0, , , , , 
FFI16_RS26675, 514.7, , , , , 
FFI16_RS26680, 730.3, , , , , 
FFI16_RS26685, 1542.0, , , , , 
FFI16_RS26690, 409.7, , , , , 300:3:0.252525:0.252525
FFI16_RS26695, 668.3, , , , , 
FFI16_RS26700, 1713.0, , , 600:3:0.340659:0.575758, 600:1:0.0353982:0.166667, 
FFI16_RS26705, 766.3, , , , , 
FFI16_RS26710, 645.3, , 300:3:0.490566:0.870968, , , 
FFI16_RS26715, 1872.3, , , , , 
FFI16_RS26720, 864.0, , , , , 
FFI16_RS26725, 870.3, , , , , 
FFI16_RS26730, 1264.3, , 400:1:0:0.233333, , , 300:3:0.212963:0.350877;300:3:0.45679:0.553191
FFI16_RS26735, 200.0, , , , , 
FFI16_RS26740, 318.0, , , , , 
FFI16_RS26745, 182.0, , , , , 
FFI16_RS26750, 1291.7, , , , , 
FFI16_RS26755, 1110.7, , , , , 
FFI16_RS26760, 1950.3, , , , , 
FFI16_RS26765, 709.0, , , , 300:1:0.0416667:0.115385, 
FFI16_RS26770, 486.7, , , , , 
FFI16_RS26775, 1537.0, , , , , 300:3:0.540541:0.634615
FFI16_RS26780, 489.7, , 500:1:0.0176991:0.137931, , , 
FFI16_RS26785, 623.0, , , , , 
FFI16_RS26790, 664.7, , , , , 
FFI16_RS26795, 403.3, , , , , 500:3:0.429688:0.429688
FFI16_RS26800, 675.7, , , , , 
FFI16_RS26805, 288.7, , , , , 
FFI16_RS26810, 416.0, , , , , 
FFI16_RS26815, 419.3, , , , , 
FFI16_RS26820, 1187.3, , , , , 
FFI16_RS26825, 717.3, , , , , 
FFI16_RS26830, 1067.3, , , , , 500:1:0.0121951:0.116279
FFI16_RS26835, 361.3, , , , , 
FFI16_RS26840, 1127.3, 800:3:0.137255:0.137255, , , , 
FFI16_RS26845, 678.3, , , , , 
FFI16_RS26850, 1383.3, , , , , 
FFI16_RS26855, 856.7, , , , , 
FFI16_RS26860, 1725.3, , , 300:1:0.0947368:0.192308;300:3:0.12381:0.208333, , 200:3:0.178947:0.25
FFI16_RS26865, 4483.3, , , 300:1:0.0390625:0.153846;300:1:0.0314961:0.153846, 600:3:0.0849057:0.15, 
FFI16_RS26870, 693.3, , , , , 
FFI16_RS26875, 478.0, , , , , 
FFI16_RS26880, 323.7, , , , , 
FFI16_RS26885, 967.3, , , , , 
FFI16_RS26890, 1339.7, , , , , 
FFI16_RS26895, 564.3, , , , , 600:3:0.09375:0.222222;200:3:0.57732:0.755102
FFI16_RS26900, 1527.0, , 400:1:0.06:0.153846, , , 400:1:0.0373832:0.147059
FFI16_RS26905, 746.7, , , , , 
FFI16_RS26910, 758.0, , , , , 
FFI16_RS26915, 1385.7, , 500:1:0.0425532:0.136364, , , 
FFI16_RS26920, 300.0, , , , , 
FFI16_RS26925, 717.7, , , , , 
FFI16_RS26930, 595.3, , , , , 
FFI16_RS26935, 995.0, , , , , 
FFI16_RS26940, 1191.0, , , , , 
FFI16_RS26945, 432.7, , , , , 
FFI16_RS26950, 1017.7, , , , , 
FFI16_RS26955, 424.3, , , , , 
