Identifier, Size, 1D1, 1D2, 1D3, 1D4, 1D5
DR_1461, 4059.7, 600:1:0.0601093:0.125, , 800:3:0.2:0.2;800:3:0.2:0.2, 800:3:0.147368:0.153846;400:1:0.0882353:0.142857, 800:3:0.103448:0.222222
DR_1462, 3082.0, , 300:3:0.269231:0.269231, 800:3:0.0952381:0.142857, 700:3:0.137681:0.333333, 400:1:0.0300752:0.142857
DR_1463, 210.0, , , , , 
DR_1464, 339.7, , , , , 
DR_1465, 516.7, , , , , 
DR_1466, 277.0, , , , , 
DR_1467, 661.0, , , , , 
DR_1468, 403.0, , , , , 
DR_1469, 1053.7, , 400:1:0.088:0.181818, , , 
DR_1470, 407.0, , , , , 
DR_1471, 2200.3, , , , , 
DR_1472, 1189.0, , , , , 
DR_1473, 600.7, , , , , 
DR_1474, 607.7, , , , , 
DR_1475, 1420.3, , 400:1:0:0.108108, , , 
DR_1476, 606.7, , , , , 
DR_1477, 1330.3, , , , , 
DR_1478, 252.0, , , , , 
DR_1479, 266.7, , , , , 
DR_1480, 1287.0, , 300:3:0.131148:0.4;300:1:0.057971:0.2;400:1:0.04:0.14, 200:3:0.212766:0.212766, 500:1:0.0196078:0.153846, 500:1:0.0461538:0.142857;400:1:0.0526316:0.206897;400:1:0.0344828:0.25
DR_1481, 774.0, , , 500:1:0.0277778:0.142857, , 
DR_1482, 1289.0, , , , , 
DR_1483, 794.3, , , , , 300:1:0.010101:0.122807
DR_1484, 398.0, , , , , 
DR_1485, 776.0, , , 400:1:0.0238095:0.133333, 400:1:0.0157068:0.0789474, 
DR_1486, 208.3, , , , , 
DR_1487, 1698.0, , , , , 
DR_1488, 958.3, , , , , 
DR_1489, 456.7, , , , , 
DR_1490, 587.7, , , , , 
DR_1491, 1075.3, , , , , 
DR_1492, 1068.0, , , , , 
DR_1493, 1089.3, , , , , 
DR_1494, 1432.3, , , , , 
DR_1495, 228.7, , , , , 
DR_1496, 437.3, , , , , 
DR_1497, 504.0, , , , , 
DR_1498, 879.7, , , , , 
DR_1499, 1729.7, , , , , 
DR_1500, 1008.7, , , 800:3:0.135135:0.135135, , 
DR_1501, 459.3, , , 300:3:0.181818:0.181818, 700:3:0.16763:0.16763;400:2:0.994764:0.994764, 
DR_1502, 344.7, , , , , 
DR_1503, 910.0, , 300:3:0.140845:0.193548;200:3:0.136986:0.318182;300:1:0.0416667:0.253731, , , 300:3:0.16:0.245614
DR_1504, 493.0, , , , , 
DR_1505, 521.0, , , , , 
DR_1506, 464.3, , , , , 
DR_1507, 830.7, , , , , 
DR_1508, 975.7, 200:1:0.0947368:0.208955, , , , 
DR_1509, 664.7, , , , , 
DR_1510, 505.0, , , , , 
DR_1511, 640.0, , 400:1:0.0769231:0.133333, , , 
DR_1512, 702.7, , , , , 
DR_1513, 714.3, , , , , 
DR_1514, 1288.0, , , , 100:1:0:0.744898, 100:2:1:1
DR_1515, 376.3, , , , , 
DR_1516, 1440.3, , , , , 
DR_1517, 419.7, , 300:1:0.111111:0.333333, , , 
DR_1518, 361.0, , , , , 
DR_1519, 816.3, , , , , 
DR_1520, 523.3, , , 400:1:0.0111111:0.148148, , 
DR_1521, 663.7, , 400:1:0.0384615:0.111111, , , 
DR_1522, 577.3, , , , , 
DR_1523, 387.7, , , , , 
DR_1524, 1294.0, , , , , 600:1:0.0555556:0.142857;400:3:0.149826:0.276596
DR_1525, 792.7, , , , , 
DR_1526, 737.3, , , , , 
DR_1527, 275.3, , , , , 
DR_1528, 335.3, , , , , 
DR_1529, 1061.7, , 400:1:0.0135135:0.181818;700:1:0.0447761:0.137931, , , 
DR_1530, 315.7, , , , , 
DR_1531, 281.7, , , , , 
DR_1532, 2450.3, , , , , 
DR_1533, 697.3, , , , , 
DR_1534, 405.3, , , , , 
DR_1535, 822.3, , 700:1:0.059322:0.230769, , , 
DR_1536, 1618.0, , , , , 
DR_1537, 634.3, 400:1:0.0107527:0.157895, , , , 
DR_1538, 383.0, , , , , 
DR_1539, 349.7, , , , , 
DR_1540, 1025.0, , , , , 
DR_1541, 796.3, , , , , 
DR_1542, 1335.3, , , , , 
DR_1543, 445.0, , , , , 
DR_1544, 950.0, , , , , 
DR_1545, 381.7, , , , , 
DR_1546, 437.0, , 400:1:0.0294118:0.135135;400:1:0.0361446:0.162162, , , 
DR_1547, 172.0, , , , , 
DR_1548, 508.7, , , , , 
DR_1549, 1296.0, , 800:3:0.132075:0.132075;600:1:0.0114943:0.2, , , 
DR_1550, 1264.0, , 800:3:0.146341:0.176471, 200:3:0.216216:0.216216, , 
DR_1551, 1016.3, , , , , 
DR_1552, 457.0, , 400:1:0.0181818:0.125, , 400:1:0.0720721:0.154639, 
DR_1553, 1323.0, , 400:1:0.0357143:0.133333;400:1:0.0566038:0.137931, , , 
DR_1554, 751.3, , , , , 
DR_1555, 943.0, , , , , 
DR_1556, 1252.7, , , , , 
DR_1557, 723.7, , , , , 
DR_1558, 495.7, , , , , 
DR_1559, 505.7, , , , , 
DR_1560, 791.0, , , 400:1:0.0425532:0.192308, , 
DR_1561, 857.7, , 400:1:0.0147059:0.148148, , , 400:3:0.0962567:0.245763
DR_1562, 911.7, , , , , 
DR_1563, 524.0, , , 300:3:0.188679:0.188679, , 
DR_1564, 631.3, , , , , 
DR_1565, 724.3, , 400:1:0.0151515:0.1875;400:1:0.0277778:0.176471;400:1:0.0135135:0.225806;400:1:0.0422535:0.133333, , , 
DR_1566, 680.3, , , 100:3:0.287879:0.287879, , 
DR_1567, 784.0, , , , 400:2:0.953846:0.953846, 
DR_1568, 883.0, , 700:3:0.123077:0.123077, 300:2:0.954545:0.954545, , 
DR_1569, 833.0, , , , , 
DR_1570, 846.7, , 400:1:0:0.136364;400:1:0.0555556:0.136364;400:1:0.0377358:0.15;800:3:0.0961538:0.136364;400:1:0.0612245:0.210526;300:3:0.176471:0.25;400:1:0.0425532:0.210526, 300:3:0.208333:0.208333;500:3:0.208333:0.208333;800:3:0.125:0.125;300:3:0.25:0.25;800:3:0.3125:0.3125, 600:3:0.16129:0.221154, 800:3:0.113821:0.153846
DR_1571, 1489.7, , , , , 
DR_1572, 1173.0, , , , , 
DR_1573, 1333.7, , 600:3:0.1:0.176471, 300:1:0:0.166667, , 
DR_1574, 557.7, , , , , 
DR_1575, 512.0, , , 800:3:0.148936:0.148936, , 
DR_1576, 283.0, 400:1:0.031746:0.25, , , , 
DR_1577, 805.7, , , 400:1:0:0.12766, , 
DR_1578, 526.7, , , , , 
DR_1579, 1109.3, , , , , 
DR_1580, 376.3, , , , , 
DR_1581, 858.3, , , , , 
DR_1582, 590.3, , , , , 
DR_1583, 563.3, , , , , 
DR_1584, 330.7, , , , , 
DR_1585, 555.0, , , , , 
DR_1586, 905.0, , 400:1:0:0.173913, , , 
DR_1587, 229.0, , 400:1:0.0235294:0.139535, , , 
DR_1588, 1037.7, , , , , 
DR_1589, 700.3, , , 500:3:0.173913:0.189655;500:3:0.217391:0.217391;500:3:0.130435:0.169492;100:3:0.208333:0.208333;800:3:0.166667:0.166667;800:3:0.166667:0.166667;800:3:0.26087:0.26087;800:3:0.136364:0.136364, , 
DR_1590, 512.7, , , , , 
DR_1591, 819.3, , , , , 
DR_1592, 430.3, , , , , 
DR_1593, 931.7, , , , , 
DR_1594, 882.7, , 800:3:0.168831:0.168831, , , 
DR_1595, 847.3, , , , , 
DR_1596, 1340.7, , , , , 
DR_1597, 787.0, 600:2:0.97191:0.984848, , , , 
DR_1598, 2196.3, , 400:1:0.0816327:0.178571, , , 
DR_1599, 1154.3, , , , , 
DR_1600, 537.3, , , , , 
DR_1601, 611.3, , , , , 
DR_1602, 894.3, , 400:1:0.0285714:0.142857;400:1:0.0142857:0.210526;400:1:0.03125:0.157895, , 600:3:0.0505051:0.125;700:1:0.0315789:0.139535, 
DR_1603, 774.0, , 400:1:0:0.128205, , , 
DR_1604, 965.7, , , , , 
DR_1605_1, 433.7, , , , , 
DR_1605_2, 161.0, , , , , 
DR_1606, 1028.7, , , , , 
DR_1607, 318.7, , , 800:3:0.173913:0.173913, , 
DR_1608, 450.0, , , , , 
DR_1609, 664.0, , , , , 
DR_1610, 1020.0, , , , , 
DR_1611, 414.7, , , , , 
DR_1612, 377.3, , , , , 
DR_1613, 349.0, , , , , 
DR_1614, 455.0, , , , , 
DR_1615, 371.3, , , , , 
DR_1616, 779.3, 700:1:0.0625:0.166667, , 800:3:0.133333:0.142857;400:1:0.133333:0.222222;400:3:0.133333:0.157895;400:3:0.2:0.368421;400:1:0.0666667:0.235294, 700:1:0.0612245:0.153846;400:3:0.183673:0.183673, 400:1:0.0714286:0.2;400:1:0.0481928:0.2;800:3:0.0987654:0.2
DR_1617, 539.0, , , , , 
DR_1618, 1039.0, , , , , 
DR_1619, 1283.3, , , , , 
DR_1620, 799.0, , , , , 
DR_1621, 273.0, , , , , 
DR_1622, 521.3, , , , , 
DR_1623, 846.7, , , , , 400:1:0.064:0.166667
DR_1624, 1212.7, , , 500:1:0:0.133333, , 
DR_1625, 1297.7, , , 400:1:0.0869565:0.1875, , 
DR_1626, 851.3, , , , , 
DR_1627, 1472.3, , , , , 
DR_1628, 491.0, , , , , 
DR_1629, 1755.3, , , , , 
DR_1630, 658.7, , , , , 
DR_1631, 950.3, , , , , 
DR_1632, 1294.3, , , , , 
DR_1633, 1075.3, , 700:3:0.0526316:0.111111, , , 
DR_1634, 1002.7, , 600:1:0.0609756:0.153846, , , 
DR_1635, 1666.3, , , , , 
DR_1636, 343.7, , , , , 
DR_1637_1, 130.7, , , , , 
DR_1637_2, 34.7, , , , , 
DR_1638, 517.0, , , , , 
DR_1639, 318.0, , , , , 
DR_1640, 198.3, , , , , 
DR_1641, 429.3, , , , , 
DR_1642, 361.0, , , , , 
DR_1643, 180.7, , , , , 
DR_1644, 450.0, , , , , 
DR_1645, 563.0, , 400:1:0.0142857:0.138889, , , 
DR_1646, 570.0, , , , , 
DR_1647, 887.3, , , , 500:1:0.00378788:0.184615, 
DR_1648, 700.3, , , , , 
DR_1649, 824.0, , , , , 
DR_1650, 549.0, , , , , 
DR_1651, 897.7, , , , , 
DR_1652, 376.3, , , , , 
DR_1653, 1193.0, , , , 400:3:0.0408163:0.152778, 
DR_1654, 515.7, , , , , 
DR_1655, 821.3, , , , , 
DR_1656, 1139.3, , , , , 
DR_1657, 757.7, , , , , 
DR_1658, 879.3, , , , , 
DR_1659, 1574.0, , , , , 
DR_1660, 881.0, , , , , 
DR_1661, 225.3, , , , , 
DR_1662, 905.7, , , , , 
DR_1663, 456.0, , , , 500:1:0.0131579:0.130435, 
DR_1664, 521.0, , , , , 
DR_1665, 383.3, , , , , 
DR_1666, 514.7, , , , , 
DR_1667, 1006.3, , , , , 
DR_1668, 1127.7, , , , , 
DR_1669, 812.0, , , , , 
DR_1670, 1314.3, , , , , 
DR_1671, 488.7, , , , , 
DR_1672, 515.0, , , , , 
DR_1673, 744.3, , , , , 
DR_1674, 807.0, , , , , 
DR_1675, 504.0, , , 400:3:0.74:0.74, , 
DR_1676, 665.0, , , , , 
DR_1677, 354.3, , , , , 
DR_1678, 323.0, , , , , 
DR_1679, 657.3, , , , , 
DR_1680, 721.7, , 800:3:0.142857:0.142857, , , 
DR_1681, 634.3, , , , , 500:3:0.145329:0.218274
DR_1682, 248.7, , , , , 
DR_1683, 500.7, , , , , 
DR_1684, 700.3, , , , , 
DR_1685, 483.0, , , , , 
DR_1686, 184.3, , , , , 
DR_1687, 695.3, , , , , 
DR_1688, 758.3, , , , , 
DR_1689, 1109.3, , , , 100:1:0:0.765363, 
DR_1690, 707.3, , , , , 
DR_1691, 370.3, , , , , 
DR_1692, 1411.7, , , , , 
DR_1693, 642.7, , , , , 
DR_1694, 946.3, , , , , 
DR_1695, 284.7, , , , , 
DR_1696, 1272.0, , , 400:1:0:0.15;400:1:0.0288462:0.157895, , 
DR_1697, 296.3, , 400:1:0.0125:0.153846, , , 
DR_1698, 839.3, , , , , 
DR_1699, 675.0, , , , , 
DR_1700, 885.7, , , , , 
DR_1701, 712.3, , , , , 
DR_1702, 525.7, , 400:1:0.0357143:0.157895;400:1:0.0666667:0.125, 800:3:0.157895:0.157895;500:1:0:0.111111, , 
DR_1703, 847.0, , , , , 
DR_1704, 965.7, , , , , 
DR_1705, 552.7, 600:2:0.952941:0.952941, , , 400:1:0.021097:0.214689, 
DR_1706, 333.0, , , , , 
DR_1707, 2207.0, , 200:2:0.99139:0.99274, , , 
DR_1708, 493.7, , , , , 
DR_1709, 1032.3, , , , , 
DR_1710, 269.0, , , , , 
DR_1711, 873.3, , , , , 
DR_1712, 1309.0, , , , , 
DR_1713, 525.0, , , , , 
DR_1714, 480.7, , , , , 
DR_1715, 382.7, , , , , 
DR_1716, 430.3, , , , , 
DR_1717, 643.0, , , , , 
DR_1718, 1068.0, , , , , 
DR_1719, 753.7, , , , , 
DR_1720, 2173.3, , , , , 
DR_1721, 871.7, , , 300:1:0:0.130435, , 
DR_1722, 494.7, , , , , 
DR_1723, 1074.7, , , , , 
DR_1724, 1069.7, , , , , 
DR_1725, 684.3, , , , , 
DR_1726, 631.0, , , , , 
DR_1727, 1882.3, , , , , 
DR_1728, 640.0, , , , , 
DR_1729, 627.0, , , , , 
DR_1730, 972.3, , 400:1:0.0384615:0.12766, 400:3:0.189655:0.189655, , 
DR_1731, 1163.3, , , , , 300:3:0.168269:0.25
DR_1732, 525.3, , , , , 
DR_1733, 512.3, , , , , 
DR_1734, 532.0, , , , , 
DR_1735, 933.3, , , , , 
DR_1736, 1627.3, , , , , 
DR_1737, 530.3, , , , 600:1:0.0178042:0.230769, 
DR_1738, 259.7, , , , , 
DR_1739, 260.0, , , , , 
DR_1740, 1067.0, , , , , 
DR_1741, 355.0, , , , , 
DR_1742, 1203.3, , , , 400:1:0.0340909:0.183673, 
DR_1743, 966.3, , 400:1:0.0263158:0.125, , , 
DR_1744, 372.7, , , , , 
DR_1745, 416.0, , , , , 
DR_1746, 723.0, , , , , 
DR_1747, 766.3, , , , , 
DR_1748, 466.7, , , , , 
DR_1749, 569.7, , , , , 
DR_1750, 384.0, , , , , 
DR_1751, 600.0, , , , , 
DR_1752, 1260.3, , , , , 
DR_1753, 474.3, , , , , 
DR_1754, 404.7, , , 400:1:0:0.141026, , 
DR_1755, 842.7, 600:1:0.0615385:0.142857, , , 400:1:0:0.415385, 
DR_1756, 1039.7, , , 800:3:0.132075:0.132075, , 
DR_1757, 799.7, , 400:1:0.0125:0.112903, , , 
DR_1758, 845.3, , 400:1:0.010989:0.114286, , , 
DR_1759, 936.3, , , , , 
DR_1760, 368.7, , , , , 
DR_1761, 432.0, , , , , 
DR_1762, 579.7, , 600:3:0.157895:0.277778, , , 
DR_1763, 642.7, , , , , 
DR_1764, 722.0, , , , , 
DR_1765, 603.7, , , , , 
DR_1766, 497.7, , , , , 
DR_1767, 764.0, , , , , 
DR_1768, 416.7, , , , , 
DR_1769, 1344.0, , 600:1:0.0422535:0.142857, 400:3:0.0769231:0.148515, , 
DR_1770, 633.7, , , , , 
DR_1771, 2402.3, , 400:1:0.0597015:0.142857, 400:1:0:0.130952, , 
DR_1772, 361.0, 700:3:0.0798319:0.571429, , , , 
DR_1773, 925.7, , , , , 
DR_1774, 391.3, , , , , 
DR_1775, 1763.7, , , , , 
DR_1776, 446.0, , , , , 
DR_1777, 222.0, , , , , 
DR_1778, 1092.3, , , , , 
DR_1779, 250.7, , , , , 
DR_1780, 829.0, , , , 100:1:0:0.866667, 
DR_1781, 1029.3, , , , , 
DR_1782, 254.0, , , , , 
DR_1783, 237.0, , , , , 
DR_1784, 501.3, , , , , 
DR_1785, 778.3, , , , , 
DR_1786, 329.3, , , , , 
DR_1787, 1002.3, , , , , 
DR_1788, 382.3, , , , , 
DR_1789, 792.0, , , , , 
DR_1790, 964.7, , , , , 
DR_1791, 1157.3, , , , , 
DR_1792, 467.7, , , , , 
DR_1793, 514.0, , , 300:3:0.0961538:0.1875;500:3:0.145455:0.145455;200:3:0.109091:0.166667;200:3:0.232143:0.238095;200:3:0.218182:0.218182, 400:3:0.177632:0.6, 
DR_1794, 774.3, , , , , 
DR_1795, 699.0, , , 800:3:0.138889:0.138889;800:3:0.125:0.125, , 
DR_1796, 461.7, , , 400:3:0.183673:0.183673, , 
DR_1797, 963.0, , , , , 
DR_1798, 235.0, , , , , 
DR_1799, 1434.7, , , , , 
DR_1800, 494.0, , , , , 
DR_1801, 505.3, , , , , 
DR_1802, 364.0, , , , , 
DR_1803, 394.3, , , , , 
DR_1804, 313.3, , , , , 
DR_1805, 808.0, , , , , 
DR_1806, 208.7, , , , , 
DR_1807, 300.7, , , , , 
DR_1808, 1112.3, , , , 600:3:0.373874:0.517241;500:1:0.00892857:0.216887, 
DR_1809, 2210.3, , , , , 
DR_1810, 222.3, , , , , 
DR_1811, 378.0, , , 500:3:0.157895:0.157895, 100:3:0.137405:0.252033, 
DR_1812, 1008.3, , , , , 
DR_1813, 319.0, , , , , 
DR_1814, 411.3, , , , , 
DR_1815, 385.7, , , , , 
DR_1816, 672.0, , , , , 
DR_1817, 910.7, , , , , 
DR_1818, 400.3, , , , , 
DR_1819, 827.3, , , , , 
DR_1820, 741.3, , , , , 
DR_1821, 334.3, , , , , 
DR_1822, 1802.0, , 600:3:0.142857:0.142857, , , 
DR_1823, 681.0, , , , , 
DR_1824, 1034.3, , , , , 
DR_1825, 300.0, , , , , 
DR_1826, 1047.7, , , , , 400:1:0.0353982:0.142857
DR_1827, 832.0, , 400:1:0.0183486:0.16129, , , 
DR_1828, 800.7, , , , , 
DR_1829, 1212.7, , 300:1:0.0666667:0.321429;300:1:0.0540541:0.230769, 400:3:0.186047:0.186047, 600:1:0.0454545:0.222222, 600:1:0.024:0.192308
DR_1830, 310.7, , , , , 
DR_1831, 739.3, , 800:3:0.132743:0.132743;600:1:0.0701754:0.230769, 400:1:0:0.142857, , 400:1:0.0165017:0.142857
DR_1832, 520.7, , , , , 
DR_1833, 332.7, , , , , 
DR_1834, 773.3, , , , , 
DR_1835, 798.0, , 400:1:0.0294118:0.121212, 800:3:0.155172:0.155172, , 
DR_1836, 1124.0, , 300:3:0.115385:0.234375;300:3:0.111111:0.20438, 300:3:0.107143:0.328571;400:1:0.0740741:0.273973;400:1:0.0740741:0.232877;400:1:0.0357143:0.189189;500:1:0.0322581:0.136364;400:1:0.0322581:0.155844;400:1:0.0625:0.153846, 400:3:0.191919:0.191919;400:1:0.0357143:0.168831;400:3:0.0875912:0.172043, 300:3:0.0629371:0.285714;300:3:0.0660377:0.181818
DR_1837, 578.0, , , , , 
DR_1838, 1874.0, , , 200:1:0.0701754:0.201923, , 
DR_1839, 450.3, , , , , 
DR_1840, 281.3, , , , , 
DR_1841, 333.3, , , , , 
DR_1842, 361.7, , , 400:1:0.0487805:0.137931, , 
DR_1843, 683.3, , , , , 
DR_1844, 218.7, , , , , 
DR_1845, 412.0, , , , , 
DR_1846, 319.3, , , , , 
DR_1847, 196.3, , , , , 
DR_1848, 1726.7, , , , , 
DR_1849, 482.7, , , , , 
DR_1850, 163.7, , , , , 
DR_1851, 624.0, , , , , 
DR_1852, 813.0, , , , , 
DR_1853, 379.0, , , , , 
DR_1854, 1627.3, , , 400:1:0:0.176471, 600:1:0.0361842:0.176471, 
DR_1855, 367.7, , , , 600:1:0.0555556:0.15, 
DR_1856, 1172.0, , , , , 
DR_1857, 413.7, , , , , 
DR_1858, 548.3, , , , , 
DR_1859, 446.3, , , , , 
DR_1860, 212.7, , , , , 
DR_1861, 394.0, , , , , 
DR_1862, 557.3, , , 400:1:0:0.25641;400:1:0:0.23913;400:3:0.117647:0.224138, 400:1:0.0512821:0.206349;400:1:0.0208333:0.166667, 
DR_1863, 923.3, , , 400:1:0:0.12963;400:1:0:0.131579;400:1:0.037037:0.142857, , 
DR_1864, 351.3, , , , , 
DR_1865, 424.0, , , , , 
DR_1866, 693.0, , 400:1:0.0551181:0.166667, , , 
DR_1867, 263.0, , , , , 
DR_1868, 1010.0, , , , , 
DR_1869, 824.0, , , 200:3:0.151899:0.236364, , 300:3:0.143426:0.230769
DR_1870, 621.3, , , , , 
DR_1871, 865.0, , , , , 
DR_1872, 273.7, , , , , 
DR_1873, 1478.7, , , , 100:1:0.0336538:0.187166, 
DR_1874, 1194.0, , , , , 
DR_1875, 550.7, , , , , 
DR_1876, 470.7, , , , , 
DR_1877, 555.0, , 200:3:0.178295:0.316456, , , 
DR_1878, 1223.7, , , , , 
DR_1879, 612.7, , , , , 
DR_1880, 492.7, , , , , 
DR_1881, 274.7, , , , , 
DR_1882, 335.0, , , , , 
DR_1883, 509.0, , , , , 
DR_1884, 952.0, , , , , 
DR_1885, 430.7, , , , , 
DR_1886, 427.7, , , , , 
DR_1887, 659.0, , , , , 
DR_1888, 535.3, , , , , 
DR_1889, 397.3, , , , , 
DR_1890, 800.0, , , , , 
DR_1891, 1101.7, 400:1:0.0228311:0.142857, , 200:3:0.190476:0.210526, , 
DR_1892, 425.0, , 400:1:0.0105263:0.214286, , 800:3:0.101351:0.181818, 
DR_1893, 784.3, , , , , 
DR_1894, 432.3, , , , , 
DR_1895, 863.7, , , , , 
DR_1896, 251.7, , , , , 
DR_1897, 407.7, , , , , 
DR_1898, 962.7, , 400:1:0.0344828:0.2, , , 
DR_1899, 440.0, , , , , 
DR_1900, 468.0, , , , , 
DR_1901, 452.3, , , , , 
DR_1902, 1683.7, , , , 600:1:0.0251046:0.121951, 
DR_1903, 733.3, , , , , 
DR_1904, 197.7, , , , , 
DR_1905, 649.3, , , , , 600:1:0.0318182:0.136364
DR_1906, 1337.0, , , , , 
DR_1907, 648.7, , , , , 
DR_1908, 783.7, , , , , 
DR_1909, 570.3, , , , , 
DR_1910, 482.7, , , , , 
DR_1911, 841.0, , , , , 
DR_1912, 629.3, , , , , 
DR_1913, 1955.0, , , , , 
DR_1914, 234.3, , , , , 
DR_1915, 941.0, , , , , 
DR_1916, 1820.7, , , , , 
DR_1917, 652.0, , , , , 
DR_1918, 420.3, , , , , 
DR_1919, 386.7, , , 200:3:0.408451:0.408451, , 
DR_1920, 276.0, , , , , 
DR_1921, 925.3, , , , , 
DR_1922, 2044.0, , , , , 
DR_1923, 701.7, , , , , 
DR_1924, 434.7, , , , , 600:1:0.0336134:0.15
DR_1925, 318.3, , , , , 
DR_1926, 608.7, , , , 400:1:0.0173913:0.173077;500:1:0.0175439:0.153846, 
DR_1927, 439.0, , , , , 
DR_1928, 1235.3, , , , , 
DR_1929, 673.0, , , , , 
DR_1930, 600.0, , , 800:3:0.137931:0.137931, , 
DR_1931, 645.0, , , , , 
DR_1932, 330.3, , , , , 
DR_1933, 930.7, , , , , 
DR_1934, 323.0, , , , , 
DR_1935, 773.0, , , , , 
DR_1936, 256.3, , , , , 
DR_1937, 972.3, 400:1:0.00892857:0.125, , , , 
DR_1938, 669.7, , 400:1:0.0243902:0.117647, , , 
DR_1939, 961.7, , 800:3:0.125:0.125, 800:3:0.131579:0.131579, 400:1:0:0.153846, 
DR_1940, 978.3, , , , , 100:3:0.0962199:0.216216
DR_1941, 1050.7, , , , , 
DR_1942, 256.7, , , , , 
DR_1943, 596.0, , , , , 
DR_1944, 326.7, , , , , 
DR_1945, 672.7, , , , , 
DR_1946, 849.3, , , , , 
DR_1947, 857.3, , , , , 
DR_1948, 1182.3, , , , , 
DR_1949, 566.3, , , , , 
DR_1950, 265.3, , , , , 
DR_1951, 619.7, , , 800:3:0.148936:0.148936, , 
DR_1952, 421.3, , , , , 
DR_1953, 852.3, , , , , 
DR_1954, 344.7, , , , , 
DR_1955, 1288.7, , , , , 
DR_1956, 553.0, , , , , 
DR_1957, 422.7, , , , , 
DR_1958, 730.3, , , , , 
DR_1959, 416.7, , , , , 
DR_1960, 967.0, , , , , 
DR_1961, 493.7, , , , , 
DR_1962, 486.0, , 400:1:0.0483871:0.2, , , 
DR_1963, 1009.7, 400:1:0.0674157:0.148438, , , 400:1:0.0609756:0.151515;400:1:0.0106383:0.130435, 
DR_1964, 2009.0, 400:1:0.01:0.130435, , , , 
DR_1965, 385.3, , , 800:3:0.153846:0.153846, , 
DR_1966, 647.7, , , , 400:1:0.00198413:0.48913, 
DR_1967, 603.3, , , , , 
DR_1968, 561.7, , , , , 
DR_1969, 272.7, , , , , 
DR_1970, 480.0, , , , , 
DR_1971, 914.0, , 300:1:0.127273:0.2, , , 
DR_1972, 548.7, , , , , 
DR_1973, 921.0, , , , , 
DR_1974, 1953.7, , , , , 
DR_1975, 653.3, , , , , 
DR_1976, 1795.7, 600:2:0.972477:0.972477, , , , 
DR_1977, 675.7, , , , , 
DR_1978, 737.3, , , , , 
DR_1979, 362.7, , , , , 
DR_1980, 822.3, , , , , 
DR_1981, 502.7, , , , , 
DR_1982, 850.0, , , , , 
DR_1983, 1555.7, , 400:1:0.0138889:0.114754, , , 
DR_1984, 523.0, , , , , 
DR_1985, 952.0, , , , , 
DR_1986, 716.7, , , , , 
DR_1987, 483.7, , , , , 
DR_1988, 956.0, , 400:1:0.0666667:0.153846, , , 
DR_1989, 327.0, , 400:1:0.0482759:0.285714, , , 
DR_1990, 271.3, , , , , 
DR_1991, 846.7, , , , , 
DR_1992, 505.7, , , , , 
DR_1993, 726.3, , , , , 
DR_1994, 478.0, , , , , 
DR_1995, 1037.3, , , , , 
DR_1996, 815.0, , , , , 
DR_1997m, 525.7, , , , , 
DR_1998, 1349.3, , , , , 
DR_1999, 565.7, , , , , 
DR_2000, 677.0, , , , , 
DR_2001, 227.7, , , , , 
DR_2002, 299.7, , , , , 
DR_2003, 564.7, , , , , 
DR_2004, 274.7, , , , , 
DR_2005, 259.7, , , , , 
DR_2006, 356.3, , , , , 600:3:0.0815451:0.214286
DR_2007, 278.7, , , 400:3:0.15:0.15, , 
DR_2008, 859.7, , , , , 
DR_2009, 282.0, , , , 600:1:0.0447761:0.157895, 
DR_2010, 411.0, , , , , 
DR_2011, 627.0, , , , , 
DR_2012, 1090.3, , , , , 
DR_2013, 695.7, , , , , 
DR_2014, 469.0, , , , , 
DR_2015, 941.7, , 700:3:0.271186:0.271186;600:3:0.18:0.18;800:3:0.115385:0.285714, 800:3:0.210526:0.210526, 500:3:0.149533:0.25, 
DR_2016, 181.3, , , , , 
DR_2017, 1072.0, , , , , 
DR_2018, 360.7, , , , , 
DR_2019, 822.0, , , , , 
DR_2020, 366.7, , , , , 
DR_2021, 527.7, , , , , 
DR_2022, 344.3, , , , , 
DR_2023, 262.0, , , , , 
DR_2024, 343.7, , , , , 
DR_2025, 1038.0, , , , , 
DR_2026, 420.7, , , , , 
DR_2027, 640.7, , , , , 
DR_2028, 468.7, , , , , 
DR_2029, 499.0, , , , , 
DR_2030, 390.7, , , , , 
DR_2031, 680.7, , , , 400:3:0.113095:0.266667, 400:1:0.0322581:0.15625
DR_2032, 423.3, , , 800:3:0.133333:0.133333, , 500:3:0.107143:0.169643
DR_2033, 1907.7, 200:1:0.00578035:0.171429;200:1:0:0.181818, , , , 
DR_2034, 585.3, , , , , 
DR_2035, 449.3, , , , , 
DR_2036, 1333.7, , 300:1:0.0659341:0.212121;600:1:0.0337079:0.189189, , 600:3:0.0769231:0.225352, 
DR_2037, 397.0, , , , , 
DR_2038, 202.0, , , , , 
DR_2039, 167.0, , , , , 
DR_2040, 793.3, , , , , 
DR_2041, 783.0, , , , , 
DR_2042, 1551.3, , , , , 
DR_2043, 346.0, , , 300:3:0.173913:0.173913;800:3:0.156863:0.156863, , 
DR_2044, 486.3, , , , , 
DR_2045, 524.3, , , , , 
DR_2046, 422.7, , , , , 
DR_2047, 439.7, , , , , 
DR_2048, 211.3, , , , , 
DR_2049, 233.0, , , , , 
DR_2050, 1025.7, , , , , 
DR_2051, 1597.3, , , , , 
DR_2052, 1390.7, , , , , 
