Identifier, Size, 0J1, 0J2, 0J3, 0J4, 0J5
FFI39_RS20855, 690.3, , , , , 
FFI39_RS20860, 750.3, , , , , 
FFI39_RS20865, 857.0, , , , , 600:3:0.142857:0.195122;400:1:0.04:0.2;200:3:0.12:0.230769;600:3:0.1:0.162791
FFI39_RS20870, 611.0, , , , , 
FFI39_RS20875, 1024.7, , , , , 
FFI39_RS20880, 568.7, , , 300:1:0.108696:0.1875;500:1:0.0731707:0.222222, , 200:3:0.275862:0.5;600:3:0.178571:0.185185
FFI39_RS20885, 876.7, , , , , 
FFI39_RS20890, 448.3, , , , , 
FFI39_RS20895, 1151.7, , , 100:3:0.230769:0.4;100:3:0.423077:0.6;100:3:0.266667:0.529412;100:3:0.242424:0.555556;500:3:0.142857:0.333333;600:3:0.194444:0.208955, , 
FFI39_RS20900, 228.0, , , , , 
FFI39_RS20905, 682.0, , , , , 600:3:0.0875:0.152542
FFI39_RS20910, 444.3, , , , , 
FFI39_RS20915, 475.0, , , , , 
FFI39_RS20920, 989.7, , , , , 
FFI39_RS20925, 982.0, , , , , 
FFI39_RS20930, 659.7, , , 800:3:0.0877193:0.130435, , 
FFI39_RS20935, 961.7, , , , , 
FFI39_RS20940, 1013.7, , , , , 
FFI39_RS20945, 290.3, , , 500:3:0.145161:0.145161, , 
FFI39_RS20950, 1017.0, , , , , 
FFI39_RS20955, 936.0, , , 300:1:0.0192308:0.191489;100:3:0.155172:0.242424, , 
FFI39_RS20960, 555.7, , , , , 
FFI39_RS20965, 1097.3, , , , , 
FFI39_RS20970, 983.0, , , , , 
FFI39_RS20975, 733.3, , , , , 
FFI39_RS20980, 600.7, , , , , 
FFI39_RS20985, 977.0, , , , , 
FFI39_RS20990, 434.3, , , , , 
FFI39_RS20995, 615.3, , , 600:1:0.03125:0.166667, 300:3:0.242991:0.298246, 
FFI39_RS21000, 631.7, , , , , 
FFI39_RS21005, 959.7, , , , 300:3:0.291139:0.291139, 
FFI39_RS21010, 849.7, , , , , 
FFI39_RS21015, 1514.7, , , , , 
FFI39_RS21020, 1122.3, , , , , 
FFI39_RS21025, 781.0, , , , , 
FFI39_RS21030, 725.0, , , , , 
FFI39_RS21035, 660.7, , , , , 
FFI39_RS21040, 644.3, , , , , 
FFI39_RS21045, 1850.0, , , , , 
FFI39_RS21050, 556.3, , , , , 
FFI39_RS21055, 1578.3, , , , , 
FFI39_RS21060, 258.0, , , , , 
FFI39_RS21065, 543.3, , , 600:1:0.0597015:0.138889, 300:1:0:0.136364, 
FFI39_RS21070, 884.7, , , , , 
FFI39_RS21075, 1078.7, , , 700:3:0.127273:0.127273, , 
FFI39_RS21080, 381.7, , , , 400:3:0.351852:0.351852, 
FFI39_RS21085, 1061.7, , , , , 
FFI39_RS21090, 2227.3, , , , , 
FFI39_RS21095, 817.7, , , , , 
FFI39_RS21100, 350.0, , , , , 
FFI39_RS21105, 501.7, , , , , 
FFI39_RS21110, 360.7, , , , , 
FFI39_RS21115, 1085.3, , , , , 
FFI39_RS21120, 319.7, , , , , 
FFI39_RS21125, 542.7, , , , , 
FFI39_RS21130, 1339.0, , , , , 
FFI39_RS21135, 287.0, , , , , 
FFI39_RS21140, 415.7, , , , , 
FFI39_RS21145, 171.0, , , , , 
FFI39_RS21150, 765.7, , , , , 
FFI39_RS21155, 846.7, , , , , 
FFI39_RS21160, 858.3, , , 300:3:0.178571:0.222222;200:1:0.111111:0.185185;800:3:0.153846:0.153846;100:3:0.346154:0.346154;500:1:0.0714286:0.238095;200:1:0.0666667:0.15, , 
FFI39_RS21165, 431.7, , , , , 
FFI39_RS21170, 2136.3, , , , , 
FFI39_RS21175, 1047.0, , , , , 
FFI39_RS21180, 357.0, , , , , 
FFI39_RS21185, 930.7, , , , , 
FFI39_RS21190, 608.0, , , , , 
FFI39_RS21195, 1214.0, , , , , 
FFI39_RS21200, 727.7, , , , , 
FFI39_RS21205, 1088.3, , , , , 
FFI39_RS21210, 281.3, , , , , 
FFI39_RS21215, 487.0, , , , , 
FFI39_RS21220, 1376.7, , , 600:1:0.0309278:0.121212, , 
FFI39_RS21225, 1060.7, , , , , 
FFI39_RS21230, 539.0, , , , , 
FFI39_RS21235, 677.3, , , , , 
FFI39_RS21240, 584.3, , , , , 
FFI39_RS21245, 384.3, , , , , 
FFI39_RS21250, 675.3, , , , , 
FFI39_RS21255, 1609.0, , , , , 
FFI39_RS21260, 567.0, , , , , 
FFI39_RS21265, 860.7, , , , , 
FFI39_RS21270, 6317.0, , , , , 
FFI39_RS21275, 477.0, , , , , 
FFI39_RS21280, 421.3, , , , , 
FFI39_RS21285, 450.7, , , , , 
FFI39_RS21290, 325.3, , , , , 
FFI39_RS21295, 6200.0, , , 800:3:0.1875:0.2;700:3:0.22:0.22;300:3:0.291667:0.291667;100:3:0.380952:0.454545;800:3:0.183673:0.222222;600:1:0.0833333:0.148148, 200:3:0.269231:0.75, 100:3:0.354839:0.666667;100:3:0.166667:0.333333;100:3:0.206897:0.4;100:3:0.37931:0.4
FFI39_RS21300, 1578.3, , , , , 
FFI39_RS21305, 1553.7, , , , , 
FFI39_RS21310, 1204.7, , , , , 
FFI39_RS21315, 1109.3, , , , , 
FFI39_RS21320, 2403.3, , , , , 
FFI39_RS21325, 965.7, , , , , 600:1:0.0444444:0.123077
FFI39_RS21330, 1049.0, , , , , 
FFI39_RS21335, 754.7, , , , , 
FFI39_RS21340, 556.3, , , , , 
FFI39_RS21345, 587.0, , , , , 
FFI39_RS21355, 986.3, , , , , 
FFI39_RS21360, 3003.7, , , , , 
FFI39_RS21365, 1314.7, , , , , 
FFI39_RS21370, 3254.0, , , , , 
FFI39_RS21375, 178.0, , , , , 
FFI39_RS21380, 527.0, , , , , 
FFI39_RS21385, 1052.3, , , , , 
FFI39_RS21390, 2402.3, , , , , 
FFI39_RS21395, 1008.3, , , , , 
FFI39_RS21400, 1206.0, , , , , 
FFI39_RS21405, 1164.0, , , , , 
FFI39_RS21410, 1546.0, , , , , 
FFI39_RS21415, 2428.7, , , , 300:3:0.205128:0.298077, 
FFI39_RS21420, 1078.0, , , , , 
FFI39_RS21425, 666.3, , , , , 
FFI39_RS21430, 365.7, , , , , 
FFI39_RS21435, 328.0, , , , , 
FFI39_RS21440, 603.3, , , , , 
FFI39_RS21445, 833.0, , , , , 800:3:0.0327869:0.0327869
FFI39_RS21450, 1445.0, , , , , 
FFI39_RS21455, 854.3, , , , , 
FFI39_RS21460, 730.0, , , , , 
FFI39_RS21465, 874.7, , , , , 
FFI39_RS21470, 637.0, , , , , 
FFI39_RS21475, 1114.3, , , , , 
FFI39_RS21480, 287.0, , , , , 
FFI39_RS21485, 1067.0, , , , 300:3:0.239583:0.239583, 
FFI39_RS21490, 1015.0, , , , , 
FFI39_RS21495, 402.3, , , , , 
FFI39_RS21500, 1251.7, , , , , 
FFI39_RS21505, 967.3, , , 100:3:0.215686:0.353846;100:3:0.207921:0.375;200:3:0.173913:0.238095;300:3:0.120482:0.285714;100:3:0.148148:0.266667;100:3:0.207317:0.285714;600:3:0.0843373:0.333333;200:3:0.134146:0.241379, , 
FFI39_RS21510, 762.7, , , , , 
FFI39_RS21515, 687.0, , , 800:3:0.14:0.14;300:3:0.205128:0.205128, , 
FFI39_RS21520, 838.0, , , , , 
FFI39_RS21525, 734.0, , , , , 
FFI39_RS21530, 438.3, , , , , 
FFI39_RS21535, 1478.3, , , , 300:3:0.277778:0.31405, 
FFI39_RS21540, 601.0, , , , , 
FFI39_RS21545, 1344.7, , , , , 
FFI39_RS21550, 495.7, , , , , 
FFI39_RS21555, 805.7, , , 600:3:0.0909091:0.1875, , 
FFI39_RS21560, 219.7, , , , , 
FFI39_RS21565, 566.0, , , 600:1:0.0204082:0.137931, , 
FFI39_RS21570, 316.7, , , , , 
FFI39_RS21575, 1925.0, , , 700:3:0.166667:0.166667, , 800:3:0.103448:0.103448;200:3:0.147059:0.147059
FFI39_RS21580, 546.7, , , , , 
FFI39_RS21585, 6005.0, , , 600:3:0.120482:0.178571;600:1:0.0625:0.172414;800:3:0.192308:0.192308;600:3:0.16129:0.16129;700:3:0.0952381:0.175, , 800:3:0.117647:0.117647;800:3:0.2:0.2;800:3:0.121212:0.121212
FFI39_RS21590, 1288.3, , , , , 
FFI39_RS21595, 1670.3, , , , , 
FFI39_RS21600, 1295.7, , , , , 600:1:0.060241:0.0897436
FFI39_RS21605, 780.0, , , , , 
FFI39_RS21610, 808.3, , , , , 
FFI39_RS21615, 572.0, , , 200:3:0.833333:0.914286, , 200:3:0.23913:0.326923
FFI39_RS21620, 1134.7, , , , , 
FFI39_RS21625, 391.0, , , , , 
FFI39_RS21630, 252.3, , , , , 
FFI39_RS21635, 249.7, , , , , 
FFI39_RS21640, 410.0, , , , , 
FFI39_RS21645, 575.7, , , , , 
FFI39_RS21650, 1028.7, , , , , 
FFI39_RS21655, 1185.0, , , , , 
FFI39_RS21660, 402.0, , , , , 
FFI39_RS21665, 747.7, , , , , 
FFI39_RS21670, 1082.0, , , , , 600:3:0.12963:0.153846
FFI39_RS21675, 767.3, , , , , 
FFI39_RS21680, 683.0, , , 600:1:0.0465116:0.2, , 
FFI39_RS21685, 930.3, , , , , 
FFI39_RS21690, 533.7, , , , , 
FFI39_RS21695, 673.3, , , , , 
FFI39_RS21700, 1982.0, , , , , 
FFI39_RS21705, 884.3, , , , , 
FFI39_RS21710, 816.0, , , , , 
FFI39_RS21715, 535.3, , , , , 
FFI39_RS21720, 163.3, , , , , 
FFI39_RS21725, 1139.0, , , , , 
FFI39_RS21730, 1007.3, , , , , 
FFI39_RS21735, 1437.7, , , , , 
FFI39_RS21740, 747.7, , , , , 
FFI39_RS21745, 458.3, , , , , 
FFI39_RS21750, 592.7, , , , , 
FFI39_RS21755, 706.3, , , , , 
FFI39_RS21760, 251.0, , , , , 
FFI39_RS21765, 323.3, , , , , 
FFI39_RS21770, 973.3, , , , , 
FFI39_RS21775, 1017.7, , , , , 400:3:0.0875:0.144928
FFI39_RS21780, 787.3, , , , , 
FFI39_RS21785, 626.0, , , , , 
FFI39_RS21790, 414.3, , , , , 
FFI39_RS21795, 588.3, , , , , 
FFI39_RS21800, 492.3, , , , , 
FFI39_RS21805, 499.0, , , , , 
FFI39_RS21810, 291.7, , , , , 
FFI39_RS21815, 358.3, , , , , 
FFI39_RS21820, 507.7, , , , , 
FFI39_RS21825, 1834.0, , , , , 
FFI39_RS21830, 1207.7, , , , , 
FFI39_RS21835, 845.7, , , , , 
FFI39_RS21840, 1342.3, , , , 700:3:0.142857:0.142857, 100:3:0.214286:0.313725
FFI39_RS21845, 350.3, , , , , 
FFI39_RS21850, 2539.0, , , , , 
FFI39_RS21855, 946.3, , , , , 
FFI39_RS21860, 450.7, , , , , 
FFI39_RS21865, 724.7, , , , , 
FFI39_RS21870, 826.7, , , , , 
FFI39_RS21875, 827.7, , , , , 
FFI39_RS21880, 649.3, , , , , 
FFI39_RS21885, 454.3, , , , , 
FFI39_RS21890, 473.0, , , , , 
FFI39_RS21895, 783.3, , , , , 
FFI39_RS21900, 592.3, , , , , 
FFI39_RS21905, 1949.0, , , , , 
FFI39_RS21910, 535.3, , , , , 
FFI39_RS21915, 395.7, , , , , 
FFI39_RS21920, 618.7, , , , , 
FFI39_RS21925, 549.0, , , , , 
FFI39_RS21930, 1168.7, , , , , 
FFI39_RS21935, 2035.0, , , , , 
FFI39_RS21940, 357.0, , , , , 
FFI39_RS21945, 1825.0, , , , , 
FFI39_RS21950, 1719.3, , , , , 
FFI39_RS21955, 1998.3, , , , , 400:1:0.0677966:0.0866667
FFI39_RS21960, 431.3, , , , , 
FFI39_RS21965, 2117.0, , , , , 
FFI39_RS21970, 328.7, , , , , 
FFI39_RS21975, 698.0, , , , , 
FFI39_RS21980, 1080.3, , , , , 
FFI39_RS21985, 1790.7, , , , , 
FFI39_RS21990, 429.3, , , , , 
FFI39_RS21995, 2115.0, , , , , 
FFI39_RS22000, 784.0, , , , , 
FFI39_RS22005, 515.0, , , , , 
FFI39_RS22010, 858.7, , , , , 
FFI39_RS22015, 282.7, , , , , 
FFI39_RS22020, 958.3, , , , , 
FFI39_RS22025, 754.3, , , , , 
FFI39_RS22030, 479.7, , , 100:3:0.172414:0.307692;600:1:0.0625:0.185185, , 
FFI39_RS22035, 614.0, , , , , 600:3:0.54902:0.54902
FFI39_RS22040, 504.0, , , , , 
FFI39_RS22045, 772.7, , , , , 
FFI39_RS22050, 714.3, , , , , 
FFI39_RS22055, 752.3, , , , , 100:3:0.220339:0.411765;100:3:0.288136:0.346939;100:3:0.12069:0.288462
FFI39_RS22060, 496.0, , , , , 
FFI39_RS22065, 752.7, , , , , 
FFI39_RS22070, 1931.0, , , 600:1:0.0731707:0.16, , 
FFI39_RS22075, 839.3, , , , , 
FFI39_RS22080, 315.0, , , , , 
FFI39_RS22085, 310.7, , , , , 
FFI39_RS22090, 1066.3, , , , , 
FFI39_RS22095, 1354.0, , , 700:3:0.142857:0.142857;700:3:0.0952381:0.139535, , 
FFI39_RS22100, 421.3, , , , , 
FFI39_RS22105, 1696.7, , , , , 
FFI39_RS22110, 572.7, , , , , 
FFI39_RS22115, 318.7, , , , , 
FFI39_RS22120, 661.0, , , , , 
FFI39_RS22125, 779.0, , , , , 
FFI39_RS22130, 1100.7, , , , , 
FFI39_RS22135, 399.3, , , , , 
FFI39_RS22140, 2427.0, , , , 700:3:0.181818:0.181818;700:3:0.21875:0.21875, 
FFI39_RS22145, 595.0, , , , , 
FFI39_RS22150, 1919.7, , , , , 
FFI39_RS22155, 410.0, , , , , 
FFI39_RS22160, 512.0, , , , , 
FFI39_RS22165, 1737.3, , , , , 
FFI39_RS22170, 492.3, , , , , 
FFI39_RS22175, 770.3, , , , , 
FFI39_RS22180, 1010.3, , , , , 
FFI39_RS22185, 938.3, , , , , 
FFI39_RS22190, 990.3, , , , , 
FFI39_RS22195, 601.7, , , , , 
FFI39_RS22200, 1222.0, , , , , 
FFI39_RS22205, 452.3, , , , , 
FFI39_RS22210, 372.0, , , , , 
FFI39_RS22215, 633.0, , , , , 
FFI39_RS22220, 610.7, , , , , 
FFI39_RS22225, 1101.0, , , , , 
FFI39_RS22230, 570.7, , , 600:1:0.0277778:0.137931, , 
FFI39_RS22235, 1029.3, , , , , 
FFI39_RS22240, 1612.0, , , , , 
FFI39_RS22245, 1035.7, , , , , 
FFI39_RS22250, 979.3, , , , , 
FFI39_RS22255, 568.3, , , , , 
FFI39_RS22260, 3206.0, , , , , 
FFI39_RS22265, 992.3, , , , , 
FFI39_RS22270, 744.7, , , , , 
FFI39_RS22275, 313.0, , , , , 
FFI39_RS22280, 499.7, , , , , 
FFI39_RS22285, 612.0, , , , , 800:3:0.111111:0.111111
FFI39_RS22290, 383.0, , , , , 
FFI39_RS22295, 484.0, , , , , 
FFI39_RS22300, 727.0, , , , , 
FFI39_RS22305, 1374.3, , , , , 600:3:0.0869565:0.147541;200:3:0.175:0.255814
FFI39_RS22310, 528.3, , , , , 
FFI39_RS22315, 231.3, , , , , 
FFI39_RS22320, 220.7, , , , , 
FFI39_RS22325, 788.3, , , , , 
FFI39_RS22330, 418.7, , , , , 
FFI39_RS22335, 502.0, , , , , 
FFI39_RS22345, 730.0, , , , , 
FFI39_RS22350, 1194.0, , , , , 
FFI39_RS22355, 224.7, , , , , 
FFI39_RS22360, 1206.7, , , , , 
FFI39_RS22365, 354.0, , , , , 
FFI39_RS22370, 396.3, , , , , 
FFI39_RS22375, 887.0, , , , , 
FFI39_RS22380, 1074.7, , , , , 
FFI39_RS22385, 729.0, , , 100:3:0.111111:0.242424;500:1:0.0793651:0.171429, , 100:3:0.0895522:0.0987654
FFI39_RS22390, 718.7, , , , , 
FFI39_RS22395, 760.0, , , , , 
FFI39_RS22400, 484.7, , , , , 
FFI39_RS22405, 477.3, , , , , 
FFI39_RS22410, 1519.0, , , , , 
FFI39_RS22415, 1370.0, , , , , 
FFI39_RS22420, 702.0, , , , , 
FFI39_RS22425, 825.3, , , , , 600:3:0.431818:0.431818
FFI39_RS22430, 1221.7, , , , 300:3:0.216216:0.291139, 
FFI39_RS22435, 723.3, , , , , 
FFI39_RS22440, 811.0, , , , , 
FFI39_RS22445, 730.3, , , , , 
FFI39_RS22450, 898.7, , , , , 
FFI39_RS22455, 1404.0, , , 600:1:0.0408163:0.153846, , 
FFI39_RS22460, 987.0, , , , , 
FFI39_RS22465, 936.3, , , , , 
FFI39_RS22470, 524.3, , , , , 
FFI39_RS22475, 636.3, , , , , 
FFI39_RS22480, 766.7, , , , , 
FFI39_RS22485, 417.7, , , , , 
FFI39_RS22490, 581.0, , , , , 
FFI39_RS22495, 209.0, , , , , 
FFI39_RS22500, 1815.0, , , , , 200:3:0.756757:0.845304
FFI39_RS22505, 562.7, , , , , 
FFI39_RS22510, 524.7, , , , , 
FFI39_RS22515, 444.7, , , , , 
FFI39_RS22520, 973.0, , , , , 
FFI39_RS22525, 525.0, , , , , 
FFI39_RS22530, 1291.0, , , , , 
FFI39_RS22535, 897.7, , , , , 
FFI39_RS22540, 698.3, , , , , 
FFI39_RS22545, 1646.7, , , 300:1:0.0909091:0.25, 300:3:0.273504:0.380435, 
FFI39_RS22550, 1188.3, , , , , 
FFI39_RS22555, 366.0, , , , , 
FFI39_RS22560, 2025.3, , , , , 
FFI39_RS22565, 359.0, , , , , 
FFI39_RS22570, 254.3, , , , , 
FFI39_RS22575, 902.0, , , , , 
FFI39_RS22580, 238.0, , , , , 
FFI39_RS22585, 589.0, , , , , 
FFI39_RS22590, 354.3, , , , , 
FFI39_RS22595, 1394.7, , , , , 
FFI39_RS22600, 756.3, , , , , 
FFI39_RS22605, 574.0, , , , , 100:3:0.15:0.172414
FFI39_RS22610, 1037.7, , , 800:3:0.128205:0.128205, , 
FFI39_RS22615, 379.3, , , , , 
FFI39_RS22620, 937.7, , , 300:1:0.0444444:0.2;600:1:0.0178571:0.176471, , 
FFI39_RS22625, 492.3, , , , , 
FFI39_RS22630, 754.7, , , , , 
FFI39_RS22635, 381.7, , , , , 
FFI39_RS22640, 433.7, , , , , 
FFI39_RS22645, 576.7, , , , , 
FFI39_RS22650, 212.0, , , , , 
FFI39_RS22655, 642.7, , , , , 
FFI39_RS22660, 562.0, , , , , 
FFI39_RS22665, 657.3, , , , , 
FFI39_RS22670, 1008.7, , , , , 
FFI39_RS22675, 439.0, , , , , 
FFI39_RS22680, 955.7, , , , , 
FFI39_RS22685, 1526.0, , , 600:1:0.0357143:0.2, , 
FFI39_RS22690, 676.7, , , , , 
FFI39_RS22695, 829.3, , , , , 
FFI39_RS22700, 531.7, , , , , 
FFI39_RS22705, 649.3, , , , , 
FFI39_RS22710, 606.0, , , , , 
FFI39_RS22715, 1174.7, , , , , 
FFI39_RS22720, 536.0, , , 600:1:0.0117647:0.136364, , 
FFI39_RS22725, 298.3, , , , , 
FFI39_RS22730, 428.0, , , , , 
FFI39_RS22735, 605.7, , , , , 
FFI39_RS22740, 332.0, , , , , 
FFI39_RS22745, 362.0, , , , , 
FFI39_RS22750, 544.0, , , , , 
FFI39_RS22755, 509.7, , , , , 
FFI39_RS22760, 699.0, , , , , 
FFI39_RS22765, 313.3, , , 700:3:0.129032:0.208333, 700:3:0.130435:0.130435, 
FFI39_RS22770, 581.3, , , 300:3:0.151515:0.214286;300:3:0.225806:0.321429, , 100:3:0.22449:0.305556;400:1:0.0178571:0.102804;400:1:0.0983607:0.105769
FFI39_RS22775, 567.7, , , , , 
FFI39_RS22780, 580.3, , , 600:1:0.0163934:0.15, , 
FFI39_RS22785, 639.7, , , , , 
FFI39_RS22790, 1078.0, , , , , 
FFI39_RS22795, 1589.3, , , 600:1:0.011236:0.117647, , 
FFI39_RS22800, 990.7, , , , , 
FFI39_RS22805, 822.7, , , , , 
FFI39_RS22810, 635.0, , , , , 
FFI39_RS22815, 393.3, , , , , 
FFI39_RS22820, 794.3, , , , , 
FFI39_RS22825, 276.0, , , , , 
FFI39_RS22830, 589.0, , , , , 
FFI39_RS22835, 858.7, , , , , 
FFI39_RS22840, 2450.7, , , , , 
FFI39_RS22845, 1072.7, , , , , 
FFI39_RS22850, 878.3, , , , , 
FFI39_RS22855, 1419.0, , , , , 
FFI39_RS22860, 780.7, , , , , 
FFI39_RS22865, 613.0, , , , , 
FFI39_RS22870, 1023.0, , , , , 
FFI39_RS22875, 397.3, , , , , 
FFI39_RS22880, 943.3, , , , , 
FFI39_RS22885, 272.7, , , , , 
FFI39_RS22890, 396.7, , , , , 
FFI39_RS22895, 1029.7, , , , , 
FFI39_RS22900, 1042.3, , , , , 
FFI39_RS22905, 781.0, , , 800:3:0.115385:0.115385, , 
FFI39_RS22910, 1926.3, , , , , 
FFI39_RS22915, 884.0, , , , , 
FFI39_RS22920, 1599.0, , , 300:1:0.05:0.666667, , 
FFI39_RS22925, 1051.7, , , 600:1:0.142857:0.5;600:1:0.142857:0.625;300:3:0.142857:0.333333;700:3:0.2:0.2;300:3:0.2:0.384615;500:3:0.277778:0.384615, 300:3:0.224138:0.363636, 400:1:0:0.133333
FFI39_RS22930, 1255.0, , , , , 
FFI39_RS22935, 598.0, , , , , 
FFI39_RS22940, 601.7, , , , , 
FFI39_RS22945, 337.7, , , , , 
FFI39_RS22950, 424.0, , , , , 
FFI39_RS22955, 995.7, , , , , 
FFI39_RS22960, 827.0, , , , , 400:3:0.195122:0.289855
FFI39_RS22965, 2276.7, , , , , 
FFI39_RS22970, 472.0, , , , , 
FFI39_RS22975, 931.7, , , , , 
FFI39_RS22980, 375.3, , , , , 
FFI39_RS22985, 921.7, , , , , 
FFI39_RS22990, 848.0, , , , , 
FFI39_RS22995, 749.7, , , , , 
FFI39_RS23000, 347.0, , , , , 
FFI39_RS23005, 403.0, , , , , 
FFI39_RS23010, 583.7, , , , , 
FFI39_RS23015, 1014.7, , , 800:3:0.0754717:0.166667, , 
FFI39_RS23020, 739.0, , , , , 
FFI39_RS23025, 433.3, , , , , 
FFI39_RS23030, 418.3, , , , , 
FFI39_RS23035, 1712.7, , , , , 
FFI39_RS23040, 980.0, , , 700:1:0.0694444:0.142857, , 
FFI39_RS23045, 594.0, , , , , 
FFI39_RS23050, 178.0, , , , , 
FFI39_RS23055, 178.0, , , , , 
FFI39_RS23060, 530.3, , , , , 
FFI39_RS23065, 552.3, , , , 300:3:0.259259:0.321839, 
FFI39_RS23070, 607.0, , , , , 
FFI39_RS23075, 2521.7, , , 600:1:0.03125:0.142857, 300:3:0.185841:0.211864, 600:3:0.136364:0.136364
FFI39_RS23080, 882.0, , , , , 
FFI39_RS23085, 798.7, , , , , 
FFI39_RS23090, 1921.3, , , , , 
FFI39_RS23095, 519.7, , , , , 
FFI39_RS23100, 537.0, , , , , 
FFI39_RS23105, 549.7, , , , , 
FFI39_RS23110, 264.3, , , , , 
FFI39_RS23115, 703.7, , , 100:3:0.181818:0.260163, 300:1:0:0.137931, 
FFI39_RS23120, 807.3, , , 300:3:0.115942:0.21875, , 600:3:0.145833:0.147059
FFI39_RS23125, 714.7, , , , , 
FFI39_RS23130, 768.7, , , , , 
FFI39_RS23135, 522.3, , , , , 
FFI39_RS23140, 457.0, , , , , 
FFI39_RS23145, 845.7, , , , , 
FFI39_RS23150, 403.3, , , , , 
FFI39_RS23155, 634.0, , , , , 
FFI39_RS23160, 909.0, , , , , 
FFI39_RS23165, 556.7, , , , , 
FFI39_RS23170, 815.0, , , , , 
FFI39_RS23175, 529.3, , , , , 
FFI39_RS23180, 556.7, , , , , 
FFI39_RS23185, 590.7, , , , , 
FFI39_RS23190, 954.3, , , , , 
FFI39_RS23195, 815.7, , , , , 
FFI39_RS23200, 731.0, , , , , 
FFI39_RS23205, 448.0, , , , , 
FFI39_RS23210, 1526.0, , , , , 
FFI39_RS23215, 606.3, , , , , 
FFI39_RS23220, 282.7, , , , , 
FFI39_RS23225, 154.7, , , , , 
FFI39_RS23230, 1009.0, , , , , 
FFI39_RS23235, 1143.0, , , , , 
FFI39_RS23240, 1016.0, , , , , 
FFI39_RS23245, 569.7, , , , , 
FFI39_RS23250, 407.7, , , , , 
FFI39_RS23255, 495.3, , , , , 
FFI39_RS23260, 695.7, , , , , 
FFI39_RS23265, 1351.3, , , , , 
FFI39_RS23270, 144.0, , , , , 
FFI39_RS23275, 407.0, , , , , 
FFI39_RS23280, 374.0, , , , , 
FFI39_RS23285, 435.3, , , , , 
FFI39_RS23290, 1745.3, , , , , 
FFI39_RS23295, 1078.3, , , , , 200:3:0.204545:0.271429
FFI39_RS23300, 640.3, , , , , 
FFI39_RS23305, 620.3, , , , 500:3:0.117647:0.268908, 
FFI39_RS23310, 1378.7, , , , , 
FFI39_RS23315, 550.7, , , , , 
FFI39_RS23320, 700.3, , , , , 
FFI39_RS23325, 1123.3, , , , , 
FFI39_RS23330, 1208.3, , , , , 
FFI39_RS23335, 988.7, , , , , 
FFI39_RS23340, 582.0, , , , , 
FFI39_RS23345, 979.3, , , , , 
FFI39_RS23350, 1360.0, , , 300:1:0.0769231:0.166667, , 
FFI39_RS23355, 1365.0, , , 600:3:0.0816327:0.2;600:1:0.0612245:0.176471;300:1:0.0833333:0.176471, , 
FFI39_RS23360, 2111.7, , , , , 
FFI39_RS23365, 736.0, , , , , 
FFI39_RS23370, 1632.3, , , , , 
FFI39_RS23375, 341.3, , , , , 
FFI39_RS23380, 275.7, , , , , 
FFI39_RS23385, 974.3, , , , , 
FFI39_RS23390, 764.0, , , 600:1:0.0882353:0.25, , 800:3:0.0666667:0.0777778
FFI39_RS23395, 740.7, , , , , 
FFI39_RS23400, 344.0, , , , , 
FFI39_RS23405, 1476.0, , , , , 
FFI39_RS23410, 726.7, , , , , 
FFI39_RS23415, 708.0, , , , , 
FFI39_RS23420, 1210.3, , , , , 
FFI39_RS23425, 430.0, , , , , 
FFI39_RS23430, 232.0, , , , 300:3:0.208333:0.36, 
FFI39_RS23435, 238.0, , , , , 
FFI39_RS23440, 299.3, , , , , 
FFI39_RS23445, 656.0, , , , , 
FFI39_RS23450, 321.7, , , , , 
FFI39_RS23455, 1291.7, , , , , 
FFI39_RS23460, 464.7, , , , , 
FFI39_RS23465, 503.0, , , , , 
FFI39_RS23470, 1272.3, , , , , 
FFI39_RS23475, 1310.0, , , , , 
FFI39_RS23480, 666.3, , , , , 
FFI39_RS23485, 245.0, , , , , 
FFI39_RS23490, 1209.7, , , , , 
FFI39_RS23495, 266.3, , , , , 
FFI39_RS23500, 398.0, , , , , 
FFI39_RS23505, 694.0, , , , , 
FFI39_RS23510, 1936.3, , , , , 
FFI39_RS23515, 1445.0, , , 300:3:0.28125:0.28125;100:3:0.409091:0.44, , 
FFI39_RS23520, 1303.0, , , 200:3:0.125:0.214286;300:3:0.1:0.285714, , 400:3:0.129032:0.140351
FFI39_RS23525, 1099.7, , , , , 
FFI39_RS23530, 720.0, , , , , 
FFI39_RS23535, 833.7, , , , , 
FFI39_RS23540, 797.3, , , , , 
FFI39_RS23545, 744.7, , , , , 
FFI39_RS23550, 788.3, , , , , 
FFI39_RS23555, 1037.0, , , , , 
FFI39_RS23560, 855.0, , , , , 
FFI39_RS23565, 805.7, , , , , 
FFI39_RS23570, 603.0, , , , , 
FFI39_RS23575, 340.3, , , , , 
FFI39_RS23580, 2034.7, , , , , 
FFI39_RS23585, 1033.0, , , , , 
FFI39_RS23590, 394.0, , , , , 
FFI39_RS23595, 418.0, , , , , 
FFI39_RS23600, 1054.0, , , , , 
FFI39_RS23605, 761.3, , , , , 
FFI39_RS23610, 1393.7, , , , , 
FFI39_RS23615, 1329.3, , , , , 
FFI39_RS23620, 1491.7, , , , , 600:3:0.148936:0.148936;800:3:0.0888889:0.102564;400:1:0.0588235:0.15
FFI39_RS23625, 350.3, , , , , 
