LocusTag	protein_id	Gene	Type	Size	GC	Sequence	Fold_1	Fold_2	Fold_2_S	Fold_2_V	Fold_3	Fold_4	N	S	Spore_associated
B4U62_20015	AQZ92594.1	nan	CDS	522	0.4061	Genome	329	143	139	4	5	45	426.0	96.0	False
B4U62_20020	AQZ92595.1	nan	CDS	1140	0.4895	Genome	701	234	197	37	10	195	860.33	279.67	False
B4U62_20025	AQZ92596.1	nan	CDS	2118	0.4887	Genome	1267	491	426	65	14	346	1599.0	519.0	False
B4U62_20030	AQZ92597.1	nan	CDS	1197	0.4419	Genome	786	215	203	12	34	162	940.67	256.33	False
B4U62_20035	AQZ92598.1	uvsE	CDS	963	0.4673	Genome	631	173	165	8	19	140	752.67	210.33	False
B4U62_20040	AQZ92599.1	nan	CDS	273	0.37	Genome	178	57	55	2	8	30	218.67	54.33	False
B4U62_20045	AQZ92600.1	nan	CDS	525	0.4343	Genome	314	131	116	15	6	74	403.33	121.67	False
B4U62_20050	AQZ92601.1	nan	CDS	1728	0.4821	Genome	1050	367	332	35	13	298	1299.0	429.0	False
B4U62_20055	AQZ92602.1	nan	CDS	1503	0.4531	Genome	911	344	305	39	10	238	1143.67	359.33	False
B4U62_20060	nan	nan	CDS	246	0.4675	Genome	146	54	44	10	4	42	183.33	62.67	False
B4U62_20065	AQZ92603.1	nan	CDS	672	0.5015	Genome	398	140	117	23	3	131	492.33	179.67	False
B4U62_20070	AQZ92604.1	nan	CDS	555	0.4883	Genome	348	112	103	9	2	93	423.33	131.67	False
B4U62_20075	AQZ92605.1	nan	CDS	1464	0.4809	Genome	893	319	282	37	9	243	1108.67	355.33	False
B4U62_20080	AQZ92606.1	nan	CDS	3687	0.4996	Genome	2267	765	685	80	18	637	2783.0	904.0	False
B4U62_20085	AQZ92607.1	nan	CDS	477	0.392	Genome	299	102	98	4	7	69	369.33	107.67	False
B4U62_20090	AQZ92608.1	nan	CDS	720	0.4778	Genome	470	129	122	7	15	106	561.0	159.0	False
B4U62_20095	AQZ92609.1	nan	CDS	717	0.4282	Genome	426	181	161	20	7	103	549.0	168.0	False
B4U62_20100	AQZ92610.1	nan	CDS	1188	0.4731	Genome	715	227	198	29	21	225	873.33	314.67	False
B4U62_20105	AQZ92611.1	nan	CDS	1671	0.4859	Genome	1039	379	345	34	4	249	1293.0	378.0	False
B4U62_20110	AQZ92612.1	nan	CDS	429	0.4219	Genome	260	104	91	13	4	61	330.67	98.33	False
B4U62_20115	AQZ92613.1	nan	CDS	132	0.4621	Genome	86	18	18	0	4	24	99.33	32.67	False
B4U62_20120	AQZ92614.1	nan	CDS	153	0.366	Genome	97	36	36	0	3	17	122.0	31.0	False
B4U62_20125	AQZ92615.1	nan	CDS	1347	0.4491	Genome	882	277	265	12	28	160	1076.0	271.0	False
B4U62_20130	AQZ92616.1	nan	CDS	162	0.4383	Genome	99	30	26	4	8	25	121.67	40.33	False
B4U62_20135	AQZ92617.1	nan	CDS	720	0.4625	Genome	453	151	144	7	16	100	559.0	161.0	False
B4U62_20140	AQZ92618.1	nan	CDS	1311	0.4668	Genome	837	237	221	16	39	198	1008.0	303.0	False
B4U62_20145	AQZ93144.1	nan	CDS	1161	0.4737	Genome	733	230	219	11	23	175	894.0	267.0	False
B4U62_20150	AQZ92619.1	nan	CDS	1281	0.4598	Genome	826	251	237	14	33	171	1004.33	276.67	False
B4U62_20155	AQZ92620.1	nan	CDS	702	0.4801	Genome	451	126	119	7	13	112	539.33	162.67	False
B4U62_20160	AQZ92621.1	nan	CDS	1377	0.4495	Genome	841	307	280	27	18	211	1051.67	325.33	False
B4U62_20165	AQZ92622.1	nan	CDS	1356	0.4344	Genome	809	331	307	24	20	196	1036.33	319.67	False
B4U62_20170	AQZ92623.1	nan	CDS	231	0.3593	Genome	143	54	49	5	6	28	181.0	50.0	False
B4U62_20175	AQZ92624.1	nan	CDS	1146	0.3569	Genome	732	274	260	14	26	114	923.33	222.67	False
B4U62_20180	AQZ92625.1	nan	CDS	120	0.3833	Genome	75	21	20	1	3	21	90.0	30.0	False
B4U62_20185	AQZ92626.1	nan	CDS	474	0.4557	Genome	303	92	84	8	8	71	367.0	107.0	False
B4U62_20190	AQZ92627.1	nan	CDS	873	0.5063	Genome	534	195	169	26	4	140	665.33	207.67	False
B4U62_20195	AQZ92628.1	nan	CDS	831	0.4416	Genome	511	193	174	19	4	123	641.0	190.0	False
B4U62_20200	AQZ92629.1	nan	CDS	2076	0.5034	Genome	1363	352	336	16	35	326	1609.33	466.67	False
B4U62_20205	nan	nan	CDS	269	0.4721	Genome	160	61	53	8	3	43	201.67	65.33	False
B4U62_20210	AQZ92630.1	nan	CDS	519	0.4451	Genome	318	127	109	18	3	71	403.67	115.33	False
B4U62_20215	AQZ92631.1	nan	CDS	660	0.4742	Genome	410	126	113	13	12	112	498.0	162.0	False
B4U62_20220	AQZ92632.1	nan	CDS	189	0.4233	Genome	127	32	31	1	2	28	149.0	40.0	False
B4U62_20225	AQZ92633.1	nan	CDS	420	0.4524	Genome	256	96	87	9	5	63	321.67	98.33	False
B4U62_20230	AQZ92634.1	nan	CDS	1917	0.4893	Genome	1180	439	400	39	17	281	1478.33	438.67	False
B4U62_20235	AQZ92635.1	nan	CDS	1401	0.5182	Genome	868	221	190	31	11	301	1019.0	382.0	False
B4U62_20240	AQZ92636.1	nan	CDS	471	0.4671	Genome	301	88	79	9	4	78	361.0	110.0	False
B4U62_20245	AQZ92637.1	nan	CDS	501	0.4092	Genome	314	123	114	9	3	61	397.0	104.0	False
B4U62_20250	AQZ92638.1	nan	CDS	1302	0.4747	Genome	793	312	283	29	4	193	1002.33	299.67	False
B4U62_20255	AQZ92639.1	nan	CDS	225	0.4356	Genome	144	48	46	2	1	32	176.33	48.67	False
B4U62_20260	AQZ92640.1	nan	CDS	777	0.444	Genome	496	178	166	12	5	98	616.33	160.67	True
B4U62_20265	AQZ92641.1	nan	CDS	891	0.5241	Genome	550	146	126	20	12	183	651.33	239.67	False
B4U62_20270	AQZ92642.1	nan	CDS	846	0.474	Genome	517	185	160	25	14	130	645.0	201.0	False
B4U62_20275	AQZ92643.1	nan	CDS	900	0.44	Genome	549	209	190	19	7	135	690.67	209.33	False
B4U62_20280	AQZ92644.1	nan	CDS	972	0.4506	Genome	604	213	187	26	7	148	748.33	223.67	False
B4U62_20285	AQZ93145.1	nan	CDS	750	0.4507	Genome	498	139	134	5	9	104	593.67	156.33	False
B4U62_20290	AQZ92645.1	nan	CDS	780	0.4564	Genome	514	129	123	6	27	110	609.0	171.0	False
B4U62_20295	AQZ92646.1	nan	CDS	1200	0.47	Genome	737	268	241	27	6	189	917.67	282.33	False
B4U62_20300	AQZ92647.1	nan	CDS	1185	0.4599	Genome	701	256	225	31	10	218	875.0	310.0	False
B4U62_20305	AQZ92648.1	nan	CDS	1419	0.4419	Genome	863	330	304	26	15	211	1088.0	331.0	False
B4U62_20310	AQZ92649.1	nan	CDS	768	0.4831	Genome	454	175	153	22	3	136	571.67	196.33	False
B4U62_20315	AQZ92650.1	nan	CDS	708	0.459	Genome	431	156	139	17	3	118	536.0	172.0	False
B4U62_20320	AQZ92651.1	nan	CDS	615	0.4016	Genome	375	139	126	13	10	91	471.0	144.0	False
B4U62_20325	AQZ92652.1	nan	CDS	1239	0.4697	Genome	742	256	216	40	23	218	920.33	318.67	False
B4U62_20330	AQZ92653.1	nan	CDS	1413	0.4713	Genome	829	297	249	48	16	271	1032.33	380.67	False
B4U62_20335	AQZ92654.1	nan	CDS	1701	0.4427	Genome	1025	417	369	48	12	247	1307.0	394.0	False
B4U62_20340	AQZ92655.1	nan	CDS	1548	0.4819	Genome	945	351	312	39	10	242	1182.33	365.67	False
B4U62_20345	AQZ92656.1	nan	CDS	1275	0.4957	Genome	760	283	247	36	6	226	950.67	324.33	False
B4U62_20350	AQZ92657.1	nan	CDS	465	0.4215	Genome	286	99	85	14	7	73	354.33	110.67	False
B4U62_20355	AQZ92658.1	nan	CDS	456	0.4583	Genome	280	109	96	13	3	64	353.67	102.33	True
B4U62_20360	AQZ92659.1	nan	CDS	852	0.4977	Genome	515	186	158	28	7	144	641.33	210.67	False
B4U62_20365	AQZ92660.1	nan	CDS	948	0.4968	Genome	573	215	191	24	5	155	718.0	230.0	False
B4U62_20370	AQZ92661.1	nan	CDS	741	0.444	Genome	461	168	153	15	14	98	577.67	163.33	False
B4U62_20375	AQZ92662.1	nan	CDS	1020	0.4647	Genome	623	247	222	25	10	140	791.0	229.0	True
B4U62_20380	AQZ92663.1	nan	CDS	723	0.4744	Genome	442	166	156	10	11	104	556.33	166.67	True
B4U62_20385	AQZ92664.1	nan	CDS	1122	0.4929	Genome	690	239	216	23	8	185	852.0	270.0	True
B4U62_20390	AQZ92665.1	nan	CDS	870	0.4632	Genome	538	199	178	21	7	126	673.0	197.0	True
B4U62_20395	AQZ92666.1	nan	CDS	1170	0.4846	Genome	721	255	232	23	8	186	893.67	276.33	True
B4U62_20400	AQZ92667.1	nan	CDS	1425	0.4484	Genome	885	333	311	22	9	198	1110.0	315.0	True
B4U62_20405	AQZ92668.1	nan	CDS	771	0.4358	Genome	481	176	164	12	6	108	600.33	170.67	True
B4U62_20410	AQZ92669.1	nan	CDS	180	0.4278	Genome	116	39	33	6	4	21	143.33	36.67	False
B4U62_20415	AQZ92670.1	nan	CDS	546	0.4963	Genome	368	88	85	3	12	78	430.67	115.33	True
B4U62_20420	AQZ92671.1	nan	CDS	372	0.4731	Genome	217	82	69	13	10	63	275.0	97.0	False
B4U62_20425	AQZ92672.1	nan	CDS	1323	0.4747	Genome	802	272	235	37	12	237	987.33	335.67	False
B4U62_20430	AQZ92673.1	nan	CDS	357	0.4678	Genome	225	81	74	7	5	46	280.67	76.33	False
B4U62_20435	AQZ92674.1	nan	CDS	1371	0.4923	Genome	886	236	223	13	37	212	1055.67	315.33	False
B4U62_20440	AQZ92675.1	nan	CDS	678	0.4853	Genome	411	163	144	19	4	100	521.0	157.0	False
B4U62_20445	AQZ92676.1	nan	CDS	807	0.4758	Genome	500	177	165	12	4	126	619.33	187.67	False
B4U62_20450	AQZ92677.1	nan	CDS	534	0.4494	Genome	335	91	83	8	6	102	397.67	136.33	False
B4U62_20455	AQZ92678.1	nan	CDS	636	0.4214	Genome	391	142	129	13	10	93	489.0	147.0	False
B4U62_20460	AQZ92679.1	nan	CDS	339	0.4779	Genome	209	80	67	13	3	47	263.33	75.67	False
B4U62_20465	AQZ92680.1	nan	CDS	816	0.4816	Genome	542	121	121	0	19	134	629.0	187.0	False
B4U62_20470	AQZ92681.1	nan	CDS	249	0.3815	Genome	158	58	56	2	4	29	198.0	51.0	False
B4U62_20475	AQZ92682.1	nan	CDS	1440	0.4875	Genome	895	327	292	35	5	213	1114.67	325.33	False
B4U62_20480	AQZ92683.1	nan	CDS	1386	0.4719	Genome	818	311	268	43	12	245	1029.33	356.67	False
B4U62_20485	AQZ92684.1	nan	CDS	771	0.4565	Genome	508	128	124	4	21	114	600.33	170.67	False
B4U62_20490	AQZ92685.1	nan	CDS	831	0.4344	Genome	512	191	179	12	9	119	642.33	188.67	False
B4U62_20495	AQZ93146.1	nan	CDS	303	0.5083	Genome	191	59	52	7	1	52	230.67	72.33	False
B4U62_20500	AQZ92686.1	nan	CDS	2421	0.4787	Genome	1600	369	361	8	39	413	1859.0	562.0	False
B4U62_20505	AQZ92687.1	nan	CDS	1002	0.487	Genome	616	231	206	25	10	145	773.33	228.67	False
B4U62_20510	AQZ92688.1	nan	CDS	750	0.4373	Genome	461	176	162	14	3	110	579.33	170.67	False
B4U62_20515	AQZ92689.1	nan	CDS	1182	0.3773	Genome	716	281	262	19	30	155	913.33	268.67	False
B4U62_20520	AQZ92690.1	nan	CDS	264	0.4242	Genome	177	39	37	2	10	38	206.33	57.67	False
B4U62_20525	AQZ92691.1	nan	CDS	375	0.48	Genome	226	81	69	12	1	67	280.33	94.67	False
B4U62_20530	AQZ92692.1	nan	CDS	615	0.4341	Genome	368	133	114	19	7	107	459.0	156.0	False
B4U62_20535	AQZ92693.1	nan	CDS	1950	0.4344	Genome	1201	388	346	42	15	346	1464.67	485.33	False
B4U62_20540	AQZ93147.1	nan	CDS	966	0.4193	Genome	607	205	191	14	16	138	749.0	217.0	False
B4U62_20545	AQZ93148.1	nan	CDS	246	0.4756	Genome	161	25	23	2	14	46	182.33	63.67	False
B4U62_20550	AQZ92694.1	nan	CDS	1542	0.4864	Genome	944	333	293	40	17	248	1171.67	370.33	False
B4U62_20555	AQZ92695.1	nan	CDS	1173	0.4612	Genome	714	287	251	36	6	166	907.33	265.67	False
B4U62_20560	AQZ92696.1	nan	CDS	384	0.4089	Genome	226	85	78	7	6	67	284.67	99.33	False
B4U62_20565	AQZ92697.1	nan	CDS	672	0.4122	Genome	416	156	142	14	9	91	523.0	149.0	False
B4U62_20570	AQZ92698.1	nan	CDS	159	0.3648	Genome	101	40	36	4	3	15	128.67	30.33	False
B4U62_20575	AQZ92699.1	nan	CDS	309	0.4175	Genome	202	55	53	2	6	46	240.67	68.33	False
B4U62_20580	AQZ92700.1	nan	CDS	1542	0.5032	Genome	1011	197	191	6	44	290	1157.0	385.0	False
B4U62_20585	AQZ92701.1	nan	CDS	603	0.4544	Genome	373	144	134	10	3	83	470.0	133.0	False
B4U62_20590	AQZ92702.1	nan	CDS	1251	0.486	Genome	775	270	234	36	10	196	958.33	292.67	False
B4U62_20595	AQZ92703.1	nan	CDS	1158	0.4318	Genome	714	276	251	25	8	160	900.67	257.33	False
B4U62_20600	AQZ92704.1	nan	CDS	1446	0.4751	Genome	880	290	258	32	16	260	1078.67	367.33	False
B4U62_20605	AQZ92705.1	nan	CDS	669	0.4888	Genome	407	149	132	17	5	108	508.0	161.0	False
B4U62_20610	AQZ92706.1	nan	CDS	819	0.5275	Genome	495	164	145	19	6	154	606.33	212.67	False
B4U62_20615	AQZ92707.1	nan	CDS	906	0.4592	Genome	555	205	191	14	9	137	694.67	211.33	False
B4U62_20620	AQZ92708.1	nan	CDS	387	0.4083	Genome	249	59	57	2	20	59	295.0	92.0	False
B4U62_20625	AQZ92709.1	nan	CDS	678	0.5	Genome	435	93	91	2	20	130	503.67	174.33	False
B4U62_20630	AQZ92710.1	nan	CDS	1200	0.4583	Genome	775	202	195	7	42	181	923.67	276.33	False
B4U62_20635	AQZ92711.1	nan	CDS	198	0.4444	Genome	126	38	36	2	6	28	153.33	44.67	False
B4U62_20640	AQZ92712.1	nan	CDS	1191	0.4727	Genome	725	272	240	32	7	187	908.67	282.33	False
B4U62_20645	AQZ92713.1	nan	CDS	381	0.4514	Genome	250	68	65	3	14	49	300.0	81.0	False
B4U62_20650	AQZ92714.1	nan	CDS	678	0.3968	Genome	418	157	144	13	15	88	527.67	150.33	False
B4U62_20655	AQZ92715.1	nan	CDS	1335	0.5236	Genome	787	266	224	42	7	275	966.67	368.33	False
B4U62_20660	AQZ92716.1	nan	CDS	1938	0.4644	Genome	1267	345	337	8	28	298	1506.33	431.67	False
B4U62_20665	AQZ92717.1	nan	CDS	1380	0.4841	Genome	904	186	184	2	53	237	1045.67	334.33	False
B4U62_20670	AQZ92718.1	nan	CDS	843	0.3998	Genome	547	163	156	7	45	88	670.67	172.33	False
B4U62_20675	AQZ92719.1	nan	CDS	861	0.417	Genome	528	205	193	12	10	118	668.0	193.0	False
B4U62_20680	AQZ92720.1	nan	CDS	714	0.4524	Genome	438	137	124	13	6	133	531.33	182.67	False
B4U62_20685	AQZ92721.1	nan	CDS	516	0.4574	Genome	336	87	79	8	11	82	397.67	118.33	False
B4U62_20690	AQZ92722.1	nan	CDS	1242	0.4533	Genome	810	239	231	8	24	169	977.33	264.67	False
B4U62_20695	AQZ92723.1	nan	CDS	1368	0.4766	Genome	892	229	223	6	28	219	1054.0	314.0	False
B4U62_20700	AQZ92724.1	nan	CDS	633	0.3855	Genome	383	162	151	11	10	78	494.33	138.67	False
B4U62_20705	AQZ92725.1	nan	CDS	936	0.4754	Genome	554	197	171	26	9	176	688.33	247.67	False
B4U62_20710	nan	nan	CDS	250	0.336	Genome	149	61	57	4	1	38	190.0	59.0	False
B4U62_20715	AQZ92726.1	nan	CDS	150	0.3467	Genome	98	33	33	0	2	17	120.67	29.33	False
B4U62_20720	AQZ92727.1	nan	CDS	1512	0.4795	Genome	994	248	241	7	38	232	1172.0	340.0	False
B4U62_20725	AQZ92728.1	nan	CDS	1188	0.4343	Genome	774	222	215	7	42	150	936.0	252.0	False
B4U62_20730	AQZ92729.1	nan	CDS	237	0.3629	Genome	150	54	53	1	7	26	188.33	48.67	False
B4U62_20735	AQZ92730.1	nan	CDS	1179	0.4453	Genome	782	209	206	3	22	166	928.67	250.33	False
B4U62_20740	AQZ92731.1	nan	CDS	759	0.4809	Genome	492	140	135	5	12	115	589.33	169.67	False
B4U62_20745	AQZ92732.1	nan	CDS	1092	0.4597	Genome	721	174	170	4	32	165	847.67	244.33	False
B4U62_20750	AQZ92733.1	nan	CDS	1329	0.4951	Genome	810	296	266	30	10	213	1010.67	318.33	False
B4U62_20755	AQZ92734.1	nan	CDS	333	0.4535	Genome	203	79	71	8	3	48	256.67	76.33	False
B4U62_20760	AQZ92735.1	nan	CDS	1359	0.5166	Genome	793	290	246	44	12	264	990.33	368.67	False
B4U62_20765	AQZ92736.1	nan	CDS	309	0.4531	Genome	189	71	63	8	4	45	237.67	71.33	False
B4U62_20770	AQZ92737.1	nan	CDS	1926	0.4569	Genome	1188	443	406	37	16	279	1488.67	437.33	False
B4U62_20775	AQZ92738.1	nan	CDS	159	0.434	Genome	91	42	38	4	0	26	119.0	40.0	False
B4U62_20780	AQZ92739.1	nan	CDS	591	0.5431	Genome	361	120	101	19	2	108	441.67	149.33	False
B4U62_20785	AQZ92740.1	nan	CDS	1644	0.4757	Genome	1071	324	308	16	22	227	1294.33	349.67	False
B4U62_20790	AQZ92741.1	nan	CDS	1203	0.4879	Genome	779	193	189	4	28	203	917.0	286.0	False
B4U62_20795	AQZ92742.1	nan	CDS	777	0.5187	Genome	471	141	119	22	4	161	566.33	210.67	False
B4U62_20800	AQZ92743.1	nan	CDS	888	0.473	Genome	554	185	167	18	12	137	681.33	206.67	False
B4U62_20805	AQZ92744.1	nan	CDS	189	0.4339	Genome	112	39	36	3	3	35	139.0	50.0	False
B4U62_20810	AQZ92745.1	nan	CDS	207	0.4155	Genome	122	51	49	2	2	32	156.67	50.33	False
B4U62_20815	AQZ92746.1	nan	CDS	321	0.4081	Genome	200	71	68	3	4	46	248.67	72.33	False
B4U62_20820	AQZ92747.1	nan	CDS	537	0.46	Genome	333	121	109	12	5	78	415.33	121.67	False
B4U62_20825	AQZ92748.1	nan	CDS	1374	0.4549	Genome	896	213	207	6	48	217	1054.0	320.0	False
B4U62_20830	AQZ92749.1	nan	CDS	831	0.5644	Genome	520	155	134	21	5	151	625.0	206.0	False
B4U62_20835	AQZ92750.1	nan	CDS	1728	0.4942	Genome	1070	338	301	37	10	310	1298.67	429.33	False
B4U62_20840	AQZ92751.1	nan	CDS	1704	0.5123	Genome	1038	348	302	46	11	307	1273.67	430.33	False
B4U62_20845	AQZ92752.1	nan	CDS	1017	0.4769	Genome	630	186	162	24	14	187	758.67	258.33	False
B4U62_20850	AQZ92753.1	nan	CDS	1407	0.4506	Genome	874	277	245	32	15	241	1063.67	343.33	False
B4U62_20855	AQZ92754.1	nan	CDS	1353	0.476	Genome	879	191	186	5	46	237	1021.67	331.33	False
B4U62_20860	AQZ92755.1	nan	CDS	1689	0.4606	Genome	1102	278	267	11	42	267	1301.33	387.67	False
B4U62_20865	AQZ92756.1	nan	CDS	201	0.4925	Genome	131	36	36	0	7	27	157.33	43.67	False
B4U62_20870	AQZ92757.1	nan	CDS	840	0.4774	Genome	526	176	156	20	4	134	644.67	195.33	False
B4U62_20875	AQZ92758.1	nan	CDS	1098	0.4672	Genome	668	254	233	21	4	172	838.67	259.33	False
B4U62_20880	AQZ92759.1	nan	CDS	894	0.4295	Genome	562	199	186	13	12	121	698.67	195.33	False
B4U62_20885	AQZ92760.1	nan	CDS	1458	0.4897	Genome	963	223	218	5	48	224	1127.67	330.33	False
B4U62_20890	AQZ92761.1	nan	CDS	837	0.4038	Genome	497	202	183	19	7	131	634.0	203.0	False
B4U62_20895	AQZ92762.1	nan	CDS	642	0.3551	Genome	424	103	101	2	19	96	499.0	143.0	False
B4U62_20900	AQZ92763.1	nan	CDS	1020	0.4824	Genome	623	231	202	29	10	156	780.33	239.67	False
B4U62_20905	AQZ92764.1	nan	CDS	507	0.4477	Genome	314	118	107	11	4	71	394.0	113.0	False
B4U62_20910	AQZ92765.1	nan	CDS	876	0.4772	Genome	567	175	163	12	12	122	687.67	188.33	False
B4U62_20915	AQZ92766.1	nan	CDS	474	0.462	Genome	303	72	66	6	21	78	358.0	116.0	False
B4U62_20920	AQZ92767.1	nan	CDS	1221	0.4758	Genome	779	221	206	15	32	189	937.0	284.0	False
B4U62_20925	AQZ92768.1	nan	CDS	657	0.4977	Genome	431	103	97	6	19	104	506.0	151.0	False
B4U62_20930	AQZ92769.1	nan	CDS	1233	0.4728	Genome	812	210	202	8	34	177	963.33	269.67	False
B4U62_20935	AQZ92770.1	nan	CDS	264	0.3977	Genome	168	61	59	2	7	28	211.0	53.0	False
B4U62_20940	AQZ92771.1	nan	CDS	489	0.3967	Genome	322	98	95	3	12	57	391.33	97.67	False
B4U62_20945	AQZ92772.1	nan	CDS	1134	0.4991	Genome	743	203	197	6	21	167	885.33	248.67	False
B4U62_20950	AQZ92773.1	nan	CDS	1137	0.4793	Genome	746	207	201	6	17	167	889.67	247.33	False
B4U62_20955	AQZ92774.1	nan	CDS	774	0.5052	Genome	458	184	162	22	3	129	581.67	192.33	False
B4U62_20960	AQZ92775.1	nan	CDS	651	0.4916	Genome	390	146	125	21	3	112	488.33	162.67	False
B4U62_20965	AQZ92776.1	nan	CDS	717	0.5063	Genome	423	175	145	30	5	114	541.33	175.67	False
B4U62_20970	AQZ92777.1	nan	CDS	1419	0.4933	Genome	861	270	234	36	15	273	1046.0	373.0	False
B4U62_20975	AQZ92778.1	nan	CDS	849	0.4735	Genome	532	170	155	15	11	136	649.0	200.0	False
B4U62_20980	AQZ92779.1	nan	CDS	1194	0.4472	Genome	785	180	179	1	41	188	918.67	275.33	False
B4U62_20985	nan	nan	CDS	672	0.4375	Genome	411	144	131	13	7	110	509.33	162.67	False
B4U62_20990	AQZ92780.1	nan	CDS	291	0.4605	Genome	184	63	61	2	1	43	226.33	64.67	False
B4U62_20995	AQZ92781.1	nan	CDS	2061	0.4934	Genome	1254	479	422	57	7	321	1575.67	485.33	False
B4U62_21000	AQZ92782.1	nan	CDS	1281	0.5129	Genome	843	154	147	7	45	239	960.67	320.33	False
B4U62_21005	AQZ92783.1	nan	CDS	729	0.417	Genome	458	155	141	14	5	111	563.0	166.0	False
B4U62_21010	AQZ92784.1	nan	CDS	834	0.4245	Genome	516	198	188	10	6	114	650.0	184.0	False
B4U62_21015	AQZ92785.1	nan	CDS	681	0.4523	Genome	422	158	143	15	3	98	528.33	152.67	False
B4U62_21020	AQZ92786.1	nan	CDS	1287	0.481	Genome	844	185	179	6	43	215	981.67	305.33	False
B4U62_21025	AQZ92787.1	nan	CDS	1440	0.4576	Genome	864	366	333	33	8	202	1110.67	329.33	False
B4U62_21030	AQZ92788.1	nan	CDS	1149	0.503	Genome	700	250	217	33	6	193	868.67	280.33	False
B4U62_21035	AQZ92789.1	nan	CDS	189	0.4233	Genome	120	46	43	3	1	22	151.0	38.0	False
B4U62_21040	AQZ92790.1	nan	CDS	132	0.3106	Genome	85	33	33	0	1	13	107.33	24.67	False
B4U62_21045	AQZ92791.1	nan	CDS	462	0.4177	Genome	294	94	89	5	10	64	360.0	102.0	False
B4U62_21050	AQZ92792.1	nan	CDS	297	0.4209	Genome	184	77	71	6	3	33	236.33	60.67	False
B4U62_21055	AQZ92793.1	nan	CDS	489	0.4274	Genome	304	112	99	13	8	65	381.33	107.67	False
B4U62_21060	AQZ92794.1	nan	CDS	453	0.4327	Genome	288	104	98	6	5	56	359.0	94.0	False
B4U62_21065	AQZ92795.1	nan	CDS	330	0.397	Genome	204	86	82	4	1	39	261.67	68.33	False
B4U62_21070	AQZ92796.1	nan	CDS	417	0.3285	Genome	257	111	107	4	7	42	333.33	83.67	False
B4U62_21075	AQZ92797.1	nan	CDS	369	0.336	Genome	228	86	80	6	13	42	289.67	79.33	False
B4U62_21080	AQZ92798.1	nan	CDS	471	0.4119	Genome	288	118	108	10	9	56	369.67	101.33	False
B4U62_21085	AQZ92799.1	nan	CDS	429	0.2937	Genome	263	114	110	4	14	38	343.67	85.33	False
B4U62_21090	AQZ92800.1	nan	CDS	7005	0.4277	Genome	4268	1692	1483	209	46	999	5411.33	1593.67	False
B4U62_21095	AQZ93149.1	nan	CDS	936	0.4551	Genome	569	177	157	20	12	178	691.0	245.0	False
B4U62_21100	AQZ92801.1	nan	CDS	447	0.4586	Genome	261	113	97	16	5	68	338.0	109.0	False
B4U62_21105	AQZ93150.1	nan	CDS	1410	0.4596	Genome	862	335	297	38	10	203	1088.67	321.33	False
B4U62_21110	AQZ92802.1	nan	CDS	1830	0.5044	Genome	1101	383	332	51	12	334	1360.33	469.67	False
B4U62_21115	AQZ92803.1	nan	CDS	309	0.3204	Genome	195	75	73	2	13	26	249.33	59.67	False
B4U62_21120	AQZ92804.1	nan	CDS	444	0.2545	Genome	271	129	125	4	17	27	362.67	81.33	False
B4U62_21125	AQZ92805.1	nan	CDS	1710	0.3901	Genome	1047	433	400	33	25	205	1344.0	366.0	False
B4U62_21130	AQZ92806.1	nan	CDS	270	0.437	Genome	170	55	52	3	2	43	207.33	62.67	False
B4U62_21135	AQZ92807.1	nan	CDS	366	0.4153	Genome	224	94	84	10	8	40	289.33	76.67	False
B4U62_21140	AQZ92808.1	nan	CDS	1410	0.4851	Genome	853	313	261	52	8	236	1064.33	345.67	False
B4U62_21145	AQZ92809.1	nan	CDS	165	0.4121	Genome	107	34	30	4	2	22	130.33	34.67	False
B4U62_21150	AQZ92810.1	nan	CDS	456	0.5088	Genome	290	77	69	8	9	80	344.33	111.67	False
B4U62_21155	AQZ92811.1	nan	CDS	1527	0.4951	Genome	978	268	253	15	39	242	1169.67	357.33	False
B4U62_21160	AQZ92812.1	nan	CDS	1659	0.5226	Genome	1087	269	254	15	27	276	1275.33	383.67	False
B4U62_21165	AQZ92813.1	nan	CDS	1266	0.4826	Genome	828	208	202	6	29	201	976.33	289.67	False
B4U62_21170	AQZ92814.1	nan	CDS	960	0.4729	Genome	625	160	154	6	29	146	741.33	218.67	False
B4U62_21175	AQZ92815.1	nan	CDS	1428	0.4475	Genome	945	211	204	7	44	228	1100.33	327.67	False
B4U62_21180	AQZ92816.1	deoA	CDS	1302	0.5046	Genome	777	295	255	40	6	224	975.67	326.33	False
B4U62_21185	AQZ92817.1	nan	CDS	1182	0.4323	Genome	702	276	242	34	9	195	889.0	293.0	False
B4U62_21190	AQZ92818.1	nan	CDS	672	0.4643	Genome	410	144	123	21	7	111	508.33	163.67	False
B4U62_21195	AQZ92819.1	nan	CDS	942	0.4883	Genome	571	224	202	22	7	140	722.67	219.33	False
B4U62_21200	AQZ92820.1	nan	CDS	828	0.4964	Genome	502	159	130	29	10	157	611.33	216.67	False
B4U62_21205	AQZ92821.1	nan	CDS	1113	0.5067	Genome	667	206	174	32	16	224	809.67	303.33	False
B4U62_21210	AQZ92822.1	nan	CDS	1338	0.506	Genome	826	287	250	37	13	212	1021.67	316.33	False
B4U62_21215	AQZ92823.1	nan	CDS	1143	0.5031	Genome	688	264	236	28	5	186	865.67	277.33	False
